#xsec (eV,cm2) for CS2 -> CS2E
3.350747418	-7.0562e-22
3.350810811	-4.7056e-22
3.350883262	-1.2582e-21
3.35094666	-1.3405e-21
3.35101006	-1.2112e-21
3.351073463	-1.1759e-21
3.351136867	-2.3555e-22
3.351200275	-1.1806e-22
3.351263684	-1.4934e-21
3.351327096	-1.0583e-21
3.351390511	-2.0463e-21
3.351453928	-1.6934e-21
3.351517347	-1.0583e-21
3.351580769	-1.0583e-21
3.351644193	-5.8808e-22
3.351707619	-8.2316e-22
3.351771048	-1.317e-21
3.351834479	-3.5305e-22
3.351897913	-8.2316e-22
3.351961349	-4.7056e-22
3.352024787	-1.5052e-21
3.352088228	-2.3555e-22
3.352151671	9.3879e-22
3.352215117	-1.1759e-21
3.352287629	-3.636e-21
3.35235108	-3.0823e-21
3.352414533	-1.0583e-21
3.352477989	-2.3555e-22
3.352541447	-1.8934e-21
3.352604907	-5.8808e-22
3.35266837	-1.0583e-21
3.352731836	-1.7875e-21
3.352795303	-2.47e-21
3.352858773	-1.3287e-21
3.352922246	-1.1876e-21
3.35298572	-4.7056e-22
3.353049198	-2.2464e-21
3.353112677	-1.7169e-21
3.353176159	-1.6816e-21
3.353239644	-7.0562e-22
3.353303131	8.2141e-22
3.35336662	-5.8754e-25
3.353430112	-1.564e-21
3.353493606	-2.0346e-21
3.353557102	-2.3523e-21
3.353629673	-8.2316e-22
3.353693174	-5.8754e-25
3.353756678	-1.1806e-22
3.353820185	-1.9757e-21
3.353883693	-9.4072e-22
3.353947205	-9.4072e-22
3.354010718	-2.4112e-21
3.354074234	-1.2935e-21
3.354137753	-1.0583e-21
3.354201274	-2.2464e-21
3.354264797	-1.0583e-21
3.354328323	-2.3555e-22
3.354391851	-7.0562e-22
3.354455381	-3.5305e-22
3.354518914	-8.2316e-22
3.354582449	-1.1759e-21
3.354645987	-1.0583e-21
3.354709527	1.1688e-22
3.35477307	3.4011e-21
3.354836615	2.3465e-21
3.354900162	2.3433e-22
3.354963712	4.4548e-21
3.355036343	5.8583e-21
3.355099898	-2.7408e-21
3.355163455	-1.1771e-20
3.355227015	-9.0926e-21
3.355290577	-4.5319e-21
3.355354142	-1.7993e-21
3.355417709	-5.8808e-22
3.355481278	1.9947e-21
3.35554485	6.793e-21
3.355608424	4.9228e-21
3.355672001	-3.9778e-21
3.35573558	-9.057e-21
3.355799161	-6.1013e-21
3.355862745	-3.2237e-21
3.355926331	-1.6934e-21
3.35598992	-2.164e-21
3.356053511	-2.2935e-21
3.356117104	-1.2464e-21
3.3561807	1.0562e-21
3.356244298	3.8695e-21
3.356307899	3.5182e-21
3.356371502	-1.6346e-21
3.356444194	-5.995e-21
3.356507802	-4.5909e-21
3.356571413	-1.6228e-21
3.356635026	-1.364e-21
3.356698642	-1.2112e-21
3.35676226	-9.4072e-22
3.35682588	-1.4228e-21
3.356889503	-8.2316e-22
3.356953128	-5.8754e-25
3.357016755	4.692e-22
3.357080385	-1.0583e-21
3.357144018	-2.3876e-21
3.357207652	-1.964e-21
3.35727129	-7.0562e-22
3.357334929	-5.8754e-25
3.357398571	1.1688e-22
3.357462216	-1.0583e-21
3.357525863	-1.7169e-21
3.357589512	-7.0562e-22
3.357653163	-4.7056e-22
3.357716818	-8.2316e-22
3.357780474	-1.3052e-21
3.357853227	-1.4346e-21
3.357916889	-1.4699e-21
3.357980553	-8.2316e-22
3.35804422	-1.0583e-21
3.358107888	-9.4072e-22
3.35817156	-1.564e-21
3.358235234	-2.1876e-21
3.35829891	-1.764e-21
3.358362588	-1.2699e-21
3.358426269	-1.0583e-21
3.358489953	-1.3523e-21
3.358553639	4.692e-22
3.358617327	7.4935e-21
3.358681017	8.077e-21
3.35874471	4.692e-22
3.358808406	-8.0513e-21
3.358872104	-7.2236e-21
3.358935804	-4.8149e-21
3.358999507	-4.6616e-21
3.359063212	-2.8939e-21
3.35912692	-1.0583e-21
3.35919063	-5.8808e-22
3.359263444	-8.2316e-22
3.359327159	-2.0581e-21
3.359390877	-1.317e-21
3.359454597	-1.5757e-21
3.359518319	-7.0562e-22
3.359582044	-1.1876e-21
3.359645771	-5.8808e-22
3.359709501	-1.1806e-22
3.359773233	-5.8754e-25
3.359836967	-3.5305e-22
3.359900704	-8.2316e-22
3.359964444	-1.1759e-21
3.360028185	-1.8581e-21
3.36009193	-2.0581e-21
3.360155676	-3.5305e-22
3.360219425	-5.8808e-22
3.360283177	-4.7056e-22
3.36034693	-1.0583e-21
3.360410687	-7.0562e-22
3.360474445	-1.1806e-22
3.360538207	-1.3993e-21
3.36060197	-1.3287e-21
3.360674846	-1.8934e-21
3.360738614	-2.2346e-21
3.360802385	-1.9404e-21
3.360866159	-1.0583e-21
3.360929935	2.4637e-21
3.360993713	1.1572e-20
3.361057494	9.01e-21
3.361121277	-2.6937e-21
3.361185063	-1.2982e-20
3.361248851	-1.1308e-20
3.361312642	-5.2396e-21
3.361376435	-2.1523e-21
