CH3;C3H5;N2;C4H8;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 2.720e-11;-3.200e-01;-6.600e+01; 1.500e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   27;1 ;2
CH3;CH3CHCH2;N2;C4H9;N2; ; ; ; ; 1.390e-29; 0.000e+00; 5.620e+02; 1.000e+01; 1.000e+02;logn;3; 1.340e-13; 0.000e+00; 3.330e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   28;1 ;2
CH3;C3H7;N2;C4H10;N2; ; ; ; ; 1.440e-17;-1.850e+01; 2.310e+03; 2.000e+00; 1.000e+02;logn;3; 5.160e-11;-3.200e-01; 0.000e+00; 1.400e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   29;1 ;2
CH3;C4H2;N2;C5H5;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 1.000e-12; 0.000e+00; 3.900e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   30;1 ;2
CH3;C4H3;N2;C5H6;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 3.790e-11; 4.170e-01;-1.610e+02; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   31;1 ;2
C2H3;C2H2;N2;C4H5;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 2.120e-14; 1.900e+00; 1.060e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   32;1 ;2
C2H3;C2H5;N2;C4H8;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 2.500e-11; 0.000e+00; 0.000e+00; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   33;1 ;2
C2H3;C3H7;N2;C5H10;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 1.600e-11; 0.000e+00; 0.000e+00; 2.500e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   34;1 ;2
C2H5;C2H2;N2;C4H7;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.600e-14; 0.000e+00; 3.520e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   35;1 ;2
C2H5;C2H4;N2;C4H9;N2; ; ; ; ; 1.390e-29; 0.000e+00; 5.620e+02; 1.000e+01; 1.000e+02;logn;3; 1.800e-13; 0.000e+00; 3.670e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   36;1 ;2
C2H5;C2H5;N2;C4H10;N2; ; ; ; ; 9.770e-22;-6.390e+00; 3.010e+02; 2.000e+00; 1.000e+02;logn;3; 1.260e-11; 0.000e+00; 9.600e+01; 2.200e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   37;1 ;2
C2H5;CH3CCH;N2;C5H9;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.600e-14; 0.000e+00; 3.520e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   38;1 ;2
C2H5;CH2CCH2;N2;C5H9;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.600e-14; 0.000e+00; 3.520e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   39;1 ;2
C2H5;C3H5;N2;C5H10;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 3.330e-13; 0.000e+00;-6.600e+01; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   40;1 ;2
C2H5;CH3CHCH2;N2;C5H11;N2; ; ; ; ; 1.390e-29; 0.000e+00; 5.620e+02; 1.000e+01; 1.000e+02;logn;3; 1.700e-13; 0.000e+00; 3.620e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   41;1 ;2
C2H5;C3H7;N2;C5H12;N2; ; ; ; ; 1.440e-17;-1.850e+01; 2.310e+03; 1.000e+01; 1.000e+02;logn;3; 3.300e-11; 0.000e+00; 0.000e+00; 1.300e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   42;1 ;2
C2H5;C4H2;N2;C6H7;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.600e-14; 0.000e+00; 3.520e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   43;1 ;2
C2H5;C4H3;N2;C6H8;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 2.500e-11; 0.000e+00; 0.000e+00; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   44;1 ;2
CH2CCH;C2H2;N2;C5H5;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.300e-14; 0.000e+00; 3.500e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   45;1 ;2
CH2CCH;CH2CCH;N2;C6H6;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 7.420e-11;-6.900e-01; 8.800e+01; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   46;1 ;2
CH2CCH;C4H2;N2;C7H5;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.300e-14; 0.000e+00; 3.500e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   47;1 ;2
C3H5;C2H2;N2;C5H7;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.300e-14; 0.000e+00; 3.500e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   48;1 ;2
C3H5;CH3CCH;N2;C6H9;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.300e-14; 0.000e+00; 3.500e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   49;1 ;2
C3H5;CH2CCH2;N2;C6H9;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.300e-14; 0.000e+00; 3.500e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   50;1 ;2
C3H5;C3H5;N2;C6H10;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 1.700e-11; 0.000e+00;-1.320e+02; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   51;1 ;2
C3H5;C3H7;N2;C6H12;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 3.400e-11; 0.000e+00;-6.600e+01; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   52;1 ;2
C3H5;C4H2;N2;C7H7;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 5.300e-14; 0.000e+00; 3.500e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   53;1 ;2
