#this file has been interpolated to have an equally spaced grid
#first line contains number of data (alt, Tgas, ...) and of non-zero chemical species (H,CO2,...)
#alt in km, Tgas in K, chemical species in ppbv
5 55
index	alt	dummy	Tgas	dummy	H2CO	O(3P)	H2O	OH	HO2	H2O2	O3	H	H2	CH4	CO	CH3OOH	CH3O2	N2O	NO	NO2	HNO2	HNO3	HO2NO2	NO3	N2O5	CL2O2	CH3CL	HOCL	CL	CLO	HCL	CLONO2	H2S	HS	SO	SO2	H2SO4	HSO	CH2_1	CH2_3	O(1D)	CH3	H3CO	HCO	N	NOCL	CLONO	CLO2	CL2	S	SO21	SO23	HSO3	SO3	S2	O2	CO2	N2	O
44	44.61875	1.47744	260.2375	7e-05	0.06154	37.43187	9234.75	0.48536	0.24826	0.09305	4855.875	0.0009	203.2875	220.3375	12.08312	0.00123	0.00318	7.2775	12.66437	1.17511	0.00587	0.05721	0.00051	9e-05	0.0	0.0	0.00368	0.01615	0.00434	0.13063	0.32985	0.00015	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
45	45.63281	1.28875	262.13281	6e-05	0.05587	50.87184	9273.9843	0.54744	0.26739	0.08929	4317.5793	0.00159	197.46876	206.27347	12.80625	0.00124	0.00343	6.09117	12.34688	0.80734	0.00482	0.03149	0.00027	6e-05	0.0	0.0	0.003	0.01164	0.00536	0.11056	0.35392	6e-05	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
46	46.64688	1.12944	263.0	5e-05	0.05035	67.0879	9302.9376	0.60378	0.28579	0.08626	3849.7792	0.00264	193.55936	193.5312	13.67626	0.00125	0.00364	5.13396	11.92656	0.55471	0.00387	0.0172	0.00014	3e-05	0.0	0.0	0.0025	0.00826	0.00639	0.09219	0.37564	2e-05	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
47	47.66094	0.99113	262.85369	5e-05	0.04533	85.81638	9322.92618	0.65646	0.30463	0.08405	3448.79182	0.00417	190.70738	183.82953	14.91946	0.00125	0.0038	4.36636	11.41221	0.384	0.00309	0.00954	8e-05	2e-05	0.0	0.0	0.00213	0.00592	0.00737	0.07617	0.39319	1e-05	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
48	48.675	0.87275	261.925	4e-05	0.04109	105.8	9340.75	0.70375	0.32142	0.08252	3127.5	0.00616	189.0	176.475	16.35	0.00125	0.0039	3.7795	10.8625	0.2727	0.0025	0.00552	5e-05	1e-05	0.0	0.0	0.00185	0.00435	0.00825	0.06342	0.4069	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
49	49.68906	0.76236	260.91094	4e-05	0.03699	130.49368	9350.8906	0.75454	0.34078	0.08149	2825.9538	0.00925	189.08906	169.5547	18.42265	0.00124	0.00397	3.2417	10.34567	0.18975	0.00197	0.0031	3e-05	1e-05	0.0	0.0	0.00163	0.00313	0.00914	0.05175	0.41889	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
50	50.70313	0.66523	259.79374	3e-05	0.03349	159.19703	9361.0313	0.80667	0.36117	0.08146	2555.2488	0.01359	190.10313	164.58748	21.03002	0.00123	0.00399	2.8139	9.73018	0.13187	0.00156	0.00176	2e-05	1e-05	0.0	0.0	0.00147	0.00229	0.00999	0.04229	0.42883	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
51	51.71719	0.58021	257.64843	3e-05	0.0305	190.86727	9370.0	0.86303	0.38293	0.08226	2315.3901	0.01961	191.35157	160.64843	24.35704	0.00121	0.00398	2.46601	9.14437	0.09271	0.00123	0.00102	1e-05	0.0	0.0	0.0	0.00133	0.00169	0.01078	0.03445	0.4367	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
52	52.73125	0.50612	254.76136	2e-05	0.02794	224.41477	9370.0	0.92435	0.40858	0.08465	2106.13636	0.0278	194.23864	157.64205	28.37273	0.00119	0.00391	2.18136	8.58557	0.06559	0.00099	0.0006	1e-05	0.0	0.0	0.0	0.00123	0.00127	0.01148	0.02817	0.4426	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
53	53.74531	0.44533	252.81876	2e-05	0.02591	258.76709	9370.0	0.98981	0.43663	0.08829	1921.3911	0.03808	196.18124	154.90938	32.8628	0.00116	0.0038	1.96094	8.08599	0.04788	0.00081	0.00038	0.0	0.0	0.0	0.0	0.00117	0.00099	0.01213	0.0233	0.44718	0.0	0.0	0.0	0.0	1e-05	1e-05	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
54	54.75938	0.38597	248.82186	2e-05	0.02399	298.3752	9370.0	1.07594	0.47361	0.09488	1729.3116	0.05364	200.17814	152.94062	38.81566	0.00112	0.00362	1.7605	7.55031	0.03435	0.00066	0.00023	0.0	0.0	0.0	0.0	0.0011	0.00077	0.01274	0.01889	0.45118	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
55	55.77344	0.3347	245.70624	2e-05	0.02219	338.9376	9370.0	1.17955	0.51919	0.10503	1547.5152	0.07532	203.29376	151.92656	46.00221	0.00107	0.00339	1.59972	7.04548	0.02513	0.00054	0.00015	0.0	0.0	0.0	0.0	0.00105	0.00061	0.01333	0.01529	0.45422	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
56	56.7875	0.2895	241.65	1e-05	0.02067	379.5875	9370.0	1.314	0.57821	0.11975	1376.0	0.10559	207.35	150.9125	54.44	0.00101	0.0031	1.46038	6.5715	0.01882	0.00045	0.0001	0.0	0.0	0.0	0.0	0.00102	0.00049	0.01373	0.01238	0.45717	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
57	57.80156	0.24977	237.53836	1e-05	0.01916	420.97007	9370.0	1.47754	0.65131	0.14049	1217.07418	0.14845	211.46164	149.90767	64.2433	0.00095	0.00278	1.35169	6.13307	0.01463	0.00038	7e-05	0.0	0.0	0.0	0.0	0.00098	0.0004	0.01402	0.00991	0.45918	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
58	58.81563	0.21753	232.92185	1e-05	0.01778	460.71898	9369.8437	1.65391	0.73473	0.16561	1087.99936	0.20333	216.06252	149.0	74.70475	0.00088	0.00246	1.26891	5.76422	0.01197	0.00033	5e-05	0.0	0.0	0.0	0.0	0.00096	0.00034	0.0142	0.00799	0.46103	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
59	59.82969	0.1872	227.85155	1e-05	0.01636	507.66264	9360.0	1.90891	0.84801	0.20554	959.00131	0.29083	220.11876	148.97031	88.05723	0.0008	0.00212	1.19822	5.3908	0.01006	0.00029	4e-05	0.0	0.0	0.0	0.0	0.00094	0.00028	0.0143	0.00628	0.46306	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
60	60.84375	0.15995	222.78125	1e-05	0.01495	565.2375	9359.5625	2.21663	0.98604	0.25919	857.85	0.42484	224.175	148.0	103.74375	0.00072	0.0018	1.13825	5.07819	0.00878	0.00026	3e-05	0.0	0.0	0.0	0.0	0.00093	0.00023	0.01419	0.00488	0.46504	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
61	61.85781	0.13595	217.63212	1e-05	0.01389	641.67589	9350.0	2.60523	1.15051	0.33426	787.42336	0.63529	228.21022	148.0	121.05109	0.00065	0.00151	1.09842	4.80949	0.00791	0.00024	3e-05	0.0	0.0	0.0	0.0	0.00092	0.00019	0.01388	0.00375	0.46605	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	1e-05	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
62	62.87188	0.11751	211.17895	1e-05	0.01371	741.23913	9350.0	3.04773	1.33489	0.42644	759.76691	0.93859	231.89775	148.0	139.48873	0.0006	0.00126	1.07077	4.62511	0.00729	0.00022	2e-05	0.0	0.0	0.0	0.0	0.00091	0.00015	0.01351	0.00294	0.46697	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	2e-05	0.0	1e-05	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
63	63.88594	0.09886	204.09842	1e-05	0.01528	930.34266	9350.0	3.70086	1.59634	0.55816	792.52196	1.5711	234.95782	147.01406	160.70474	0.00056	0.00105	1.05028	4.48197	0.0066	0.00022	2e-05	0.0	0.0	0.0	0.0	0.00091	0.00012	0.01301	0.00225	0.46897	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	3e-05	0.0	1e-05	0.0	0.00347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
64	64.9	0.0825	194.0	1e-05	0.0198	1430.0	9340.0	4.69	1.92	0.699	1060.0	3.2	237.0	147.0	186.0	0.00056	0.00094	1.04	4.41	0.00525	0.00024	2e-05	0.0	0.0	0.0	0.0	0.0009	8e-05	0.0124	0.00173	0.47	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	4e-05	0.0	1e-05	0.0	0.00455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210000000.0	355000.0	780000000.0	0.0
