0 Branching ratio for S2O2      Total        1 branches
Lambda        Total        SO/SO
2696.22   3.16E-19   3.16E-19
2697.22   3.11E-19   3.11E-19
2698.22   3.06E-19   3.06E-19
2699.22   3.01E-19   3.01E-19
2700.22   2.96E-19   2.96E-19
2701.22   2.91E-19   2.91E-19
2702.22   2.86E-19   2.86E-19
2703.22   2.81E-19   2.81E-19
2704.22   2.77E-19   2.77E-19
2705.22   2.72E-19   2.72E-19
2706.22   2.68E-19   2.68E-19
2707.22   2.63E-19   2.63E-19
2708.22   2.59E-19   2.59E-19
2709.22   2.55E-19   2.55E-19
2710.22   2.51E-19   2.51E-19
2711.22   2.47E-19   2.47E-19
2712.22   2.43E-19   2.43E-19
2713.22   2.39E-19   2.39E-19
2714.22   2.35E-19   2.35E-19
2715.22   2.32E-19   2.32E-19
2716.22   2.28E-19   2.28E-19
2717.22   2.25E-19   2.25E-19
2718.22   2.21E-19   2.21E-19
2719.22   2.18E-19   2.18E-19
2720.22   2.15E-19   2.15E-19
2721.22   2.11E-19   2.11E-19
2722.22   2.08E-19   2.08E-19
2723.22   2.05E-19   2.05E-19
2724.22   2.02E-19   2.02E-19
2725.22   2.00E-19   2.00E-19
2726.22   1.97E-19   1.97E-19
2727.22   1.94E-19   1.94E-19
2728.22   1.91E-19   1.91E-19
2729.22   1.89E-19   1.89E-19
2730.23   1.86E-19   1.86E-19
2731.23   1.84E-19   1.84E-19
2732.23   1.82E-19   1.82E-19
2733.23   1.80E-19   1.80E-19
2734.23   1.77E-19   1.77E-19
2735.23   1.75E-19   1.75E-19
2736.23   1.73E-19   1.73E-19
2737.23   1.72E-19   1.72E-19
2738.23   1.70E-19   1.70E-19
2739.23   1.68E-19   1.68E-19
2740.23   1.66E-19   1.66E-19
2741.23   1.65E-19   1.65E-19
2742.23   1.63E-19   1.63E-19
2743.23   1.62E-19   1.62E-19
2744.23   1.61E-19   1.61E-19
2745.23   1.59E-19   1.59E-19
2746.23   1.58E-19   1.58E-19
2747.23   1.57E-19   1.57E-19
2748.23   1.56E-19   1.56E-19
2749.23   1.55E-19   1.55E-19
2750.23   1.54E-19   1.54E-19
2751.23   1.53E-19   1.53E-19
2752.23   1.52E-19   1.52E-19
2753.23   1.51E-19   1.51E-19
2754.23   1.51E-19   1.51E-19
2755.23   1.50E-19   1.50E-19
2756.23   1.50E-19   1.50E-19
2757.23   1.49E-19   1.49E-19
2758.23   1.49E-19   1.49E-19
2759.23   1.48E-19   1.48E-19
2760.23   1.48E-19   1.48E-19
2761.23   1.48E-19   1.48E-19
2762.23   1.47E-19   1.47E-19
2763.23   1.47E-19   1.47E-19
2764.23   1.47E-19   1.47E-19
2765.23   1.47E-19   1.47E-19
2766.23   1.47E-19   1.47E-19
2767.23   1.47E-19   1.47E-19
2768.23   1.47E-19   1.47E-19
2769.23   1.47E-19   1.47E-19
2770.23   1.47E-19   1.47E-19
2771.23   1.47E-19   1.47E-19
2772.23   1.47E-19   1.47E-19
2773.23   1.47E-19   1.47E-19
2774.23   1.48E-19   1.48E-19
2775.23   1.48E-19   1.48E-19
2776.23   1.48E-19   1.48E-19
2777.23   1.49E-19   1.49E-19
2778.23   1.49E-19   1.49E-19
2779.23   1.49E-19   1.49E-19
2780.23   1.50E-19   1.50E-19
2781.23   1.50E-19   1.50E-19
2782.23   1.51E-19   1.51E-19
2783.23   1.51E-19   1.51E-19
2784.23   1.52E-19   1.52E-19
2785.23   1.52E-19   1.52E-19
2786.23   1.53E-19   1.53E-19
2787.23   1.54E-19   1.54E-19
2788.23   1.54E-19   1.54E-19
2789.23   1.55E-19   1.55E-19
2790.23   1.56E-19   1.56E-19
2791.23   1.57E-19   1.57E-19
2792.23   1.57E-19   1.57E-19
2793.23   1.58E-19   1.58E-19
2794.23   1.59E-19   1.59E-19
2795.23   1.60E-19   1.60E-19
2796.23   1.61E-19   1.61E-19
2797.23   1.62E-19   1.62E-19
2798.24   1.63E-19   1.63E-19
2799.24   1.64E-19   1.64E-19
2800.24   1.65E-19   1.65E-19
2801.24   1.66E-19   1.66E-19
2802.24   1.68E-19   1.68E-19
2803.24   1.69E-19   1.69E-19
2804.24   1.70E-19   1.70E-19
2805.24   1.72E-19   1.72E-19
2806.24   1.73E-19   1.73E-19
2807.24   1.74E-19   1.74E-19
2808.24   1.76E-19   1.76E-19
2809.24   1.78E-19   1.78E-19
2810.24   1.79E-19   1.79E-19
2811.24   1.81E-19   1.81E-19
2812.24   1.83E-19   1.83E-19
2813.24   1.85E-19   1.85E-19
2814.24   1.87E-19   1.87E-19
2815.24   1.89E-19   1.89E-19
2816.24   1.91E-19   1.91E-19
2817.24   1.93E-19   1.93E-19
2818.24   1.96E-19   1.96E-19
2819.24   1.98E-19   1.98E-19
2820.24   2.01E-19   2.01E-19
2821.24   2.03E-19   2.03E-19
2822.24   2.06E-19   2.06E-19
2823.24   2.09E-19   2.09E-19
2824.24   2.11E-19   2.11E-19
2825.24   2.14E-19   2.14E-19
2826.24   2.17E-19   2.17E-19
2827.24   2.20E-19   2.20E-19
2828.24   2.23E-19   2.23E-19
2829.24   2.27E-19   2.27E-19
2830.24   2.30E-19   2.30E-19
2831.24   2.34E-19   2.34E-19
2832.24   2.37E-19   2.37E-19
2833.24   2.41E-19   2.41E-19
2834.24   2.45E-19   2.45E-19
2835.24   2.49E-19   2.49E-19
2836.24   2.53E-19   2.53E-19
2837.24   2.57E-19   2.57E-19
2838.24   2.61E-19   2.61E-19
2839.24   2.65E-19   2.65E-19
2840.24   2.69E-19   2.69E-19
2841.24   2.74E-19   2.74E-19
2842.24   2.78E-19   2.78E-19
2843.24   2.83E-19   2.83E-19
2844.24   2.88E-19   2.88E-19
2845.24   2.93E-19   2.93E-19
2846.24   2.97E-19   2.97E-19
2847.24   3.02E-19   3.02E-19
2848.24   3.07E-19   3.07E-19
2849.24   3.12E-19   3.12E-19
2850.24   3.17E-19   3.17E-19
2851.24   3.22E-19   3.22E-19
2852.24   3.27E-19   3.27E-19
2853.24   3.33E-19   3.33E-19
2854.24   3.38E-19   3.38E-19
2855.24   3.44E-19   3.44E-19
2856.24   3.49E-19   3.49E-19
2857.24   3.54E-19   3.54E-19
2858.24   3.60E-19   3.60E-19
2859.24   3.65E-19   3.65E-19
2860.24   3.70E-19   3.70E-19
2861.24   3.76E-19   3.76E-19
2862.24   3.81E-19   3.81E-19
2863.24   3.87E-19   3.87E-19
2864.24   3.92E-19   3.92E-19
2865.24   3.98E-19   3.98E-19
2866.25   4.03E-19   4.03E-19
2867.25   4.08E-19   4.08E-19
2868.25   4.14E-19   4.14E-19
2869.25   4.19E-19   4.19E-19
2870.25   4.24E-19   4.24E-19
2871.25   4.29E-19   4.29E-19
2872.25   4.34E-19   4.34E-19
2873.25   4.40E-19   4.40E-19
2874.25   4.45E-19   4.45E-19
2875.25   4.50E-19   4.50E-19
2876.25   4.55E-19   4.55E-19
2877.25   4.60E-19   4.60E-19
2878.25   4.65E-19   4.65E-19
2879.25   4.69E-19   4.69E-19
2880.25   4.74E-19   4.74E-19
2881.25   4.78E-19   4.78E-19
2882.25   4.83E-19   4.83E-19
2883.25   4.87E-19   4.87E-19
2884.25   4.91E-19   4.91E-19
2885.25   4.96E-19   4.96E-19
2886.25   4.99E-19   4.99E-19
2887.25   5.03E-19   5.03E-19
2888.25   5.07E-19   5.07E-19
2889.25   5.11E-19   5.11E-19
2890.25   5.14E-19   5.14E-19
2891.25   5.18E-19   5.18E-19
2892.25   5.21E-19   5.21E-19
2893.25   5.24E-19   5.24E-19
2894.25   5.28E-19   5.28E-19
2895.25   5.31E-19   5.31E-19
2896.25   5.33E-19   5.33E-19
2897.25   5.36E-19   5.36E-19
2898.25   5.39E-19   5.39E-19
2899.25   5.41E-19   5.41E-19
2900.25   5.43E-19   5.43E-19
2901.25   5.46E-19   5.46E-19
2902.25   5.48E-19   5.48E-19
2903.25   5.50E-19   5.50E-19
2904.25   5.52E-19   5.52E-19
2905.25   5.53E-19   5.53E-19
2906.25   5.55E-19   5.55E-19
2907.25   5.56E-19   5.56E-19
2908.25   5.57E-19   5.57E-19
2909.25   5.58E-19   5.58E-19
2910.25   5.59E-19   5.59E-19
2911.25   5.60E-19   5.60E-19
2912.25   5.61E-19   5.61E-19
2913.25   5.62E-19   5.62E-19
2914.25   5.62E-19   5.62E-19
2915.25   5.63E-19   5.63E-19
2916.25   5.63E-19   5.63E-19
2917.25   5.63E-19   5.63E-19
2918.25   5.63E-19   5.63E-19
2919.25   5.63E-19   5.63E-19
2920.25   5.62E-19   5.62E-19
2921.25   5.62E-19   5.62E-19
2922.25   5.62E-19   5.62E-19
2923.25   5.61E-19   5.61E-19
2924.25   5.60E-19   5.60E-19
2925.25   5.59E-19   5.59E-19
2926.25   5.58E-19   5.58E-19
2927.25   5.57E-19   5.57E-19
2928.25   5.56E-19   5.56E-19
2929.25   5.55E-19   5.55E-19
2930.25   5.53E-19   5.53E-19
2931.25   5.52E-19   5.52E-19
2932.25   5.51E-19   5.51E-19
2933.25   5.49E-19   5.49E-19
2934.26   5.47E-19   5.47E-19
2935.26   5.45E-19   5.45E-19
2936.26   5.43E-19   5.43E-19
2937.26   5.41E-19   5.41E-19
2938.26   5.39E-19   5.39E-19
2939.26   5.37E-19   5.37E-19
2940.26   5.34E-19   5.34E-19
2941.26   5.32E-19   5.32E-19
2942.26   5.29E-19   5.29E-19
2943.26   5.27E-19   5.27E-19
2944.26   5.24E-19   5.24E-19
2945.26   5.21E-19   5.21E-19
2946.26   5.19E-19   5.19E-19
2947.26   5.16E-19   5.16E-19
2948.26   5.13E-19   5.13E-19
2949.26   5.10E-19   5.10E-19
2950.26   5.07E-19   5.07E-19
2951.26   5.04E-19   5.04E-19
2952.26   5.00E-19   5.00E-19
2953.26   4.97E-19   4.97E-19
2954.26   4.94E-19   4.94E-19
2955.26   4.91E-19   4.91E-19
2956.26   4.87E-19   4.87E-19
2957.26   4.84E-19   4.84E-19
2958.26   4.80E-19   4.80E-19
2959.26   4.77E-19   4.77E-19
2960.26   4.73E-19   4.73E-19
2961.26   4.69E-19   4.69E-19
2962.26   4.65E-19   4.65E-19
2963.26   4.62E-19   4.62E-19
2964.26   4.58E-19   4.58E-19
2965.26   4.54E-19   4.54E-19
2966.26   4.50E-19   4.50E-19
2967.26   4.46E-19   4.46E-19
2968.26   4.42E-19   4.42E-19
2969.26   4.38E-19   4.38E-19
2970.26   4.34E-19   4.34E-19
2971.26   4.30E-19   4.30E-19
2972.26   4.26E-19   4.26E-19
2973.26   4.22E-19   4.22E-19
2974.26   4.18E-19   4.18E-19
2975.26   4.14E-19   4.14E-19
2976.26   4.10E-19   4.10E-19
2977.26   4.06E-19   4.06E-19
2978.26   4.02E-19   4.02E-19
2979.26   3.98E-19   3.98E-19
2980.26   3.94E-19   3.94E-19
2981.26   3.90E-19   3.90E-19
2982.26   3.85E-19   3.85E-19
2983.26   3.81E-19   3.81E-19
2984.26   3.77E-19   3.77E-19
2985.26   3.72E-19   3.72E-19
2986.26   3.68E-19   3.68E-19
2987.26   3.64E-19   3.64E-19
2988.26   3.60E-19   3.60E-19
2989.26   3.56E-19   3.56E-19
2990.26   3.51E-19   3.51E-19
2991.26   3.47E-19   3.47E-19
2992.26   3.43E-19   3.43E-19
2993.26   3.39E-19   3.39E-19
2994.26   3.35E-19   3.35E-19
2995.26   3.31E-19   3.31E-19
2996.26   3.27E-19   3.27E-19
2997.26   3.23E-19   3.23E-19
2998.26   3.19E-19   3.19E-19
2999.26   3.14E-19   3.14E-19
3000.26   3.10E-19   3.10E-19
3001.26   3.06E-19   3.06E-19
3002.27   3.02E-19   3.02E-19
3003.27   2.98E-19   2.98E-19
3004.27   2.94E-19   2.94E-19
3005.27   2.90E-19   2.90E-19
3006.27   2.86E-19   2.86E-19
3007.27   2.82E-19   2.82E-19
3008.27   2.78E-19   2.78E-19
3009.27   2.74E-19   2.74E-19
3010.27   2.70E-19   2.70E-19
3011.27   2.66E-19   2.66E-19
3012.27   2.63E-19   2.63E-19
3013.27   2.59E-19   2.59E-19
3014.27   2.55E-19   2.55E-19
3015.27   2.51E-19   2.51E-19
3016.27   2.47E-19   2.47E-19
3017.27   2.44E-19   2.44E-19
3018.27   2.40E-19   2.40E-19
3019.27   2.36E-19   2.36E-19
3020.27   2.33E-19   2.33E-19
3021.27   2.29E-19   2.29E-19
3022.27   2.25E-19   2.25E-19
3023.27   2.22E-19   2.22E-19
3024.27   2.18E-19   2.18E-19
3025.27   2.15E-19   2.15E-19
3026.27   2.11E-19   2.11E-19
3027.27   2.08E-19   2.08E-19
3028.27   2.05E-19   2.05E-19
3029.27   2.01E-19   2.01E-19
3030.27   1.98E-19   1.98E-19
3031.27   1.95E-19   1.95E-19
3032.27   1.91E-19   1.91E-19
3033.27   1.88E-19   1.88E-19
3034.27   1.85E-19   1.85E-19
3035.27   1.82E-19   1.82E-19
3036.27   1.78E-19   1.78E-19
3037.27   1.75E-19   1.75E-19
3038.27   1.72E-19   1.72E-19
3039.27   1.69E-19   1.69E-19
3040.27   1.66E-19   1.66E-19
3041.27   1.63E-19   1.63E-19
3042.27   1.61E-19   1.61E-19
3043.27   1.58E-19   1.58E-19
3044.27   1.55E-19   1.55E-19
3045.27   1.52E-19   1.52E-19
3046.27   1.49E-19   1.49E-19
3047.27   1.47E-19   1.47E-19
3048.27   1.44E-19   1.44E-19
3049.27   1.41E-19   1.41E-19
3050.27   1.39E-19   1.39E-19
3051.27   1.36E-19   1.36E-19
3052.27   1.34E-19   1.34E-19
3053.27   1.31E-19   1.31E-19
3054.27   1.29E-19   1.29E-19
3055.27   1.26E-19   1.26E-19
3056.27   1.24E-19   1.24E-19
3057.27   1.22E-19   1.22E-19
3058.27   1.19E-19   1.19E-19
3059.27   1.17E-19   1.17E-19
3060.27   1.15E-19   1.15E-19
3061.27   1.13E-19   1.13E-19
3062.27   1.11E-19   1.11E-19
3063.27   1.09E-19   1.09E-19
3064.27   1.07E-19   1.07E-19
3065.27   1.05E-19   1.05E-19
3066.27   1.03E-19   1.03E-19
3067.27   1.01E-19   1.01E-19
3068.27   9.91E-20   9.91E-20
3069.27   9.72E-20   9.72E-20
3070.28   9.54E-20   9.54E-20
3071.28   9.36E-20   9.36E-20
3072.28   9.19E-20   9.19E-20
3073.28   9.02E-20   9.02E-20
3074.28   8.85E-20   8.85E-20
3075.28   8.69E-20   8.69E-20
3076.28   8.53E-20   8.53E-20
3077.28   8.38E-20   8.38E-20
3078.28   8.22E-20   8.22E-20
3079.28   8.07E-20   8.07E-20
3080.28   7.93E-20   7.93E-20
3081.28   7.78E-20   7.78E-20
3082.28   7.64E-20   7.64E-20
3083.28   7.51E-20   7.51E-20
3084.28   7.37E-20   7.37E-20
3085.28   7.24E-20   7.24E-20
3086.28   7.11E-20   7.11E-20
3087.28   6.99E-20   6.99E-20
3088.28   6.87E-20   6.87E-20
3089.28   6.75E-20   6.75E-20
3090.28   6.64E-20   6.64E-20
3091.28   6.52E-20   6.52E-20
3092.28   6.41E-20   6.41E-20
3093.28   6.30E-20   6.30E-20
3094.28   6.20E-20   6.20E-20
3095.28   6.09E-20   6.09E-20
3096.28   5.99E-20   5.99E-20
3097.28   5.89E-20   5.89E-20
3098.28   5.80E-20   5.80E-20
3099.28   5.71E-20   5.71E-20
3100.28   5.61E-20   5.61E-20
3101.28   5.52E-20   5.52E-20
3102.28   5.43E-20   5.43E-20
3103.28   5.35E-20   5.35E-20
3104.28   5.26E-20   5.26E-20
3105.28   5.18E-20   5.18E-20
3106.28   5.10E-20   5.10E-20
3107.28   5.02E-20   5.02E-20
3108.28   4.94E-20   4.94E-20
3109.28   4.86E-20   4.86E-20
3110.28   4.79E-20   4.79E-20
3111.28   4.72E-20   4.72E-20
3112.28   4.64E-20   4.64E-20
3113.28   4.57E-20   4.57E-20
3114.28   4.51E-20   4.51E-20
3115.28   4.44E-20   4.44E-20
3116.28   4.37E-20   4.37E-20
3117.28   4.31E-20   4.31E-20
3118.28   4.24E-20   4.24E-20
3119.28   4.18E-20   4.18E-20
3120.28   4.12E-20   4.12E-20
3121.28   4.06E-20   4.06E-20
3122.28   4.00E-20   4.00E-20
3123.28   3.94E-20   3.94E-20
3124.28   3.89E-20   3.89E-20
3125.28   3.83E-20   3.83E-20
3126.28   3.78E-20   3.78E-20
3127.28   3.73E-20   3.73E-20
3128.28   3.68E-20   3.68E-20
3129.28   3.63E-20   3.63E-20
3130.28   3.58E-20   3.58E-20
3131.28   3.54E-20   3.54E-20
3132.28   3.49E-20   3.49E-20
3133.28   3.45E-20   3.45E-20
3134.28   3.41E-20   3.41E-20
3135.28   3.37E-20   3.37E-20
3136.28   3.32E-20   3.32E-20
3137.28   3.29E-20   3.29E-20
3138.29   3.25E-20   3.25E-20
3139.29   3.22E-20   3.22E-20
3140.29   3.18E-20   3.18E-20
3141.29   3.15E-20   3.15E-20
3142.29   3.12E-20   3.12E-20
3143.29   3.09E-20   3.09E-20
3144.29   3.06E-20   3.06E-20
3145.29   3.04E-20   3.04E-20
3146.29   3.02E-20   3.02E-20
3147.29   3.00E-20   3.00E-20
3148.29   2.97E-20   2.97E-20
3149.29   2.96E-20   2.96E-20
3150.29   2.95E-20   2.95E-20
3151.29   2.93E-20   2.93E-20
3152.29   2.92E-20   2.92E-20
3153.29   2.92E-20   2.92E-20
3154.29   2.91E-20   2.91E-20
3155.29   2.91E-20   2.91E-20
3156.29   2.91E-20   2.91E-20
3157.29   2.91E-20   2.91E-20
3158.29   2.92E-20   2.92E-20
3159.29   2.93E-20   2.93E-20
3160.29   2.94E-20   2.94E-20
3161.29   2.96E-20   2.96E-20
3162.29   2.98E-20   2.98E-20
3163.29   3.00E-20   3.00E-20
3164.29   3.02E-20   3.02E-20
3165.29   3.05E-20   3.05E-20
3166.29   3.09E-20   3.09E-20
3167.29   3.13E-20   3.13E-20
3168.29   3.16E-20   3.16E-20
3169.29   3.21E-20   3.21E-20
3170.29   3.26E-20   3.26E-20
3171.29   3.32E-20   3.32E-20
3172.29   3.37E-20   3.37E-20
3173.29   3.43E-20   3.43E-20
3174.29   3.50E-20   3.50E-20
3175.29   3.57E-20   3.57E-20
3176.29   3.64E-20   3.64E-20
3177.29   3.73E-20   3.73E-20
3178.29   3.82E-20   3.82E-20
3179.29   3.92E-20   3.92E-20
3180.29   4.01E-20   4.01E-20
3181.29   4.12E-20   4.12E-20
3182.29   4.23E-20   4.23E-20
3183.29   4.35E-20   4.35E-20
3184.29   4.46E-20   4.46E-20
3185.29   4.59E-20   4.59E-20
3186.29   4.73E-20   4.73E-20
3187.29   4.87E-20   4.87E-20
3188.29   5.01E-20   5.01E-20
3189.29   5.16E-20   5.16E-20
3190.29   5.33E-20   5.33E-20
3191.29   5.50E-20   5.50E-20
3192.29   5.67E-20   5.67E-20
3193.29   5.85E-20   5.85E-20
3194.29   6.04E-20   6.04E-20
3195.29   6.24E-20   6.24E-20
3196.29   6.44E-20   6.44E-20
3197.29   6.65E-20   6.65E-20
3198.29   6.87E-20   6.87E-20
3199.29   7.10E-20   7.10E-20
3200.29   7.32E-20   7.32E-20
3201.29   7.55E-20   7.55E-20
3202.29   7.82E-20   7.82E-20
3203.29   8.08E-20   8.08E-20
3204.29   8.35E-20   8.35E-20
3205.29   8.61E-20   8.61E-20
3206.30   8.92E-20   8.92E-20
3207.30   9.22E-20   9.22E-20
3208.30   9.52E-20   9.52E-20
3209.30   9.83E-20   9.83E-20
3210.30   1.02E-19   1.02E-19
3211.30   1.05E-19   1.05E-19
3212.30   1.08E-19   1.08E-19
3213.30   1.12E-19   1.12E-19
3214.30   1.15E-19   1.15E-19
3215.30   1.19E-19   1.19E-19
3216.30   1.23E-19   1.23E-19
3217.30   1.27E-19   1.27E-19
3218.30   1.31E-19   1.31E-19
3219.30   1.35E-19   1.35E-19
3220.30   1.39E-19   1.39E-19
3221.30   1.43E-19   1.43E-19
3222.30   1.48E-19   1.48E-19
3223.30   1.53E-19   1.53E-19
3224.30   1.57E-19   1.57E-19
3225.30   1.62E-19   1.62E-19
3226.30   1.67E-19   1.67E-19
3227.30   1.72E-19   1.72E-19
3228.30   1.77E-19   1.77E-19
3229.30   1.83E-19   1.83E-19
3230.30   1.88E-19   1.88E-19
3231.30   1.94E-19   1.94E-19
3232.30   2.00E-19   2.00E-19
3233.30   2.06E-19   2.06E-19
3234.30   2.11E-19   2.11E-19
3235.30   2.18E-19   2.18E-19
3236.30   2.24E-19   2.24E-19
3237.30   2.31E-19   2.31E-19
3238.30   2.37E-19   2.37E-19
3239.30   2.44E-19   2.44E-19
3240.30   2.51E-19   2.51E-19
3241.30   2.59E-19   2.59E-19
3242.30   2.66E-19   2.66E-19
3243.30   2.73E-19   2.73E-19
3244.30   2.81E-19   2.81E-19
3245.30   2.89E-19   2.89E-19
3246.30   2.97E-19   2.97E-19
3247.30   3.04E-19   3.04E-19
3248.30   3.13E-19   3.13E-19
3249.30   3.22E-19   3.22E-19
3250.30   3.31E-19   3.31E-19
3251.30   3.39E-19   3.39E-19
3252.30   3.49E-19   3.49E-19
3253.30   3.58E-19   3.58E-19
3254.30   3.68E-19   3.68E-19
3255.30   3.77E-19   3.77E-19
3256.30   3.87E-19   3.87E-19
3257.30   3.98E-19   3.98E-19
3258.30   4.08E-19   4.08E-19
3259.30   4.18E-19   4.18E-19
3260.30   4.29E-19   4.29E-19
3261.30   4.40E-19   4.40E-19
3262.30   4.52E-19   4.52E-19
3263.30   4.63E-19   4.63E-19
3264.30   4.74E-19   4.74E-19
3265.30   4.87E-19   4.87E-19
3266.30   4.99E-19   4.99E-19
3267.30   5.12E-19   5.12E-19
3268.30   5.24E-19   5.24E-19
3269.30   5.37E-19   5.37E-19
3270.30   5.51E-19   5.51E-19
3271.30   5.64E-19   5.64E-19
3272.30   5.78E-19   5.78E-19
3273.30   5.92E-19   5.92E-19
3274.31   6.07E-19   6.07E-19
3275.31   6.21E-19   6.21E-19
3276.31   6.36E-19   6.36E-19
3277.31   6.51E-19   6.51E-19
3278.31   6.66E-19   6.66E-19
3279.31   6.82E-19   6.82E-19
3280.31   6.97E-19   6.97E-19
3281.31   7.13E-19   7.13E-19
3282.31   7.29E-19   7.29E-19
3283.31   7.46E-19   7.46E-19
3284.31   7.63E-19   7.63E-19
3285.31   7.80E-19   7.80E-19
3286.31   7.97E-19   7.97E-19
3287.31   8.15E-19   8.15E-19
3288.31   8.33E-19   8.33E-19
3289.31   8.51E-19   8.51E-19
3290.31   8.68E-19   8.68E-19
3291.31   8.87E-19   8.87E-19
3292.31   9.07E-19   9.07E-19
3293.31   9.26E-19   9.26E-19
3294.31   9.45E-19   9.45E-19
3295.31   9.65E-19   9.65E-19
3296.31   9.85E-19   9.85E-19
3297.31   1.00E-18   1.00E-18
3298.31   1.02E-18   1.02E-18
3299.31   1.04E-18   1.04E-18
3300.31   1.07E-18   1.07E-18
3301.31   1.09E-18   1.09E-18
3302.31   1.11E-18   1.11E-18
3303.31   1.13E-18   1.13E-18
3304.31   1.15E-18   1.15E-18
3305.31   1.17E-18   1.17E-18
3306.31   1.19E-18   1.19E-18
3307.31   1.21E-18   1.21E-18
3308.31   1.24E-18   1.24E-18
3309.31   1.26E-18   1.26E-18
3310.31   1.28E-18   1.28E-18
3311.31   1.30E-18   1.30E-18
3312.31   1.33E-18   1.33E-18
3313.31   1.35E-18   1.35E-18
3314.31   1.37E-18   1.37E-18
3315.31   1.40E-18   1.40E-18
3316.31   1.42E-18   1.42E-18
3317.31   1.44E-18   1.44E-18
3318.31   1.46E-18   1.46E-18
3319.31   1.49E-18   1.49E-18
3320.31   1.51E-18   1.51E-18
3321.31   1.54E-18   1.54E-18
3322.31   1.56E-18   1.56E-18
3323.31   1.58E-18   1.58E-18
3324.31   1.61E-18   1.61E-18
3325.31   1.63E-18   1.63E-18
3326.31   1.66E-18   1.66E-18
3327.31   1.68E-18   1.68E-18
3328.31   1.70E-18   1.70E-18
3329.31   1.73E-18   1.73E-18
3330.31   1.75E-18   1.75E-18
3331.31   1.78E-18   1.78E-18
3332.31   1.80E-18   1.80E-18
3333.31   1.83E-18   1.83E-18
3334.31   1.85E-18   1.85E-18
3335.31   1.88E-18   1.88E-18
3336.31   1.90E-18   1.90E-18
3337.31   1.92E-18   1.92E-18
3338.31   1.95E-18   1.95E-18
3339.31   1.97E-18   1.97E-18
3340.31   2.00E-18   2.00E-18
3341.31   2.02E-18   2.02E-18
3342.32   2.05E-18   2.05E-18
3343.32   2.07E-18   2.07E-18
3344.32   2.10E-18   2.10E-18
3345.32   2.12E-18   2.12E-18
3346.32   2.15E-18   2.15E-18
3347.32   2.17E-18   2.17E-18
3348.32   2.20E-18   2.20E-18
3349.32   2.22E-18   2.22E-18
3350.32   2.25E-18   2.25E-18
3351.32   2.27E-18   2.27E-18
3352.32   2.30E-18   2.30E-18
3353.32   2.32E-18   2.32E-18
3354.32   2.35E-18   2.35E-18
3355.32   2.37E-18   2.37E-18
3356.32   2.39E-18   2.39E-18
3357.32   2.42E-18   2.42E-18
3358.32   2.44E-18   2.44E-18
3359.32   2.47E-18   2.47E-18
3360.32   2.50E-18   2.50E-18
3361.32   2.52E-18   2.52E-18
3362.32   2.55E-18   2.55E-18
3363.32   2.57E-18   2.57E-18
3364.32   2.60E-18   2.60E-18
3365.32   2.62E-18   2.62E-18
3366.32   2.65E-18   2.65E-18
3367.32   2.67E-18   2.67E-18
3368.32   2.70E-18   2.70E-18
3369.32   2.73E-18   2.73E-18
3370.32   2.75E-18   2.75E-18
3371.32   2.78E-18   2.78E-18
3372.32   2.80E-18   2.80E-18
3373.32   2.83E-18   2.83E-18
3374.32   2.86E-18   2.86E-18
3375.32   2.88E-18   2.88E-18
3376.32   2.91E-18   2.91E-18
3377.32   2.94E-18   2.94E-18
3378.32   2.97E-18   2.97E-18
3379.32   2.99E-18   2.99E-18
3380.32   3.02E-18   3.02E-18
3381.32   3.05E-18   3.05E-18
3382.32   3.08E-18   3.08E-18
3383.32   3.11E-18   3.11E-18
3384.32   3.14E-18   3.14E-18
3385.32   3.17E-18   3.17E-18
3386.32   3.20E-18   3.20E-18
3387.32   3.23E-18   3.23E-18
3388.32   3.25E-18   3.25E-18
3389.32   3.28E-18   3.28E-18
3390.32   3.32E-18   3.32E-18
3391.32   3.35E-18   3.35E-18
3392.32   3.38E-18   3.38E-18
3393.32   3.41E-18   3.41E-18
3394.32   3.44E-18   3.44E-18
3395.32   3.47E-18   3.47E-18
3396.32   3.51E-18   3.51E-18
3397.32   3.54E-18   3.54E-18
3398.32   3.57E-18   3.57E-18
3399.32   3.60E-18   3.60E-18
3400.32   3.64E-18   3.64E-18
3401.32   3.67E-18   3.67E-18
3402.32   3.71E-18   3.71E-18
3403.32   3.74E-18   3.74E-18
3404.32   3.78E-18   3.78E-18
3405.32   3.81E-18   3.81E-18
3406.32   3.85E-18   3.85E-18
3407.32   3.89E-18   3.89E-18
3408.32   3.92E-18   3.92E-18
3409.32   3.96E-18   3.96E-18
3410.33   4.00E-18   4.00E-18
3411.33   4.04E-18   4.04E-18
3412.33   4.07E-18   4.07E-18
3413.33   4.11E-18   4.11E-18
3414.33   4.15E-18   4.15E-18
3415.33   4.19E-18   4.19E-18
3416.33   4.23E-18   4.23E-18
3417.33   4.27E-18   4.27E-18
3418.33   4.31E-18   4.31E-18
3419.33   4.36E-18   4.36E-18
3420.33   4.40E-18   4.40E-18
3421.33   4.44E-18   4.44E-18
3422.33   4.48E-18   4.48E-18
3423.33   4.53E-18   4.53E-18
3424.33   4.57E-18   4.57E-18
3425.33   4.61E-18   4.61E-18
3426.33   4.65E-18   4.65E-18
3427.33   4.70E-18   4.70E-18
3428.33   4.75E-18   4.75E-18
3429.33   4.79E-18   4.79E-18
