0 Branching ratio for S2O2      Total        1 branches
Lambda        Total        SO/SO
4497.48   2.16E-19   2.16E-19
4498.49   2.13E-19   2.13E-19
4499.49   2.11E-19   2.11E-19
4500.49   2.08E-19   2.08E-19
4501.49   2.06E-19   2.06E-19
4502.49   2.03E-19   2.03E-19
4503.49   2.00E-19   2.00E-19
4504.49   1.98E-19   1.98E-19
4505.49   1.96E-19   1.96E-19
4506.49   1.93E-19   1.93E-19
4507.49   1.91E-19   1.91E-19
4508.49   1.89E-19   1.89E-19
4509.49   1.86E-19   1.86E-19
4510.49   1.84E-19   1.84E-19
4511.49   1.82E-19   1.82E-19
4512.49   1.79E-19   1.79E-19
4513.49   1.77E-19   1.77E-19
4514.49   1.75E-19   1.75E-19
4515.49   1.73E-19   1.73E-19
4516.49   1.71E-19   1.71E-19
4517.49   1.69E-19   1.69E-19
4518.49   1.67E-19   1.67E-19
4519.49   1.65E-19   1.65E-19
4520.49   1.63E-19   1.63E-19
4521.49   1.61E-19   1.61E-19
4522.49   1.59E-19   1.59E-19
4523.49   1.57E-19   1.57E-19
4524.49   1.55E-19   1.55E-19
4525.49   1.53E-19   1.53E-19
4526.49   1.51E-19   1.51E-19
4527.49   1.49E-19   1.49E-19
4528.49   1.47E-19   1.47E-19
4529.49   1.45E-19   1.45E-19
4530.49   1.44E-19   1.44E-19
4531.49   1.42E-19   1.42E-19
4532.49   1.40E-19   1.40E-19
4533.49   1.39E-19   1.39E-19
4534.49   1.37E-19   1.37E-19
4535.49   1.35E-19   1.35E-19
4536.49   1.33E-19   1.33E-19
4537.49   1.32E-19   1.32E-19
4538.49   1.30E-19   1.30E-19
4539.49   1.29E-19   1.29E-19
4540.49   1.27E-19   1.27E-19
4541.49   1.26E-19   1.26E-19
4542.49   1.24E-19   1.24E-19
4543.49   1.23E-19   1.23E-19
4544.49   1.21E-19   1.21E-19
4545.49   1.20E-19   1.20E-19
4546.49   1.18E-19   1.18E-19
4547.49   1.17E-19   1.17E-19
4548.49   1.16E-19   1.16E-19
4549.49   1.14E-19   1.14E-19
4550.49   1.13E-19   1.13E-19
4551.49   1.12E-19   1.12E-19
4552.49   1.10E-19   1.10E-19
4553.49   1.09E-19   1.09E-19
4554.49   1.08E-19   1.08E-19
4555.49   1.07E-19   1.07E-19
4556.49   1.05E-19   1.05E-19
4557.49   1.04E-19   1.04E-19
4558.49   1.03E-19   1.03E-19
4559.49   1.02E-19   1.02E-19
4560.49   1.01E-19   1.01E-19
4561.49   9.94E-20   9.94E-20
4562.49   9.84E-20   9.84E-20
4563.49   9.74E-20   9.74E-20
4564.49   9.64E-20   9.64E-20
4565.49   9.53E-20   9.53E-20
4566.50   9.43E-20   9.43E-20
4567.50   9.33E-20   9.33E-20
4568.50   9.23E-20   9.23E-20
4569.50   9.12E-20   9.12E-20
4570.50   9.03E-20   9.03E-20
4571.50   8.94E-20   8.94E-20
4572.50   8.86E-20   8.86E-20
4573.50   8.77E-20   8.77E-20
4574.50   8.68E-20   8.68E-20
4575.50   8.59E-20   8.59E-20
4576.50   8.51E-20   8.51E-20
4577.50   8.42E-20   8.42E-20
4578.50   8.33E-20   8.33E-20
4579.50   8.26E-20   8.26E-20
4580.50   8.18E-20   8.18E-20
4581.50   8.10E-20   8.10E-20
4582.50   8.03E-20   8.03E-20
4583.50   7.95E-20   7.95E-20
4584.50   7.88E-20   7.88E-20
4585.50   7.80E-20   7.80E-20
4586.50   7.73E-20   7.73E-20
4587.50   7.66E-20   7.66E-20
4588.50   7.60E-20   7.60E-20
4589.50   7.53E-20   7.53E-20
4590.50   7.47E-20   7.47E-20
4591.50   7.40E-20   7.40E-20
4592.50   7.34E-20   7.34E-20
4593.50   7.28E-20   7.28E-20
4594.50   7.21E-20   7.21E-20
4595.50   7.15E-20   7.15E-20
4596.50   7.10E-20   7.10E-20
4597.50   7.04E-20   7.04E-20
4598.50   6.99E-20   6.99E-20
4599.50   6.94E-20   6.94E-20
4600.50   6.88E-20   6.88E-20
4601.50   6.83E-20   6.83E-20
4602.50   6.77E-20   6.77E-20
4603.50   6.72E-20   6.72E-20
4604.50   6.67E-20   6.67E-20
4605.50   6.63E-20   6.63E-20
4606.50   6.58E-20   6.58E-20
4607.50   6.53E-20   6.53E-20
4608.50   6.49E-20   6.49E-20
4609.50   6.44E-20   6.44E-20
4610.50   6.40E-20   6.40E-20
4611.50   6.35E-20   6.35E-20
4612.50   6.30E-20   6.30E-20
4613.50   6.26E-20   6.26E-20
4614.50   6.23E-20   6.23E-20
4615.50   6.19E-20   6.19E-20
4616.50   6.15E-20   6.15E-20
4617.50   6.11E-20   6.11E-20
4618.50   6.07E-20   6.07E-20
4619.50   6.03E-20   6.03E-20
4620.50   5.99E-20   5.99E-20
4621.50   5.95E-20   5.95E-20
4622.50   5.92E-20   5.92E-20
4623.50   5.89E-20   5.89E-20
4624.50   5.85E-20   5.85E-20
4625.50   5.82E-20   5.82E-20
4626.50   5.79E-20   5.79E-20
4627.50   5.75E-20   5.75E-20
4628.50   5.72E-20   5.72E-20
4629.50   5.68E-20   5.68E-20
4630.50   5.65E-20   5.65E-20
4631.50   5.62E-20   5.62E-20
4632.50   5.59E-20   5.59E-20
4633.50   5.56E-20   5.56E-20
4634.51   5.53E-20   5.53E-20
4635.51   5.50E-20   5.50E-20
4636.51   5.47E-20   5.47E-20
4637.51   5.44E-20   5.44E-20
4638.51   5.41E-20   5.41E-20
4639.51   5.38E-20   5.38E-20
4640.51   5.36E-20   5.36E-20
4641.51   5.33E-20   5.33E-20
4642.51   5.30E-20   5.30E-20
4643.51   5.28E-20   5.28E-20
4644.51   5.25E-20   5.25E-20
4645.51   5.22E-20   5.22E-20
4646.51   5.19E-20   5.19E-20
4647.51   5.17E-20   5.17E-20
4648.51   5.14E-20   5.14E-20
4649.51   5.11E-20   5.11E-20
4650.51   5.09E-20   5.09E-20
4651.51   5.06E-20   5.06E-20
4652.51   5.04E-20   5.04E-20
4653.51   5.01E-20   5.01E-20
4654.51   4.99E-20   4.99E-20
4655.51   4.96E-20   4.96E-20
4656.51   4.94E-20   4.94E-20
4657.51   4.91E-20   4.91E-20
4658.51   4.89E-20   4.89E-20
4659.51   4.86E-20   4.86E-20
4660.51   4.84E-20   4.84E-20
4661.51   4.81E-20   4.81E-20
4662.51   4.79E-20   4.79E-20
4663.51   4.76E-20   4.76E-20
4664.51   4.74E-20   4.74E-20
4665.51   4.71E-20   4.71E-20
4666.51   4.69E-20   4.69E-20
4667.51   4.66E-20   4.66E-20
4668.51   4.64E-20   4.64E-20
4669.51   4.61E-20   4.61E-20
4670.51   4.59E-20   4.59E-20
4671.51   4.56E-20   4.56E-20
4672.51   4.54E-20   4.54E-20
4673.51   4.51E-20   4.51E-20
4674.51   4.49E-20   4.49E-20
4675.51   4.46E-20   4.46E-20
4676.51   4.44E-20   4.44E-20
4677.51   4.41E-20   4.41E-20
4678.51   4.39E-20   4.39E-20
4679.51   4.36E-20   4.36E-20
4680.51   4.34E-20   4.34E-20
4681.51   4.31E-20   4.31E-20
4682.51   4.29E-20   4.29E-20
4683.51   4.26E-20   4.26E-20
4684.51   4.24E-20   4.24E-20
4685.51   4.21E-20   4.21E-20
4686.51   4.19E-20   4.19E-20
4687.51   4.16E-20   4.16E-20
4688.51   4.14E-20   4.14E-20
4689.51   4.11E-20   4.11E-20
4690.51   4.08E-20   4.08E-20
4691.51   4.06E-20   4.06E-20
4692.51   4.03E-20   4.03E-20
4693.51   4.01E-20   4.01E-20
4694.51   3.98E-20   3.98E-20
4695.51   3.95E-20   3.95E-20
4696.51   3.93E-20   3.93E-20
4697.51   3.90E-20   3.90E-20
4698.51   3.87E-20   3.87E-20
4699.51   3.85E-20   3.85E-20
4700.51   3.82E-20   3.82E-20
4701.51   3.79E-20   3.79E-20
4702.52   3.77E-20   3.77E-20
4703.52   3.74E-20   3.74E-20
4704.52   3.71E-20   3.71E-20
4705.52   3.69E-20   3.69E-20
4706.52   3.66E-20   3.66E-20
4707.52   3.63E-20   3.63E-20
4708.52   3.60E-20   3.60E-20
4709.52   3.58E-20   3.58E-20
4710.52   3.55E-20   3.55E-20
4711.52   3.52E-20   3.52E-20
4712.52   3.49E-20   3.49E-20
4713.52   3.47E-20   3.47E-20
4714.52   3.44E-20   3.44E-20
4715.52   3.41E-20   3.41E-20
4716.52   3.38E-20   3.38E-20
4717.52   3.35E-20   3.35E-20
4718.52   3.33E-20   3.33E-20
4719.52   3.30E-20   3.30E-20
4720.52   3.27E-20   3.27E-20
4721.52   3.24E-20   3.24E-20
4722.52   3.21E-20   3.21E-20
4723.52   3.19E-20   3.19E-20
4724.52   3.16E-20   3.16E-20
4725.52   3.13E-20   3.13E-20
4726.52   3.10E-20   3.10E-20
4727.52   3.07E-20   3.07E-20
4728.52   3.05E-20   3.05E-20
4729.52   3.02E-20   3.02E-20
4730.52   2.99E-20   2.99E-20
4731.52   2.96E-20   2.96E-20
4732.52   2.94E-20   2.94E-20
4733.52   2.91E-20   2.91E-20
4734.52   2.88E-20   2.88E-20
4735.52   2.85E-20   2.85E-20
4736.52   2.82E-20   2.82E-20
4737.52   2.80E-20   2.80E-20
4738.52   2.77E-20   2.77E-20
4739.52   2.74E-20   2.74E-20
4740.52   2.71E-20   2.71E-20
4741.52   2.68E-20   2.68E-20
4742.52   2.66E-20   2.66E-20
4743.52   2.63E-20   2.63E-20
4744.52   2.60E-20   2.60E-20
4745.52   2.57E-20   2.57E-20
4746.52   2.55E-20   2.55E-20
4747.52   2.52E-20   2.52E-20
4748.52   2.49E-20   2.49E-20
4749.52   2.47E-20   2.47E-20
4750.52   2.44E-20   2.44E-20
4751.52   2.41E-20   2.41E-20
4752.52   2.38E-20   2.38E-20
4753.52   2.36E-20   2.36E-20
4754.52   2.33E-20   2.33E-20
4755.52   2.30E-20   2.30E-20
4756.52   2.28E-20   2.28E-20
4757.52   2.25E-20   2.25E-20
4758.52   2.23E-20   2.23E-20
4759.52   2.20E-20   2.20E-20
4760.52   2.17E-20   2.17E-20
4761.52   2.15E-20   2.15E-20
4762.52   2.12E-20   2.12E-20
4763.52   2.10E-20   2.10E-20
4764.52   2.07E-20   2.07E-20
4765.52   2.05E-20   2.05E-20
4766.52   2.02E-20   2.02E-20
4767.52   2.00E-20   2.00E-20
4768.52   1.97E-20   1.97E-20
4769.52   1.95E-20   1.95E-20
4770.53   1.92E-20   1.92E-20
4771.53   1.90E-20   1.90E-20
4772.53   1.87E-20   1.87E-20
4773.53   1.85E-20   1.85E-20
4774.53   1.83E-20   1.83E-20
4775.53   1.80E-20   1.80E-20
4776.53   1.78E-20   1.78E-20
4777.53   1.76E-20   1.76E-20
4778.53   1.73E-20   1.73E-20
4779.53   1.71E-20   1.71E-20
4780.53   1.69E-20   1.69E-20
4781.53   1.66E-20   1.66E-20
4782.53   1.64E-20   1.64E-20
4783.53   1.62E-20   1.62E-20
4784.53   1.60E-20   1.60E-20
4785.53   1.57E-20   1.57E-20
4786.53   1.55E-20   1.55E-20
4787.53   1.53E-20   1.53E-20
4788.53   1.51E-20   1.51E-20
4789.53   1.49E-20   1.49E-20
4790.53   1.47E-20   1.47E-20
4791.53   1.45E-20   1.45E-20
4792.53   1.43E-20   1.43E-20
4793.53   1.41E-20   1.41E-20
4794.53   1.39E-20   1.39E-20
4795.53   1.37E-20   1.37E-20
4796.53   1.35E-20   1.35E-20
4797.53   1.33E-20   1.33E-20
4798.53   1.31E-20   1.31E-20
4799.53   1.29E-20   1.29E-20
4800.53   1.27E-20   1.27E-20
4801.53   1.25E-20   1.25E-20
4802.53   1.23E-20   1.23E-20
4803.53   1.22E-20   1.22E-20
4804.53   1.20E-20   1.20E-20
4805.53   1.18E-20   1.18E-20
4806.53   1.16E-20   1.16E-20
4807.53   1.14E-20   1.14E-20
4808.53   1.13E-20   1.13E-20
4809.53   1.11E-20   1.11E-20
4810.53   1.09E-20   1.09E-20
4811.53   1.08E-20   1.08E-20
4812.53   1.06E-20   1.06E-20
4813.53   1.04E-20   1.04E-20
4814.53   1.03E-20   1.03E-20
4815.53   1.01E-20   1.01E-20
4816.53   9.97E-21   9.97E-21
4817.53   9.81E-21   9.81E-21
4818.53   9.65E-21   9.65E-21
4819.53   9.51E-21   9.51E-21
4820.53   9.37E-21   9.37E-21
4821.53   9.23E-21   9.23E-21
4822.53   9.09E-21   9.09E-21
4823.53   8.95E-21   8.95E-21
4824.53   8.81E-21   8.81E-21
4825.53   8.67E-21   8.67E-21
4826.53   8.52E-21   8.52E-21
4827.53   8.38E-21   8.38E-21
4828.53   8.25E-21   8.25E-21
4829.53   8.13E-21   8.13E-21
4830.53   8.01E-21   8.01E-21
4831.53   7.89E-21   7.89E-21
4832.53   7.76E-21   7.76E-21
4833.53   7.64E-21   7.64E-21
4834.53   7.52E-21   7.52E-21
4835.53   7.40E-21   7.40E-21
4836.53   7.27E-21   7.27E-21
4837.53   7.15E-21   7.15E-21
4838.54   7.05E-21   7.05E-21
4839.54   6.94E-21   6.94E-21
4840.54   6.84E-21   6.84E-21
4841.54   6.73E-21   6.73E-21
4842.54   6.62E-21   6.62E-21
4843.54   6.52E-21   6.52E-21
4844.54   6.41E-21   6.41E-21
4845.54   6.31E-21   6.31E-21
4846.54   6.20E-21   6.20E-21
4847.54   6.11E-21   6.11E-21
4848.54   6.02E-21   6.02E-21
4849.54   5.93E-21   5.93E-21
4850.54   5.84E-21   5.84E-21
4851.54   5.75E-21   5.75E-21
4852.54   5.66E-21   5.66E-21
4853.54   5.58E-21   5.58E-21
4854.54   5.49E-21   5.49E-21
4855.54   5.40E-21   5.40E-21
4856.54   5.31E-21   5.31E-21
4857.54   5.24E-21   5.24E-21
4858.54   5.17E-21   5.17E-21
4859.54   5.09E-21   5.09E-21
4860.54   5.02E-21   5.02E-21
4861.54   4.94E-21   4.94E-21
4862.54   4.87E-21   4.87E-21
4863.54   4.80E-21   4.80E-21
4864.54   4.72E-21   4.72E-21
4865.54   4.65E-21   4.65E-21
4866.54   4.58E-21   4.58E-21
4867.54   4.52E-21   4.52E-21
4868.54   4.46E-21   4.46E-21
4869.54   4.40E-21   4.40E-21
4870.54   4.34E-21   4.34E-21
4871.54   4.28E-21   4.28E-21
4872.54   4.21E-21   4.21E-21
4873.54   4.15E-21   4.15E-21
4874.54   4.09E-21   4.09E-21
4875.54   4.03E-21   4.03E-21
4876.54   3.98E-21   3.98E-21
4877.54   3.93E-21   3.93E-21
4878.54   3.88E-21   3.88E-21
4879.54   3.83E-21   3.83E-21
4880.54   3.78E-21   3.78E-21
4881.54   3.73E-21   3.73E-21
4882.54   3.68E-21   3.68E-21
4883.54   3.63E-21   3.63E-21
4884.54   3.58E-21   3.58E-21
4885.54   3.54E-21   3.54E-21
4886.54   3.50E-21   3.50E-21
4887.54   3.46E-21   3.46E-21
4888.54   3.42E-21   3.42E-21
4889.54   3.38E-21   3.38E-21
4890.54   3.34E-21   3.34E-21
4891.54   3.30E-21   3.30E-21
4892.54   3.26E-21   3.26E-21
4893.54   3.22E-21   3.22E-21
4894.54   3.18E-21   3.18E-21
4895.54   3.15E-21   3.15E-21
4896.54   3.12E-21   3.12E-21
4897.54   3.09E-21   3.09E-21
4898.54   3.06E-21   3.06E-21
4899.54   3.02E-21   3.02E-21
4900.54   2.99E-21   2.99E-21
4901.54   2.96E-21   2.96E-21
4902.54   2.93E-21   2.93E-21
4903.54   2.90E-21   2.90E-21
4904.54   2.87E-21   2.87E-21
4905.54   2.85E-21   2.85E-21
4906.55   2.82E-21   2.82E-21
4907.55   2.80E-21   2.80E-21
4908.55   2.77E-21   2.77E-21
4909.55   2.75E-21   2.75E-21
4910.55   2.73E-21   2.73E-21
4911.55   2.70E-21   2.70E-21
4912.55   2.68E-21   2.68E-21
4913.55   2.65E-21   2.65E-21
4914.55   2.63E-21   2.63E-21
4915.55   2.62E-21   2.62E-21
4916.55   2.60E-21   2.60E-21
4917.55   2.58E-21   2.58E-21
4918.55   2.56E-21   2.56E-21
4919.55   2.54E-21   2.54E-21
4920.55   2.53E-21   2.53E-21
4921.55   2.51E-21   2.51E-21
4922.55   2.49E-21   2.49E-21
4923.55   2.47E-21   2.47E-21
4924.55   2.46E-21   2.46E-21
4925.55   2.45E-21   2.45E-21
4926.55   2.43E-21   2.43E-21
4927.55   2.42E-21   2.42E-21
4928.55   2.41E-21   2.41E-21
4929.55   2.39E-21   2.39E-21
4930.55   2.38E-21   2.38E-21
4931.55   2.37E-21   2.37E-21
4932.55   2.36E-21   2.36E-21
4933.55   2.34E-21   2.34E-21
4934.55   2.33E-21   2.33E-21
4935.55   2.33E-21   2.33E-21
4936.55   2.32E-21   2.32E-21
4937.55   2.31E-21   2.31E-21
4938.55   2.30E-21   2.30E-21
4939.55   2.29E-21   2.29E-21
4940.55   2.28E-21   2.28E-21
4941.55   2.27E-21   2.27E-21
4942.55   2.27E-21   2.27E-21
4943.55   1.52E-19   1.52E-19
4944.55   1.52E-19   1.52E-19
4945.55   1.51E-19   1.51E-19
4946.55   1.51E-19   1.51E-19
4947.55   1.51E-19   1.51E-19
4948.55   1.51E-19   1.51E-19
4949.55   1.51E-19   1.51E-19
4950.55   1.51E-19   1.51E-19
4951.55   1.50E-19   1.50E-19
4952.55   1.50E-19   1.50E-19
4953.55   1.50E-19   1.50E-19
4954.55   1.50E-19   1.50E-19
4955.55   1.50E-19   1.50E-19
4956.55   1.50E-19   1.50E-19
4957.55   1.50E-19   1.50E-19
4958.55   1.49E-19   1.49E-19
4959.55   1.49E-19   1.49E-19
4960.55   1.49E-19   1.49E-19
4961.55   1.49E-19   1.49E-19
4962.55   1.49E-19   1.49E-19
4963.55   1.49E-19   1.49E-19
4964.55   1.49E-19   1.49E-19
4965.55   1.49E-19   1.49E-19
4966.55   1.48E-19   1.48E-19
4967.55   1.48E-19   1.48E-19
4968.55   1.48E-19   1.48E-19
4969.55   1.48E-19   1.48E-19
4970.55   1.48E-19   1.48E-19
4971.55   1.48E-19   1.48E-19
4972.55   1.48E-19   1.48E-19
4973.55   1.48E-19   1.48E-19
4974.56   1.48E-19   1.48E-19
4975.56   1.48E-19   1.48E-19
4976.56   1.48E-19   1.48E-19
4977.56   1.47E-19   1.47E-19
4978.56   1.47E-19   1.47E-19
4979.56   1.47E-19   1.47E-19
4980.56   1.47E-19   1.47E-19
4981.56   1.47E-19   1.47E-19
4982.56   1.47E-19   1.47E-19
4983.56   1.47E-19   1.47E-19
4984.56   1.47E-19   1.47E-19
4985.56   1.47E-19   1.47E-19
4986.56   1.47E-19   1.47E-19
4987.56   1.47E-19   1.47E-19
4988.56   1.47E-19   1.47E-19
4989.56   1.47E-19   1.47E-19
4990.56   1.47E-19   1.47E-19
4991.56   1.47E-19   1.47E-19
4992.56   1.47E-19   1.47E-19
4993.56   1.47E-19   1.47E-19
4994.56   1.47E-19   1.47E-19
4995.56   1.47E-19   1.47E-19
4996.56   1.47E-19   1.47E-19
4997.56   1.47E-19   1.47E-19
4998.56   1.47E-19   1.47E-19
4999.56   1.47E-19   1.47E-19
5000.56   1.47E-19   1.47E-19
5001.56   1.47E-19   1.47E-19
5002.56   1.47E-19   1.47E-19
5003.56   1.47E-19   1.47E-19
5004.56   1.47E-19   1.47E-19
5005.56   1.47E-19   1.47E-19
5006.56   1.47E-19   1.47E-19
5007.56   1.47E-19   1.47E-19
5008.56   1.47E-19   1.47E-19
5009.56   1.47E-19   1.47E-19
5010.56   1.47E-19   1.47E-19
5011.56   1.47E-19   1.47E-19
5012.56   1.47E-19   1.47E-19
5013.56   1.47E-19   1.47E-19
5014.56   1.47E-19   1.47E-19
5015.56   1.47E-19   1.47E-19
5016.56   1.47E-19   1.47E-19
5017.56   1.48E-19   1.48E-19
5018.56   1.48E-19   1.48E-19
5019.56   1.48E-19   1.48E-19
5020.56   1.48E-19   1.48E-19
5021.56   1.48E-19   1.48E-19
5022.56   1.48E-19   1.48E-19
5023.56   1.48E-19   1.48E-19
5024.56   1.48E-19   1.48E-19
5025.56   1.48E-19   1.48E-19
5026.56   1.48E-19   1.48E-19
5027.56   1.49E-19   1.49E-19
5028.56   1.49E-19   1.49E-19
5029.56   1.49E-19   1.49E-19
5030.56   1.49E-19   1.49E-19
5031.56   1.49E-19   1.49E-19
5032.56   1.49E-19   1.49E-19
5033.56   1.49E-19   1.49E-19
5034.56   1.50E-19   1.50E-19
5035.56   1.50E-19   1.50E-19
5036.56   1.50E-19   1.50E-19
5037.56   1.50E-19   1.50E-19
5038.56   1.50E-19   1.50E-19
5039.56   1.51E-19   1.51E-19
5040.56   1.51E-19   1.51E-19
5041.56   1.51E-19   1.51E-19
5042.57   1.51E-19   1.51E-19
5043.57   1.51E-19   1.51E-19
5044.57   1.51E-19   1.51E-19
5045.57   1.52E-19   1.52E-19
5046.57   1.52E-19   1.52E-19
5047.57   1.52E-19   1.52E-19
5048.57   1.52E-19   1.52E-19
5049.57   1.53E-19   1.53E-19
5050.57   1.53E-19   1.53E-19
5051.57   1.53E-19   1.53E-19
5052.57   1.53E-19   1.53E-19
5053.57   1.54E-19   1.54E-19
5054.57   1.54E-19   1.54E-19
5055.57   1.54E-19   1.54E-19
5056.57   1.54E-19   1.54E-19
5057.57   1.55E-19   1.55E-19
5058.57   1.55E-19   1.55E-19
5059.57   1.55E-19   1.55E-19
5060.57   1.56E-19   1.56E-19
5061.57   1.56E-19   1.56E-19
5062.57   1.56E-19   1.56E-19
5063.57   1.57E-19   1.57E-19
5064.57   1.57E-19   1.57E-19
5065.57   1.57E-19   1.57E-19
5066.57   1.58E-19   1.58E-19
5067.57   1.58E-19   1.58E-19
5068.57   1.58E-19   1.58E-19
5069.57   1.59E-19   1.59E-19
5070.57   1.59E-19   1.59E-19
5071.57   1.59E-19   1.59E-19
5072.57   1.60E-19   1.60E-19
5073.57   1.60E-19   1.60E-19
5074.57   1.60E-19   1.60E-19
5075.57   1.61E-19   1.61E-19
5076.57   1.61E-19   1.61E-19
5077.57   1.62E-19   1.62E-19
5078.57   1.62E-19   1.62E-19
5079.57   1.63E-19   1.63E-19
5080.57   1.63E-19   1.63E-19
5081.57   1.63E-19   1.63E-19
5082.57   1.64E-19   1.64E-19
5083.57   1.64E-19   1.64E-19
5084.57   1.65E-19   1.65E-19
5085.57   1.65E-19   1.65E-19
5086.57   1.66E-19   1.66E-19
5087.57   1.66E-19   1.66E-19
5088.57   1.66E-19   1.66E-19
5089.57   1.67E-19   1.67E-19
5090.57   1.67E-19   1.67E-19
5091.57   1.68E-19   1.68E-19
5092.57   1.68E-19   1.68E-19
5093.57   1.69E-19   1.69E-19
5094.57   1.69E-19   1.69E-19
5095.57   1.70E-19   1.70E-19
5096.57   1.70E-19   1.70E-19
5097.57   1.71E-19   1.71E-19
5098.57   1.71E-19   1.71E-19
5099.57   1.72E-19   1.72E-19
5100.57   1.73E-19   1.73E-19
5101.57   1.73E-19   1.73E-19
5102.57   1.74E-19   1.74E-19
5103.57   1.74E-19   1.74E-19
5104.57   1.75E-19   1.75E-19
5105.57   1.75E-19   1.75E-19
5106.57   1.76E-19   1.76E-19
5107.57   1.76E-19   1.76E-19
5108.57   1.77E-19   1.77E-19
5109.57   1.78E-19   1.78E-19
5110.58   1.78E-19   1.78E-19
5111.58   1.79E-19   1.79E-19
5112.58   1.79E-19   1.79E-19
5113.58   1.80E-19   1.80E-19
5114.58   1.81E-19   1.81E-19
5115.58   1.81E-19   1.81E-19
5116.58   1.82E-19   1.82E-19
5117.58   1.83E-19   1.83E-19
5118.58   1.83E-19   1.83E-19
5119.58   1.84E-19   1.84E-19
5120.58   1.85E-19   1.85E-19
5121.58   1.85E-19   1.85E-19
5122.58   1.86E-19   1.86E-19
5123.58   1.87E-19   1.87E-19
5124.58   1.87E-19   1.87E-19
5125.58   1.88E-19   1.88E-19
5126.58   1.89E-19   1.89E-19
5127.58   1.89E-19   1.89E-19
5128.58   1.90E-19   1.90E-19
5129.58   1.91E-19   1.91E-19
5130.58   1.92E-19   1.92E-19
5131.58   1.92E-19   1.92E-19
5132.58   1.93E-19   1.93E-19
5133.58   1.94E-19   1.94E-19
5134.58   1.94E-19   1.94E-19
5135.58   1.95E-19   1.95E-19
5136.58   1.96E-19   1.96E-19
5137.58   1.97E-19   1.97E-19
5138.58   1.97E-19   1.97E-19
5139.58   1.98E-19   1.98E-19
5140.58   1.99E-19   1.99E-19
5141.58   2.00E-19   2.00E-19
5142.58   2.01E-19   2.01E-19
5143.58   2.02E-19   2.02E-19
5144.58   2.02E-19   2.02E-19
5145.58   2.03E-19   2.03E-19
5146.58   2.04E-19   2.04E-19
5147.58   2.05E-19   2.05E-19
5148.58   2.06E-19   2.06E-19
5149.58   2.06E-19   2.06E-19
5150.58   2.07E-19   2.07E-19
5151.58   2.08E-19   2.08E-19
5152.58   2.09E-19   2.09E-19
5153.58   2.10E-19   2.10E-19
5154.58   2.11E-19   2.11E-19
5155.58   2.12E-19   2.12E-19
5156.58   2.13E-19   2.13E-19
5157.58   2.13E-19   2.13E-19
5158.58   2.14E-19   2.14E-19
5159.58   2.15E-19   2.15E-19
5160.58   2.16E-19   2.16E-19
5161.58   2.17E-19   2.17E-19
5162.58   2.18E-19   2.18E-19
5163.58   2.19E-19   2.19E-19
5164.58   2.20E-19   2.20E-19
5165.58   2.21E-19   2.21E-19
5166.58   2.22E-19   2.22E-19
5167.58   2.23E-19   2.23E-19
5168.58   2.23E-19   2.23E-19
5169.58   2.24E-19   2.24E-19
5170.58   2.25E-19   2.25E-19
5171.58   2.26E-19   2.26E-19
5172.58   2.27E-19   2.27E-19
5173.58   2.28E-19   2.28E-19
5174.58   2.29E-19   2.29E-19
5175.58   2.30E-19   2.30E-19
5176.58   2.31E-19   2.31E-19
5177.58   2.32E-19   2.32E-19
5178.59   2.33E-19   2.33E-19
5179.59   2.34E-19   2.34E-19
5180.59   2.35E-19   2.35E-19
5181.59   2.36E-19   2.36E-19
5182.59   2.37E-19   2.37E-19
5183.59   2.38E-19   2.38E-19
5184.59   2.40E-19   2.40E-19
5185.59   2.41E-19   2.41E-19
5186.59   2.42E-19   2.42E-19
5187.59   2.43E-19   2.43E-19
5188.59   2.44E-19   2.44E-19
5189.59   2.45E-19   2.45E-19
5190.59   2.46E-19   2.46E-19
5191.59   2.47E-19   2.47E-19
5192.59   2.48E-19   2.48E-19
5193.59   2.49E-19   2.49E-19
5194.59   2.50E-19   2.50E-19
5195.59   2.51E-19   2.51E-19
5196.59   2.52E-19   2.52E-19
5197.59   2.54E-19   2.54E-19
5198.59   2.55E-19   2.55E-19
5199.59   2.56E-19   2.56E-19
5200.59   2.57E-19   2.57E-19
5201.59   2.58E-19   2.58E-19
5202.59   2.59E-19   2.59E-19
5203.59   2.60E-19   2.60E-19
5204.59   2.62E-19   2.62E-19
5205.59   2.63E-19   2.63E-19
5206.59   2.64E-19   2.64E-19
5207.59   2.65E-19   2.65E-19
5208.59   2.66E-19   2.66E-19
5209.59   2.67E-19   2.67E-19
5210.59   2.69E-19   2.69E-19
5211.59   2.70E-19   2.70E-19
5212.59   2.71E-19   2.71E-19
5213.59   2.72E-19   2.72E-19
5214.59   2.73E-19   2.73E-19
5215.59   2.75E-19   2.75E-19
5216.59   2.76E-19   2.76E-19
5217.59   2.77E-19   2.77E-19
5218.59   2.78E-19   2.78E-19
5219.59   2.79E-19   2.79E-19
5220.59   2.81E-19   2.81E-19
5221.59   2.82E-19   2.82E-19
5222.59   2.83E-19   2.83E-19
5223.59   2.84E-19   2.84E-19
5224.59   2.86E-19   2.86E-19
5225.59   2.87E-19   2.87E-19
5226.59   2.88E-19   2.88E-19
5227.59   2.90E-19   2.90E-19
5228.59   2.91E-19   2.91E-19
5229.59   2.92E-19   2.92E-19
5230.59   2.93E-19   2.93E-19
