0          References for Cross Section of NO        Total   
Cross section:                                                                  
Lambda = 1.-180. A                                                              
   Cross section synthesized from the atomic cross section of N and O           
Lambda = 180.-580. A                                                            
   Lee, L. C., Carlson, R. W., Judge, D. L., Ogawa, M. (1973)                   
   J. Quant. Spectr. Rad. Trans. 13, 1023                                       
Lambda = 580.-1350. A                                                           
   Watanabe, K., Matsunaga, F. M., Sakai, H. (1967)                             
   Appl. Opt. 6, 391                                                            
Lambda = 1350.-1910. A                                                          
   Marmo, F. F. (1953)                                                          
   J. Opt. Soc. Am. 43, 1186                                                    
  773.0 1.45E-17 7.54E-18 0.00E+00 0.00E+00 6.96E-18
  773.3 1.27E-17 7.29E-18 0.00E+00 0.00E+00 5.41E-18
  773.6 1.23E-17 7.72E-18 0.00E+00 0.00E+00 4.58E-18
  774.0 1.03E-17 7.21E-18 0.00E+00 0.00E+00 3.09E-18
  774.6 1.03E-17 7.11E-18 0.00E+00 0.00E+00 3.19E-18
  775.2 1.53E-17 6.73E-18 0.00E+00 0.00E+00 8.57E-18
  775.7 1.47E-17 6.91E-18 0.00E+00 0.00E+00 7.79E-18
  776.0 1.56E-17 6.55E-18 0.00E+00 0.00E+00 9.05E-18
  776.6 1.71E-17 7.01E-18 0.00E+00 0.00E+00 1.01E-17
  776.9 1.60E-17 7.36E-18 0.00E+00 0.00E+00 8.64E-18
  777.3 1.79E-17 7.88E-18 0.00E+00 0.00E+00 1.00E-17
  779.6 8.41E-18 5.83E-18 0.00E+00 0.00E+00 2.58E-18
  780.2 8.26E-18 6.28E-18 0.00E+00 0.00E+00 1.98E-18
  780.7 7.48E-18 5.16E-18 0.00E+00 0.00E+00 2.32E-18
  781.2 8.97E-18 5.56E-18 0.00E+00 0.00E+00 3.41E-18
  781.5 8.67E-18 5.66E-18 0.00E+00 0.00E+00 3.01E-18
  781.9 1.27E-17 8.84E-18 0.00E+00 0.00E+00 3.86E-18
  782.4 1.17E-17 8.77E-18 0.00E+00 0.00E+00 2.92E-18
  783.6 1.08E-16 5.18E-17 0.00E+00 0.00E+00 5.62E-17
  784.3 2.27E-17 9.73E-18 0.00E+00 0.00E+00 1.30E-17
  785.1 2.08E-17 7.70E-18 0.00E+00 0.00E+00 1.31E-17
  785.8 1.71E-17 7.18E-18 0.00E+00 0.00E+00 9.92E-18
  786.2 1.53E-17 7.04E-18 0.00E+00 0.00E+00 8.26E-18
  786.7 1.67E-17 7.52E-18 0.00E+00 0.00E+00 9.19E-18
  787.1 1.67E-17 9.85E-18 0.00E+00 0.00E+00 6.85E-18
  787.4 1.90E-17 1.08E-17 0.00E+00 0.00E+00 8.17E-18
  788.0 1.44E-17 9.86E-18 0.00E+00 0.00E+00 4.54E-18
  788.6 1.34E-17 1.07E-17 0.00E+00 0.00E+00 2.68E-18
  789.4 1.75E-17 1.18E-17 0.00E+00 0.00E+00 5.74E-18
  790.1 1.71E-17 9.58E-18 0.00E+00 0.00E+00 7.52E-18
  792.1 3.39E-17 1.69E-17 0.00E+00 0.00E+00 1.69E-17
  793.9 1.53E-17 9.57E-18 0.00E+00 0.00E+00 5.73E-18
  794.4 1.60E-17 1.06E-17 0.00E+00 0.00E+00 5.44E-18
  795.5 1.97E-17 1.18E-17 0.00E+00 0.00E+00 7.88E-18
  796.5 1.79E-17 1.00E-17 0.00E+00 0.00E+00 7.88E-18
  796.9 1.97E-17 1.04E-17 0.00E+00 0.00E+00 9.26E-18
  797.4 1.71E-17 9.23E-18 0.00E+00 0.00E+00 7.87E-18
  797.7 1.79E-17 9.13E-18 0.00E+00 0.00E+00 8.77E-18
  798.0 1.79E-17 8.97E-18 0.00E+00 0.00E+00 8.93E-18
  798.4 2.05E-17 1.00E-17 0.00E+00 0.00E+00 1.05E-17
  799.3 2.16E-17 9.98E-18 0.00E+00 0.00E+00 1.16E-17
  799.7 3.80E-17 1.71E-17 0.00E+00 0.00E+00 2.09E-17
  800.0 3.28E-17 1.64E-17 0.00E+00 0.00E+00 1.64E-17
  800.3 3.46E-17 1.73E-17 0.00E+00 0.00E+00 1.73E-17
  801.4 2.64E-17 1.66E-17 0.00E+00 0.00E+00 9.77E-18
  802.1 3.39E-17 2.14E-17 0.00E+00 0.00E+00 1.25E-17
  802.7 2.72E-17 1.75E-17 0.00E+00 0.00E+00 9.71E-18
  803.7 2.16E-17 1.44E-17 0.00E+00 0.00E+00 7.24E-18
  804.1 1.94E-17 1.31E-17 0.00E+00 0.00E+00 6.33E-18
  804.4 2.27E-17 1.54E-17 0.00E+00 0.00E+00 7.26E-18
  804.8 1.97E-17 1.28E-17 0.00E+00 0.00E+00 6.87E-18
  805.1 1.75E-17 1.10E-17 0.00E+00 0.00E+00 6.48E-18
  805.4 1.90E-17 1.14E-17 0.00E+00 0.00E+00 7.60E-18
  806.0 1.28E-17 7.81E-18 0.00E+00 0.00E+00 4.99E-18
  806.5 1.53E-17 9.64E-18 0.00E+00 0.00E+00 5.66E-18
  807.0 1.94E-17 1.31E-17 0.00E+00 0.00E+00 6.33E-18
  807.3 1.90E-17 1.33E-17 0.00E+00 0.00E+00 5.70E-18
  807.8 2.34E-17 1.53E-17 0.00E+00 0.00E+00 8.06E-18
  808.3 1.86E-17 1.11E-17 0.00E+00 0.00E+00 7.53E-18
  809.0 3.54E-17 1.49E-17 0.00E+00 0.00E+00 2.05E-17
  809.4 7.15E-17 2.29E-17 0.00E+00 0.00E+00 4.86E-17
  809.7 6.44E-17 3.16E-17 0.00E+00 0.00E+00 3.28E-17
  810.6 1.02E-16 4.90E-17 0.00E+00 0.00E+00 5.30E-17
  812.2 1.75E-17 8.58E-18 0.00E+00 0.00E+00 8.92E-18
  812.7 2.42E-17 9.68E-18 0.00E+00 0.00E+00 1.45E-17
  813.2 1.53E-17 6.69E-18 0.00E+00 0.00E+00 8.61E-18
  813.5 1.53E-17 7.04E-18 0.00E+00 0.00E+00 8.26E-18
  814.5 8.04E-18 5.52E-18 0.00E+00 0.00E+00 2.52E-18
  815.0 7.93E-18 6.34E-18 0.00E+00 0.00E+00 1.59E-18
  815.5 9.45E-18 7.07E-18 0.00E+00 0.00E+00 2.38E-18
  815.8 9.34E-18 6.70E-18 0.00E+00 0.00E+00 2.64E-18
  816.2 1.15E-17 7.77E-18 0.00E+00 0.00E+00 3.73E-18
  816.5 1.14E-17 7.34E-18 0.00E+00 0.00E+00 4.06E-18
  816.8 1.13E-17 6.93E-18 0.00E+00 0.00E+00 4.37E-18
  817.3 1.10E-17 6.17E-18 0.00E+00 0.00E+00 4.83E-18
  817.6 9.53E-18 5.05E-18 0.00E+00 0.00E+00 4.48E-18
  817.9 9.90E-18 5.51E-18 0.00E+00 0.00E+00 4.39E-18
  818.2 1.15E-17 6.71E-18 0.00E+00 0.00E+00 4.79E-18
  818.5 1.11E-17 6.77E-18 0.00E+00 0.00E+00 4.33E-18
  818.8 1.19E-17 6.79E-18 0.00E+00 0.00E+00 5.11E-18
  819.5 1.71E-17 8.21E-18 0.00E+00 0.00E+00 8.89E-18
  819.9 1.53E-17 7.47E-18 0.00E+00 0.00E+00 7.83E-18
  820.2 1.53E-17 7.56E-18 0.00E+00 0.00E+00 7.74E-18
  820.5 1.49E-17 7.45E-18 0.00E+00 0.00E+00 7.45E-18
  820.9 1.60E-17 7.68E-18 0.00E+00 0.00E+00 8.32E-18
  821.2 1.43E-17 7.56E-18 0.00E+00 0.00E+00 6.74E-18
  821.6 1.49E-17 8.85E-18 0.00E+00 0.00E+00 6.05E-18
  822.5 7.96E-18 5.89E-18 0.00E+00 0.00E+00 2.07E-18
  823.0 7.89E-18 5.35E-18 0.00E+00 0.00E+00 2.54E-18
  823.7 1.22E-17 7.20E-18 0.00E+00 0.00E+00 5.00E-18
  824.0 1.19E-17 6.57E-18 0.00E+00 0.00E+00 5.33E-18
  824.5 1.31E-17 6.42E-18 0.00E+00 0.00E+00 6.68E-18
  824.9 1.18E-17 5.90E-18 0.00E+00 0.00E+00 5.90E-18
  825.3 1.25E-17 6.01E-18 0.00E+00 0.00E+00 6.49E-18
  825.6 1.30E-17 6.07E-18 0.00E+00 0.00E+00 6.93E-18
  826.2 1.75E-17 7.68E-18 0.00E+00 0.00E+00 9.82E-18
  826.6 1.67E-17 7.01E-18 0.00E+00 0.00E+00 9.69E-18
  826.9 1.60E-17 6.91E-18 0.00E+00 0.00E+00 9.09E-18
  827.2 1.60E-17 7.10E-18 0.00E+00 0.00E+00 8.90E-18
  827.8 1.51E-17 7.05E-18 0.00E+00 0.00E+00 8.05E-18
  828.1 1.49E-17 7.14E-18 0.00E+00 0.00E+00 7.76E-18
  828.7 1.31E-17 6.58E-18 0.00E+00 0.00E+00 6.52E-18
  829.1 1.30E-17 6.74E-18 0.00E+00 0.00E+00 6.26E-18
  829.4 1.40E-17 7.42E-18 0.00E+00 0.00E+00 6.58E-18
  830.5 1.09E-17 6.76E-18 0.00E+00 0.00E+00 4.14E-18
  831.1 1.32E-17 8.71E-18 0.00E+00 0.00E+00 4.49E-18
  831.6 1.22E-17 7.08E-18 0.00E+00 0.00E+00 5.12E-18
