0 Branching ratio for NO2      Total        1 branches
Lambda        Total        NO/O
1926.11   7.17E-18  7.17E-18
1927.11   7.17E-18  7.17E-18
1928.11   7.17E-18  7.17E-18
1929.11   7.18E-18  7.18E-18
1930.11   7.18E-18  7.18E-18
1931.11   7.18E-18  7.18E-18
1932.11   7.19E-18  7.19E-18
1933.11   7.19E-18  7.19E-18
1934.11   7.20E-18  7.20E-18
1935.11   7.20E-18  7.20E-18
1936.11   7.20E-18  7.20E-18
1937.11   7.21E-18  7.21E-18
1938.11   7.21E-18  7.21E-18
1939.11   7.21E-18  7.21E-18
1940.11   7.22E-18  7.22E-18
1941.11   7.22E-18  7.22E-18
1942.11   7.22E-18  7.22E-18
1943.11   7.23E-18  7.23E-18
1944.11   7.23E-18  7.23E-18
1945.11   7.24E-18  7.24E-18
1946.11   7.24E-18  7.24E-18
1947.11   7.24E-18  7.24E-18
1948.11   7.25E-18  7.25E-18
1949.11   7.25E-18  7.25E-18
1950.11   7.25E-18  7.25E-18
1951.11   7.26E-18  7.26E-18
1952.11   7.26E-18  7.26E-18
1953.11   7.27E-18  7.27E-18
1954.11   7.27E-18  7.27E-18
1955.11   7.27E-18  7.27E-18
1956.11   7.28E-18  7.28E-18
1957.11   7.28E-18  7.28E-18
1958.11   7.28E-18  7.28E-18
1959.11   7.29E-18  7.29E-18
1960.11   7.29E-18  7.29E-18
1961.11   7.30E-18  7.30E-18
1962.11   7.30E-18  7.30E-18
1963.11   7.30E-18  7.30E-18
1964.11   7.31E-18  7.31E-18
1965.11   7.31E-18  7.31E-18
1966.11   7.31E-18  7.31E-18
1967.11   7.32E-18  7.32E-18
1968.11   7.32E-18  7.32E-18
1969.11   7.33E-18  7.33E-18
1970.11   7.33E-18  7.33E-18
1971.11   7.33E-18  7.33E-18
1972.11   7.34E-18  7.34E-18
1973.11   7.34E-18  7.34E-18
1974.11   7.34E-18  7.34E-18
1975.11   7.35E-18  7.35E-18
1976.11   7.35E-18  7.35E-18
1977.11   7.35E-18  7.35E-18
1978.11   7.36E-18  7.36E-18
1979.11   7.36E-18  7.36E-18
1980.11   7.37E-18  7.37E-18
1981.11   7.37E-18  7.37E-18
1982.12   7.37E-18  7.37E-18
1983.12   7.38E-18  7.38E-18
1984.12   7.38E-18  7.38E-18
1985.12   7.38E-18  7.38E-18
1986.12   7.39E-18  7.39E-18
1987.12   7.39E-18  7.39E-18
1988.12   7.40E-18  7.40E-18
1989.12   7.40E-18  7.40E-18
1990.12   7.40E-18  7.40E-18
1991.12   7.41E-18  7.41E-18
1992.12   7.41E-18  7.41E-18
1993.12   7.41E-18  7.41E-18
1994.12   7.42E-18  7.42E-18
1995.12   7.42E-18  7.42E-18
1996.12   7.43E-18  7.43E-18
1997.12   7.43E-18  7.43E-18
1998.12   7.43E-18  7.43E-18
1999.12   7.44E-18  7.44E-18
2000.12   1.74E-19  1.74E-19
2001.12   1.75E-19  1.75E-19
2002.12   1.80E-19  1.80E-19
2003.12   1.87E-19  1.87E-19
2004.12   1.86E-19  1.86E-19
2005.12   1.87E-19  1.87E-19
2006.12   1.78E-19  1.78E-19
2007.12   1.89E-19  1.89E-19
2008.12   1.94E-19  1.94E-19
2009.12   2.05E-19  2.05E-19
2010.12   1.96E-19  1.96E-19
2011.12   1.99E-19  1.99E-19
2012.12   1.92E-19  1.92E-19
2013.12   1.98E-19  1.98E-19
2014.12   1.98E-19  1.98E-19
2015.12   1.99E-19  1.99E-19
2016.12   1.94E-19  1.94E-19
2017.12   1.88E-19  1.88E-19
2018.12   1.85E-19  1.85E-19
2019.12   1.92E-19  1.92E-19
2020.12   1.85E-19  1.85E-19
2021.12   1.85E-19  1.85E-19
2022.12   1.85E-19  1.85E-19
2023.12   1.92E-19  1.92E-19
2024.12   1.88E-19  1.88E-19
2025.12   1.87E-19  1.87E-19
2026.12   1.85E-19  1.85E-19
2027.12   1.87E-19  1.87E-19
2028.12   1.97E-19  1.97E-19
2029.12   1.93E-19  1.93E-19
2030.12   1.92E-19  1.92E-19
2031.12   2.02E-19  2.02E-19
2032.12   1.94E-19  1.94E-19
2033.12   2.07E-19  2.07E-19
2034.12   2.09E-19  2.09E-19
2035.12   2.08E-19  2.08E-19
2036.12   2.08E-19  2.08E-19
2037.12   2.17E-19  2.17E-19
2038.12   2.22E-19  2.22E-19
2039.12   2.23E-19  2.23E-19
2040.12   2.29E-19  2.29E-19
2041.12   2.32E-19  2.32E-19
2042.12   2.33E-19  2.33E-19
2043.12   2.44E-19  2.44E-19
2044.12   2.37E-19  2.37E-19
2045.12   2.39E-19  2.39E-19
2046.12   2.45E-19  2.45E-19
2047.12   2.43E-19  2.43E-19
2048.12   2.39E-19  2.39E-19
2049.12   2.39E-19  2.39E-19
2050.13   2.40E-19  2.40E-19
2051.13   2.29E-19  2.29E-19
2052.13   2.28E-19  2.28E-19
2053.13   2.26E-19  2.26E-19
2054.13   2.22E-19  2.22E-19
2055.13   2.22E-19  2.22E-19
2056.13   2.19E-19  2.19E-19
2057.13   2.19E-19  2.19E-19
2058.13   2.20E-19  2.20E-19
2059.13   2.15E-19  2.15E-19
2060.13   2.17E-19  2.17E-19
2061.13   2.16E-19  2.16E-19
2062.13   2.20E-19  2.20E-19
2063.13   2.17E-19  2.17E-19
2064.13   2.14E-19  2.14E-19
2065.13   2.18E-19  2.18E-19
2066.13   2.21E-19  2.21E-19
2067.13   2.24E-19  2.24E-19
2068.13   2.24E-19  2.24E-19
2069.13   2.27E-19  2.27E-19
2070.13   2.26E-19  2.26E-19
2071.13   2.37E-19  2.37E-19
2072.13   2.41E-19  2.41E-19
2073.13   2.41E-19  2.41E-19
2074.13   2.43E-19  2.43E-19
2075.13   2.50E-19  2.50E-19
2076.13   2.55E-19  2.55E-19
2077.13   2.59E-19  2.59E-19
2078.13   2.69E-19  2.69E-19
2079.13   2.71E-19  2.71E-19
2080.13   2.75E-19  2.75E-19
2081.13   2.77E-19  2.77E-19
2082.13   2.82E-19  2.82E-19
2083.13   2.73E-19  2.73E-19
2084.13   2.85E-19  2.85E-19
2085.13   2.81E-19  2.81E-19
2086.13   2.76E-19  2.76E-19
2087.13   2.75E-19  2.75E-19
2088.13   2.79E-19  2.79E-19
2089.13   2.79E-19  2.79E-19
2090.13   2.70E-19  2.70E-19
2091.13   2.77E-19  2.77E-19
2092.13   2.67E-19  2.67E-19
2093.13   2.63E-19  2.63E-19
2094.13   2.68E-19  2.68E-19
2095.13   2.63E-19  2.63E-19
2096.13   2.64E-19  2.64E-19
2097.13   2.65E-19  2.65E-19
2098.13   2.59E-19  2.59E-19
2099.13   2.66E-19  2.66E-19
2100.13   2.61E-19  2.61E-19
2101.13   2.53E-19  2.53E-19
2102.13   2.52E-19  2.52E-19
2103.13   2.52E-19  2.52E-19
2104.13   2.53E-19  2.53E-19
2105.13   2.60E-19  2.60E-19
2106.13   2.61E-19  2.61E-19
2107.13   2.60E-19  2.60E-19
2108.13   2.60E-19  2.60E-19
2109.13   2.68E-19  2.68E-19
2110.13   2.73E-19  2.73E-19
2111.13   2.78E-19  2.78E-19
2112.13   2.83E-19  2.83E-19
2113.13   2.87E-19  2.87E-19
2114.13   2.91E-19  2.91E-19
2115.13   2.96E-19  2.96E-19
2116.13   3.03E-19  3.03E-19
2117.13   3.12E-19  3.12E-19
2118.14   3.13E-19  3.13E-19
2119.14   3.23E-19  3.23E-19
2120.14   3.23E-19  3.23E-19
2121.14   3.26E-19  3.26E-19
2122.14   3.27E-19  3.27E-19
2123.14   3.30E-19  3.30E-19
2124.14   3.35E-19  3.35E-19
2125.14   3.38E-19  3.38E-19
2126.14   3.42E-19  3.42E-19
2127.14   3.42E-19  3.42E-19
2128.14   3.39E-19  3.39E-19
2129.14   3.35E-19  3.35E-19
2130.14   3.28E-19  3.28E-19
2131.14   3.26E-19  3.26E-19
2132.14   3.19E-19  3.19E-19
2133.14   3.13E-19  3.13E-19
2134.14   3.14E-19  3.14E-19
2135.14   3.07E-19  3.07E-19
2136.14   3.12E-19  3.12E-19
2137.14   3.06E-19  3.06E-19
2138.14   3.03E-19  3.03E-19
2139.14   3.00E-19  3.00E-19
2140.14   2.95E-19  2.95E-19
2141.14   2.93E-19  2.93E-19
2142.14   2.97E-19  2.97E-19
2143.14   2.95E-19  2.95E-19
2144.14   2.96E-19  2.96E-19
2145.14   3.00E-19  3.00E-19
2146.14   3.07E-19  3.07E-19
2147.14   3.08E-19  3.08E-19
2148.14   3.05E-19  3.05E-19
2149.14   2.99E-19  2.99E-19
2150.14   2.97E-19  2.97E-19
2151.14   2.99E-19  2.99E-19
2152.14   2.99E-19  2.99E-19
2153.14   3.09E-19  3.09E-19
2154.14   3.09E-19  3.09E-19
2155.14   3.09E-19  3.09E-19
2156.14   3.14E-19  3.14E-19
2157.14   3.23E-19  3.23E-19
2158.14   3.29E-19  3.29E-19
2159.14   3.39E-19  3.39E-19
2160.14   3.46E-19  3.46E-19
2161.14   3.54E-19  3.54E-19
2162.14   3.53E-19  3.53E-19
2163.14   3.61E-19  3.61E-19
2164.14   3.66E-19  3.66E-19
2165.14   3.65E-19  3.65E-19
2166.14   3.74E-19  3.74E-19
2167.14   3.75E-19  3.75E-19
2168.14   3.74E-19  3.74E-19
2169.14   3.75E-19  3.75E-19
2170.14   3.71E-19  3.71E-19
2171.14   3.71E-19  3.71E-19
2172.14   3.60E-19  3.60E-19
2173.14   3.59E-19  3.59E-19
2174.14   3.54E-19  3.54E-19
2175.14   3.52E-19  3.52E-19
2176.14   3.43E-19  3.43E-19
2177.14   3.34E-19  3.34E-19
2178.14   3.33E-19  3.33E-19
2179.14   3.29E-19  3.29E-19
2180.14   3.14E-19  3.14E-19
2181.14   3.20E-19  3.20E-19
2182.14   3.12E-19  3.12E-19
2183.14   3.12E-19  3.12E-19
2184.14   3.16E-19  3.16E-19
2185.14   3.10E-19  3.10E-19
2186.15   3.10E-19  3.10E-19
2187.15   3.03E-19  3.03E-19
2188.15   2.95E-19  2.95E-19
2189.15   2.92E-19  2.92E-19
2190.15   2.93E-19  2.93E-19
2191.15   2.86E-19  2.86E-19
2192.15   2.82E-19  2.82E-19
2193.15   2.81E-19  2.81E-19
2194.15   2.80E-19  2.80E-19
2195.15   2.81E-19  2.81E-19
2196.15   2.81E-19  2.81E-19
2197.15   2.84E-19  2.84E-19
2198.15   2.88E-19  2.88E-19
2199.15   2.96E-19  2.96E-19
2200.15   2.98E-19  2.98E-19
2201.15   3.03E-19  3.03E-19
2202.15   3.11E-19  3.11E-19
2203.15   3.16E-19  3.16E-19
2204.15   3.30E-19  3.30E-19
2205.15   3.42E-19  3.42E-19
2206.15   3.50E-19  3.50E-19
2207.15   3.63E-19  3.63E-19
2208.15   3.64E-19  3.64E-19
2209.15   3.65E-19  3.65E-19
2210.15   3.69E-19  3.69E-19
2211.15   3.71E-19  3.71E-19
2212.15   3.78E-19  3.78E-19
2213.15   3.73E-19  3.73E-19
2214.15   3.71E-19  3.71E-19
2215.15   3.69E-19  3.69E-19
2216.15   3.68E-19  3.68E-19
2217.15   3.67E-19  3.67E-19
2218.15   3.63E-19  3.63E-19
2219.15   3.60E-19  3.60E-19
2220.15   3.49E-19  3.49E-19
2221.15   3.42E-19  3.42E-19
2222.15   3.34E-19  3.34E-19
2223.15   3.23E-19  3.23E-19
2224.15   3.20E-19  3.20E-19
2225.15   3.13E-19  3.13E-19
2226.15   3.01E-19  3.01E-19
2227.15   2.94E-19  2.94E-19
2228.15   2.90E-19  2.90E-19
2229.15   2.80E-19  2.80E-19
2230.15   2.69E-19  2.69E-19
2231.15   2.69E-19  2.69E-19
2232.15   2.64E-19  2.64E-19
2233.15   2.57E-19  2.57E-19
2234.15   2.56E-19  2.56E-19
2235.15   2.56E-19  2.56E-19
2236.15   2.58E-19  2.58E-19
2237.15   2.60E-19  2.60E-19
2238.15   2.59E-19  2.59E-19
2239.15   2.64E-19  2.64E-19
2240.15   2.68E-19  2.68E-19
2241.15   2.67E-19  2.67E-19
2242.15   2.65E-19  2.65E-19
2243.15   2.59E-19  2.59E-19
2244.15   2.59E-19  2.59E-19
2245.15   2.52E-19  2.52E-19
2246.15   2.52E-19  2.52E-19
2247.15   2.47E-19  2.47E-19
2248.15   2.43E-19  2.43E-19
2249.15   2.45E-19  2.45E-19
2250.15   2.44E-19  2.44E-19
2251.15   2.46E-19  2.46E-19
2252.15   2.46E-19  2.46E-19
2253.15   2.58E-19  2.58E-19
2254.16   2.70E-19  2.70E-19
2255.16   2.81E-19  2.81E-19
2256.16   2.95E-19  2.95E-19
2257.16   3.08E-19  3.08E-19
2258.16   3.27E-19  3.27E-19
2259.16   3.48E-19  3.48E-19
2260.16   3.62E-19  3.62E-19
2261.16   3.75E-19  3.75E-19
2262.16   3.80E-19  3.80E-19
2263.16   3.65E-19  3.65E-19
2264.16   3.59E-19  3.59E-19
2265.16   3.49E-19  3.49E-19
2266.16   3.39E-19  3.39E-19
2267.16   3.29E-19  3.29E-19
2268.16   3.14E-19  3.14E-19
2269.16   2.94E-19  2.94E-19
2270.16   2.73E-19  2.73E-19
2271.16   2.60E-19  2.60E-19
2272.16   2.46E-19  2.46E-19
2273.16   2.35E-19  2.35E-19
2274.16   2.29E-19  2.29E-19
2275.16   2.16E-19  2.16E-19
2276.16   2.12E-19  2.12E-19
2277.16   2.11E-19  2.11E-19
2278.16   2.15E-19  2.15E-19
2279.16   2.14E-19  2.14E-19
2280.16   2.16E-19  2.16E-19
2281.16   2.16E-19  2.16E-19
2282.16   2.18E-19  2.18E-19
2283.16   2.13E-19  2.13E-19
2284.16   2.14E-19  2.14E-19
2285.16   2.13E-19  2.13E-19
2286.16   2.07E-19  2.07E-19
2287.16   2.02E-19  2.02E-19
2288.16   1.94E-19  1.94E-19
2289.16   1.88E-19  1.88E-19
2290.16   1.78E-19  1.78E-19
2291.16   1.78E-19  1.78E-19
2292.16   1.66E-19  1.66E-19
2293.16   1.65E-19  1.65E-19
2294.16   1.60E-19  1.60E-19
2295.16   1.54E-19  1.54E-19
2296.16   1.55E-19  1.55E-19
2297.16   1.53E-19  1.53E-19
2298.16   1.61E-19  1.61E-19
2299.16   1.64E-19  1.64E-19
2300.16   1.69E-19  1.69E-19
2301.16   1.79E-19  1.79E-19
2302.16   1.88E-19  1.88E-19
2303.16   1.94E-19  1.94E-19
2304.16   1.97E-19  1.97E-19
2305.16   2.00E-19  2.00E-19
2306.16   2.09E-19  2.09E-19
2307.16   2.11E-19  2.11E-19
2308.16   2.14E-19  2.14E-19
2309.16   2.20E-19  2.20E-19
2310.16   2.27E-19  2.27E-19
2311.16   2.26E-19  2.26E-19
2312.16   2.26E-19  2.26E-19
2313.16   2.20E-19  2.20E-19
2314.16   2.13E-19  2.13E-19
2315.16   2.11E-19  2.11E-19
2316.16   2.06E-19  2.06E-19
2317.16   1.97E-19  1.97E-19
2318.16   1.95E-19  1.95E-19
2319.16   1.93E-19  1.93E-19
2320.16   1.87E-19  1.87E-19
2321.16   1.89E-19  1.89E-19
2322.17   1.90E-19  1.90E-19
2323.17   1.93E-19  1.93E-19
2324.17   1.98E-19  1.98E-19
2325.17   1.99E-19  1.99E-19
2326.17   1.99E-19  1.99E-19
2327.17   1.93E-19  1.93E-19
2328.17   1.88E-19  1.88E-19
2329.17   1.73E-19  1.73E-19
2330.17   1.63E-19  1.63E-19
2331.17   1.49E-19  1.49E-19
2332.17   1.36E-19  1.36E-19
2333.17   1.24E-19  1.24E-19
2334.17   1.13E-19  1.13E-19
2335.17   1.02E-19  1.02E-19
2336.17   9.15E-20  9.15E-20
2337.17   8.29E-20  8.29E-20
2338.17   7.88E-20  7.88E-20
2339.17   7.30E-20  7.30E-20
2340.17   7.22E-20  7.22E-20
2341.17   6.89E-20  6.89E-20
2342.17   6.41E-20  6.41E-20
2343.17   6.09E-20  6.09E-20
2344.17   6.18E-20  6.18E-20
2345.17   6.06E-20  6.06E-20
2346.17   5.89E-20  5.89E-20
2347.17   6.09E-20  6.09E-20
2348.17   6.76E-20  6.76E-20
2349.17   7.76E-20  7.76E-20
2350.17   9.26E-20  9.26E-20
2351.17   1.09E-19  1.09E-19
2352.17   1.21E-19  1.21E-19
2353.17   1.34E-19  1.34E-19
2354.17   1.37E-19  1.37E-19
2355.17   1.36E-19  1.36E-19
2356.17   1.25E-19  1.25E-19
2357.17   1.15E-19  1.15E-19
2358.17   1.01E-19  1.01E-19
2359.17   8.88E-20  8.88E-20
2360.17   8.15E-20  8.15E-20
2361.17   8.14E-20  8.14E-20
2362.17   7.90E-20  7.90E-20
2363.17   9.33E-20  9.33E-20
2364.17   9.49E-20  9.49E-20
2365.17   9.36E-20  9.36E-20
2366.17   9.52E-20  9.52E-20
2367.17   9.28E-20  9.28E-20
2368.17   9.12E-20  9.12E-20
2369.17   9.13E-20  9.13E-20
2370.17   9.67E-20  9.67E-20
2371.17   9.85E-20  9.85E-20
2372.17   1.06E-19  1.06E-19
2373.17   1.07E-19  1.07E-19
2374.17   1.13E-19  1.13E-19
2375.17   1.15E-19  1.15E-19
2376.17   1.18E-19  1.18E-19
2377.17   1.12E-19  1.12E-19
2378.17   1.05E-19  1.05E-19
2379.17   9.60E-20  9.60E-20
2380.17   8.50E-20  8.50E-20
2381.17   8.87E-20  8.87E-20
2382.17   9.27E-20  9.27E-20
2383.17   8.07E-20  8.07E-20
2384.17   7.61E-20  7.61E-20
2385.17   8.81E-20  8.81E-20
2386.17   6.71E-20  6.71E-20
2387.17   7.59E-20  7.59E-20
2388.17   6.40E-20  6.40E-20
2389.17   7.37E-20  7.37E-20
2390.18   8.15E-20  8.15E-20
2391.18   8.13E-20  8.13E-20
2392.18   1.08E-19  1.08E-19
2393.18   1.16E-19  1.16E-19
2394.18   8.82E-20  8.82E-20
2395.18   9.65E-20  9.65E-20
2396.18   9.69E-20  9.69E-20
2397.18   8.62E-20  8.62E-20
2398.18   7.65E-20  7.65E-20
2399.18   7.28E-20  7.28E-20
2400.18   6.11E-20  6.11E-20
2401.18   6.34E-20  6.34E-20
2402.18   4.78E-20  4.78E-20
2403.18   4.88E-20  4.88E-20
2404.18   4.26E-20  4.26E-20
2405.18   4.26E-20  4.26E-20
2406.18   4.43E-20  4.43E-20
2407.18   3.70E-20  3.70E-20
2408.18   3.42E-20  3.42E-20
2409.18   3.02E-20  3.02E-20
2410.18   2.78E-20  2.78E-20
2411.18   3.01E-20  3.01E-20
2412.18   2.66E-20  2.66E-20
2413.18   2.28E-20  2.28E-20
2414.18   2.24E-20  2.24E-20
2415.18   2.18E-20  2.18E-20
2416.18   2.35E-20  2.35E-20
2417.18   2.47E-20  2.47E-20
2418.18   2.86E-20  2.86E-20
2419.18   4.44E-20  4.44E-20
2420.18   6.99E-20  6.99E-20
2421.18   9.61E-20  9.61E-20
2422.18   9.98E-20  9.98E-20
2423.18   9.51E-20  9.51E-20
2424.18   1.08E-19  1.08E-19
2425.18   9.84E-20  9.84E-20
2426.18   9.14E-20  9.14E-20
2427.18   7.84E-20  7.84E-20
2428.18   7.35E-20  7.35E-20
2429.18   7.43E-20  7.43E-20
2430.18   6.85E-20  6.85E-20
2431.18   6.93E-20  6.93E-20
2432.18   6.87E-20  6.87E-20
2433.18   5.90E-20  5.90E-20
2434.18   6.31E-20  6.31E-20
2435.18   5.18E-20  5.18E-20
2436.18   4.28E-20  4.28E-20
2437.18   4.15E-20  4.15E-20
2438.18   3.54E-20  3.54E-20
2439.18   3.08E-20  3.08E-20
2440.18   2.75E-20  2.75E-20
2441.18   2.42E-20  2.42E-20
2442.18   2.17E-20  2.17E-20
2443.18   2.17E-20  2.17E-20
2444.18   2.25E-20  2.25E-20
2445.18   2.09E-20  2.09E-20
2446.18   2.58E-20  2.58E-20
2447.18   3.96E-20  3.96E-20
2448.18   4.94E-20  4.94E-20
2449.18   5.14E-20  5.14E-20
2450.18   4.62E-20  4.62E-20
2451.18   3.77E-20  3.77E-20
2452.18   3.03E-20  3.03E-20
2453.18   2.55E-20  2.55E-20
2454.18   2.41E-20  2.41E-20
2455.18   1.93E-20  1.93E-20
2456.18   1.80E-20  1.80E-20
2457.18   1.47E-20  1.47E-20
2458.19   1.55E-20  1.55E-20
2459.19   3.98E-20  3.98E-20
2460.19   4.94E-20  4.94E-20
2461.19   5.02E-20  5.02E-20
2462.19   2.70E-20  2.70E-20
2463.19   3.03E-20  3.03E-20
2464.19   2.08E-20  2.08E-20
2465.19   2.31E-20  2.31E-20
2466.19   1.75E-20  1.75E-20
2467.19   1.63E-20  1.63E-20
2468.19   1.50E-20  1.50E-20
2469.19   1.32E-20  1.32E-20
2470.19   1.35E-20  1.35E-20
2471.19   1.20E-20  1.20E-20
2472.19   1.09E-20  1.09E-20
2473.19   1.11E-20  1.11E-20
2474.19   1.25E-20  1.25E-20
2475.19   1.02E-20  1.02E-20
2476.19   9.46E-21  9.46E-21
2477.19   9.26E-21  9.26E-21
2478.19   9.62E-21  9.62E-21
2479.19   8.12E-21  8.12E-21
2480.19   8.62E-21  8.62E-21
2481.19   7.33E-21  7.33E-21
2482.19   8.17E-21  8.17E-21
2483.19   8.18E-21  8.18E-21
2484.19   7.27E-21  7.27E-21
2485.19   5.91E-21  5.91E-21
2486.19   6.85E-21  6.85E-21
2487.19   7.40E-21  7.40E-21
2488.19   5.69E-21  5.69E-21
2489.19   6.20E-21  6.20E-21
2490.19   7.36E-21  7.36E-21
2491.19   3.39E-20  3.39E-20
2492.19   6.66E-20  6.66E-20
2493.19   3.25E-20  3.25E-20
2494.19   4.23E-20  4.23E-20
2495.19   4.04E-20  4.04E-20
2496.19   2.94E-20  2.94E-20
2497.19   3.40E-20  3.40E-20
2498.19   2.28E-20  2.28E-20
2499.19   1.70E-20  1.70E-20
2500.19   1.99E-20  1.99E-20
2501.19   1.57E-20  1.57E-20
2502.19   1.37E-20  1.37E-20
2503.19   1.76E-20  1.76E-20
2504.19   1.33E-20  1.33E-20
2505.19   1.07E-20  1.07E-20
2506.19   1.29E-20  1.29E-20
2507.19   1.11E-20  1.11E-20
2508.19   9.81E-21  9.81E-21
2509.19   8.92E-21  8.92E-21
2510.19   9.78E-21  9.78E-21
2511.19   9.44E-21  9.44E-21
2512.19   9.10E-21  9.10E-21
2513.19   8.53E-21  8.53E-21
2514.19   8.89E-21  8.89E-21
2515.19   8.67E-21  8.67E-21
2516.19   7.90E-21  7.90E-21
2517.19   8.42E-21  8.42E-21
2518.19   8.72E-21  8.72E-21
2519.19   8.24E-21  8.24E-21
2520.19   8.46E-21  8.46E-21
2521.19   8.21E-21  8.21E-21
2522.19   8.25E-21  8.25E-21
2523.19   9.16E-21  9.16E-21
2524.19   8.85E-21  8.85E-21
2525.19   9.08E-21  9.08E-21
2526.20   8.51E-21  8.51E-21
2527.20   8.56E-21  8.56E-21
2528.20   8.59E-21  8.59E-21
2529.20   9.19E-21  9.19E-21
2530.20   1.00E-20  1.00E-20
2531.20   9.14E-21  9.14E-21
2532.20   9.73E-21  9.73E-21
2533.20   9.36E-21  9.36E-21
2534.20   9.47E-21  9.47E-21
2535.20   9.55E-21  9.55E-21
2536.20   9.54E-21  9.54E-21
2537.20   9.36E-21  9.36E-21
2538.20   9.21E-21  9.21E-21
2539.20   9.82E-21  9.82E-21
2540.20   1.01E-20  1.01E-20
2541.20   1.13E-20  1.13E-20
2542.20   1.10E-20  1.10E-20
2543.20   1.05E-20  1.05E-20
2544.20   1.08E-20  1.08E-20
2545.20   1.03E-20  1.03E-20
2546.20   1.09E-20  1.09E-20
2547.20   1.05E-20  1.05E-20
2548.20   1.03E-20  1.03E-20
2549.20   9.72E-21  9.72E-21
2550.20   1.05E-20  1.05E-20
2551.20   1.05E-20  1.05E-20
2552.20   1.05E-20  1.05E-20
2553.20   9.72E-21  9.72E-21
2554.20   1.02E-20  1.02E-20
2555.20   1.07E-20  1.07E-20
2556.20   1.13E-20  1.13E-20
2557.20   1.08E-20  1.08E-20
2558.20   1.18E-20  1.18E-20
2559.20   1.16E-20  1.16E-20
2560.20   1.20E-20  1.20E-20
2561.20   1.16E-20  1.16E-20
2562.20   1.09E-20  1.09E-20
2563.20   1.06E-20  1.06E-20
2564.20   1.10E-20  1.10E-20
2565.20   1.08E-20  1.08E-20
2566.20   1.07E-20  1.07E-20
2567.20   1.06E-20  1.06E-20
2568.20   1.12E-20  1.12E-20
2569.20   1.14E-20  1.14E-20
2570.20   1.09E-20  1.09E-20
2571.20   1.08E-20  1.08E-20
2572.20   1.15E-20  1.15E-20
2573.20   1.14E-20  1.14E-20
2574.20   1.19E-20  1.19E-20
2575.20   1.17E-20  1.17E-20
2576.20   1.24E-20  1.24E-20
2577.20   1.28E-20  1.28E-20
2578.20   1.38E-20  1.38E-20
2579.20   1.30E-20  1.30E-20
2580.20   1.38E-20  1.38E-20
2581.20   1.31E-20  1.31E-20
2582.20   1.31E-20  1.31E-20
2583.20   1.29E-20  1.29E-20
2584.20   1.31E-20  1.31E-20
2585.20   1.28E-20  1.28E-20
2586.20   1.35E-20  1.35E-20
2587.20   1.33E-20  1.33E-20
2588.20   1.38E-20  1.38E-20
2589.20   1.37E-20  1.37E-20
2590.20   1.42E-20  1.42E-20
2591.20   1.55E-20  1.55E-20
2592.20   1.50E-20  1.50E-20
2593.20   1.49E-20  1.49E-20
2594.21   1.54E-20  1.54E-20
2595.21   1.53E-20  1.53E-20
2596.21   1.51E-20  1.51E-20
2597.21   1.51E-20  1.51E-20
2598.21   1.47E-20  1.47E-20
2599.21   1.52E-20  1.52E-20
2600.21   1.44E-20  1.44E-20
2601.21   1.44E-20  1.44E-20
2602.21   1.39E-20  1.39E-20
2603.21   1.44E-20  1.44E-20
2604.21   1.42E-20  1.42E-20
2605.21   1.40E-20  1.40E-20
2606.21   1.38E-20  1.38E-20
2607.21   1.47E-20  1.47E-20
2608.21   1.43E-20  1.43E-20
2609.21   1.49E-20  1.49E-20
2610.21   1.49E-20  1.49E-20
2611.21   1.59E-20  1.59E-20
2612.21   1.52E-20  1.52E-20
2613.21   1.57E-20  1.57E-20
2614.21   1.60E-20  1.60E-20
2615.21   1.60E-20  1.60E-20
2616.21   1.61E-20  1.61E-20
2617.21   1.72E-20  1.72E-20
2618.21   1.59E-20  1.59E-20
2619.21   1.56E-20  1.56E-20
2620.21   1.59E-20  1.59E-20
2621.21   1.60E-20  1.60E-20
2622.21   1.58E-20  1.58E-20
2623.21   1.60E-20  1.60E-20
2624.21   1.68E-20  1.68E-20
2625.21   1.69E-20  1.69E-20
2626.21   1.76E-20  1.76E-20
2627.21   1.79E-20  1.79E-20
2628.21   1.84E-20  1.84E-20
2629.21   1.94E-20  1.94E-20
2630.21   1.91E-20  1.91E-20
2631.21   1.91E-20  1.91E-20
2632.21   1.93E-20  1.93E-20
2633.21   1.95E-20  1.95E-20
2634.21   1.94E-20  1.94E-20
2635.21   1.93E-20  1.93E-20
2636.21   1.95E-20  1.95E-20
2637.21   1.92E-20  1.92E-20
2638.21   1.99E-20  1.99E-20
2639.21   1.96E-20  1.96E-20
2640.21   1.96E-20  1.96E-20
2641.21   1.97E-20  1.97E-20
2642.21   2.00E-20  2.00E-20
2643.21   1.94E-20  1.94E-20
2644.21   1.98E-20  1.98E-20
2645.21   1.98E-20  1.98E-20
2646.21   2.02E-20  2.02E-20
2647.21   2.04E-20  2.04E-20
2648.21   2.06E-20  2.06E-20
2649.21   2.12E-20  2.12E-20
2650.21   2.12E-20  2.12E-20
2651.21   2.14E-20  2.14E-20
2652.21   2.17E-20  2.17E-20
2653.21   2.19E-20  2.19E-20
2654.21   2.17E-20  2.17E-20
2655.21   2.18E-20  2.18E-20
2656.21   2.15E-20  2.15E-20
2657.21   2.15E-20  2.15E-20
2658.21   2.17E-20  2.17E-20
2659.21   2.11E-20  2.11E-20
2660.21   2.13E-20  2.13E-20
