# Lack of isotopic sprctrum
0          References for Cross Section of 34H2S     Total                                                                       
Lambda = 1800 - 2600 A                                                         
    Wu and Chen, 1998
Lambda = 2600 - 3700 A
    Grosch et al., 2015
Lambda = 3700 - 4000 A
    No Data

0 Branching ratio for 34H2S      Total        0 branches
Lambda  Total   34SH/H
1800.00 	1.8900E-18	1.8900E-18
1800.20 	1.8970E-18	1.8970E-18
1800.40 	1.8980E-18	1.8980E-18
1800.60 	1.9020E-18	1.9020E-18
1800.80 	1.9060E-18	1.9060E-18
1801.00 	1.9080E-18	1.9080E-18
1801.20 	1.9120E-18	1.9120E-18
1801.40 	1.9150E-18	1.9150E-18
1801.60 	1.9200E-18	1.9200E-18
1801.80 	1.9240E-18	1.9240E-18
1802.00 	1.9270E-18	1.9270E-18
1802.20 	1.9300E-18	1.9300E-18
1802.40 	1.9320E-18	1.9320E-18
1802.60 	1.9350E-18	1.9350E-18
1802.80 	1.9400E-18	1.9400E-18
1803.00 	1.9450E-18	1.9450E-18
1803.20 	1.9470E-18	1.9470E-18
1803.40 	1.9500E-18	1.9500E-18
1803.60 	1.9530E-18	1.9530E-18
1803.80 	1.9570E-18	1.9570E-18
1804.00 	1.9620E-18	1.9620E-18
1804.20 	1.9670E-18	1.9670E-18
1804.40 	1.9710E-18	1.9710E-18
1804.60 	1.9760E-18	1.9760E-18
1804.80 	1.9770E-18	1.9770E-18
1805.00 	1.9790E-18	1.9790E-18
1805.20 	1.9840E-18	1.9840E-18
1805.40 	1.9850E-18	1.9850E-18
1805.60 	1.9900E-18	1.9900E-18
1805.80 	1.9950E-18	1.9950E-18
1806.00 	2.0010E-18	2.0010E-18
1806.20 	2.0050E-18	2.0050E-18
1806.40 	2.0090E-18	2.0090E-18
1806.60 	2.0110E-18	2.0110E-18
1806.80 	2.0180E-18	2.0180E-18
1807.00 	2.0200E-18	2.0200E-18
1807.20 	2.0230E-18	2.0230E-18
1807.40 	2.0260E-18	2.0260E-18
1807.60 	2.0320E-18	2.0320E-18
1807.80 	2.0360E-18	2.0360E-18
1808.00 	2.0400E-18	2.0400E-18
1808.20 	2.0450E-18	2.0450E-18
1808.40 	2.0490E-18	2.0490E-18
1808.60 	2.0550E-18	2.0550E-18
1808.80 	2.0590E-18	2.0590E-18
1809.00 	2.0660E-18	2.0660E-18
1809.20 	2.0710E-18	2.0710E-18
1809.40 	2.0740E-18	2.0740E-18
1809.60 	2.0800E-18	2.0800E-18
1809.80 	2.0810E-18	2.0810E-18
1810.00 	2.0890E-18	2.0890E-18
1810.20 	2.0950E-18	2.0950E-18
1810.40 	2.0980E-18	2.0980E-18
1810.60 	2.1070E-18	2.1070E-18
1810.80 	2.1110E-18	2.1110E-18
1811.00 	2.1160E-18	2.1160E-18
1811.20 	2.1190E-18	2.1190E-18
1811.40 	2.1260E-18	2.1260E-18
1811.60 	2.1310E-18	2.1310E-18
1811.80 	2.1380E-18	2.1380E-18
1812.00 	2.1470E-18	2.1470E-18
1812.20 	2.1490E-18	2.1490E-18
1812.40 	2.1540E-18	2.1540E-18
1812.60 	2.1610E-18	2.1610E-18
1812.80 	2.1660E-18	2.1660E-18
1813.00 	2.1750E-18	2.1750E-18
1813.20 	2.1820E-18	2.1820E-18
1813.40 	2.1850E-18	2.1850E-18
1813.60 	2.1910E-18	2.1910E-18
1813.80 	2.1980E-18	2.1980E-18
1814.00 	2.2060E-18	2.2060E-18
1814.20 	2.2150E-18	2.2150E-18
1814.40 	2.2180E-18	2.2180E-18
1814.60 	2.2230E-18	2.2230E-18
1814.80 	2.2310E-18	2.2310E-18
1815.00 	2.2370E-18	2.2370E-18
1815.20 	2.2430E-18	2.2430E-18
1815.40 	2.2550E-18	2.2550E-18
1815.60 	2.2620E-18	2.2620E-18
1815.80 	2.2660E-18	2.2660E-18
1816.00 	2.2740E-18	2.2740E-18
1816.20 	2.2830E-18	2.2830E-18
1816.40 	2.2880E-18	2.2880E-18
1816.60 	2.2940E-18	2.2940E-18
1816.80 	2.3070E-18	2.3070E-18
1817.00 	2.3100E-18	2.3100E-18
1817.20 	2.3160E-18	2.3160E-18
1817.40 	2.3240E-18	2.3240E-18
1817.60 	2.3300E-18	2.3300E-18
1817.80 	2.3380E-18	2.3380E-18
1818.00 	2.3430E-18	2.3430E-18
1818.20 	2.3540E-18	2.3540E-18
1818.40 	2.3600E-18	2.3600E-18
1818.60 	2.3680E-18	2.3680E-18
1818.80 	2.3770E-18	2.3770E-18
1819.00 	2.3840E-18	2.3840E-18
1819.20 	2.3920E-18	2.3920E-18
1819.40 	2.4000E-18	2.4000E-18
1819.60 	2.4040E-18	2.4040E-18
1819.80 	2.4140E-18	2.4140E-18
1820.00 	2.4200E-18	2.4200E-18
1820.20 	2.4290E-18	2.4290E-18
1820.40 	2.4370E-18	2.4370E-18
1820.60 	2.4450E-18	2.4450E-18
1820.80 	2.4540E-18	2.4540E-18
1821.00 	2.4610E-18	2.4610E-18
1821.20 	2.4660E-18	2.4660E-18
1821.40 	2.4730E-18	2.4730E-18
1821.60 	2.4850E-18	2.4850E-18
1821.80 	2.4920E-18	2.4920E-18
1822.00 	2.5020E-18	2.5020E-18
1822.20 	2.5080E-18	2.5080E-18
1822.40 	2.5150E-18	2.5150E-18
1822.60 	2.5260E-18	2.5260E-18
1822.80 	2.5310E-18	2.5310E-18
1823.00 	2.5380E-18	2.5380E-18
1823.20 	2.5470E-18	2.5470E-18
1823.40 	2.5530E-18	2.5530E-18
1823.60 	2.5600E-18	2.5600E-18
1823.80 	2.5660E-18	2.5660E-18
