0 Branching ratio for HCN     Total         1 branches
Lambda         Total      CN/H
3844.39   0   0
3845.39   0   0
3846.39   0   0
3847.39   0   0
3848.39   0   0
3849.39   0   0
3850.39   0   0
3851.39   0   0
3852.39   0   0
3853.39   0   0
3854.39   0   0
3855.39   0   0
3856.39   0   0
3857.39   0   0
3858.39   0   0
3859.39   0   0
3860.39   0   0
3861.39   0   0
3862.39   0   0
3863.39   0   0
3864.39   0   0
3865.39   0   0
3866.39   0   0
3867.39   0   0
3868.39   0   0
3869.39   0   0
3870.39   0   0
3871.39   0   0
3872.39   0   0
3873.39   0   0
3874.39   0   0
3875.39   0   0
3876.39   0   0
3877.39   0   0
3878.39   0   0
3879.39   0   0
3880.39   0   0
3881.39   0   0
3882.39   0   0
3883.39   0   0
3884.39   0   0
3885.39   0   0
3886.4   0   0
3887.4   0   0
3888.4   0   0
3889.4   0   0
3890.4   0   0
3891.4   0   0
3892.4   0   0
3893.4   0   0
3894.4   0   0
3895.4   0   0
3896.4   0   0
3897.4   0   0
3898.4   0   0
3899.4   0   0
3900.4   0   0
3901.4   0   0
3902.4   0   0
3903.4   0   0
3904.4   0   0
3905.4   0   0
3906.4   0   0
3907.4   0   0
3908.4   0   0
3909.4   0   0
3910.4   0   0
3911.4   0   0
3912.4   0   0
3913.4   0   0
3914.4   0   0
3915.4   0   0
3916.4   0   0
3917.4   0   0
3918.4   0   0
3919.4   0   0
3920.4   0   0
3921.4   0   0
3922.4   0   0
3923.4   0   0
3924.4   0   0
3925.4   0   0
3926.4   0   0
3927.4   0   0
3928.4   0   0
3929.4   0   0
3930.4   0   0
3931.4   0   0
3932.4   0   0
3933.4   0   0
3934.4   0   0
3935.4   0   0
3936.4   0   0
3937.4   0   0
3938.4   0   0
3939.4   0   0
3940.4   0   0
3941.4   0   0
3942.4   0   0
3943.4   0   0
3944.4   0   0
3945.4   0   0
3946.4   0   0
3947.4   0   0
3948.4   0   0
3949.4   0   0
3950.4   0   0
3951.4   0   0
3952.4   0   0
3953.4   0   0
3954.41   0   0
3955.41   0   0
3956.41   0   0
3957.41   0   0
3958.41   0   0
3959.41   0   0
3960.41   0   0
3961.41   0   0
3962.41   0   0
3963.41   0   0
3964.41   0   0
3965.41   0   0
3966.41   0   0
3967.41   0   0
3968.41   0   0
3969.41   0   0
3970.41   0   0
3971.41   0   0
3972.41   0   0
3973.41   0   0
3974.41   0   0
3975.41   0   0
3976.41   0   0
3977.41   0   0
3978.41   0   0
3979.41   0   0
3980.41   0   0
3981.41   0   0
3982.41   0   0
3983.41   0   0
3984.41   0   0
3985.41   0   0
3986.41   0   0
3987.41   0   0
3988.41   0   0
3989.41   0   0
3990.41   0   0
3991.41   0   0
3992.41   0   0
3993.41   0   0
3994.41   0   0
3995.41   0   0
3996.41   0   0
3997.41   0   0
3998.41   0   0
3999.41   0   0
4000.41   0   0
4001.41   0   0
4002.41   0   0
4003.41   0   0
4004.41   0   0
4005.41   0   0
4006.41   0   0
4007.41   0   0
4008.41   0   0
4009.41   0   0
4010.41   0   0
4011.41   0   0
4012.41   0   0
4013.41   0   0
4014.41   0   0
4015.41   0   0
4016.41   0   0
4017.41   0   0
4018.41   0   0
4019.41   0   0
4020.41   0   0
4021.41   0   0
4022.42   0   0
4023.42   0   0
4024.42   0   0
4025.42   0   0
4026.42   0   0
4027.42   0   0
4028.42   0   0
4029.42   0   0
4030.42   0   0
4031.42   0   0
4032.42   0   0
4033.42   0   0
4034.42   0   0
4035.42   0   0
4036.42   0   0
4037.42   0   0
4038.42   0   0
4039.42   0   0
4040.42   0   0
4041.42   0   0
4042.42   0   0
4043.42   0   0
4044.42   0   0
4045.42   0   0
4046.42   0   0
4047.42   0   0
4048.42   0   0
4049.42   0   0
4050.42   0   0
4051.42   0   0
4052.42   0   0
4053.42   0   0
4054.42   0   0
4055.42   0   0
4056.42   0   0
4057.42   0   0
4058.42   0   0
4059.42   0   0
4060.42   0   0
4061.42   0   0
4062.42   0   0
4063.42   0   0
4064.42   0   0
4065.42   0   0
4066.42   0   0
4067.42   0   0
4068.42   0   0
4069.42   0   0
4070.42   0   0
4071.42   0   0
4072.42   0   0
4073.42   0   0
4074.42   0   0
4075.42   0   0
4076.42   0   0
4077.42   0   0
4078.42   0   0
4079.42   0   0
4080.42   0   0
4081.42   0   0
4082.42   0   0
4083.42   0   0
4084.42   0   0
4085.42   0   0
4086.42   0   0
4087.42   0   0
4088.42   0   0
4089.42   0   0
4090.43   0   0
4091.43   0   0
4092.43   0   0
4093.43   0   0
4094.43   0   0
4095.43   0   0
4096.43   0   0
4097.43   0   0
4098.43   0   0
4099.43   0   0
4100.43   0   0
4101.43   0   0
4102.43   0   0
4103.43   0   0
4104.43   0   0
4105.43   0   0
4106.43   0   0
4107.43   0   0
4108.43   0   0
4109.43   0   0
4110.43   0   0
4111.43   0   0
4112.43   0   0
4113.43   0   0
4114.43   0   0
4115.43   0   0
4116.43   0   0
4117.43   0   0
4118.43   0   0
4119.43   0   0
4120.43   0   0
4121.43   0   0
4122.43   0   0
4123.43   0   0
4124.43   0   0
4125.43   0   0
4126.43   0   0
4127.43   0   0
4128.43   0   0
4129.43   0   0
4130.43   0   0
4131.43   0   0
4132.43   0   0
4133.43   0   0
4134.43   0   0
4135.43   0   0
4136.43   0   0
4137.43   0   0
4138.43   0   0
4139.43   0   0
4140.43   0   0
4141.43   0   0
4142.43   0   0
4143.43   0   0
4144.43   0   0
4145.43   0   0
4146.43   0   0
4147.43   0   0
4148.43   0   0
4149.43   0   0
4150.43   0   0
4151.43   0   0
4152.43   0   0
4153.43   0   0
4154.43   0   0
4155.43   0   0
4156.43   0   0
4157.43   0   0
4158.44   0   0
4159.44   0   0
4160.44   0   0
4161.44   0   0
4162.44   0   0
4163.44   0   0
4164.44   0   0
4165.44   0   0
4166.44   0   0
4167.44   0   0
4168.44   0   0
4169.44   0   0
4170.44   0   0
4171.44   0   0
4172.44   0   0
4173.44   0   0
4174.44   0   0
4175.44   0   0
4176.44   0   0
4177.44   0   0
4178.44   0   0
4179.44   0   0
4180.44   0   0
4181.44   0   0
4182.44   0   0
4183.44   0   0
4184.44   0   0
4185.44   0   0
4186.44   0   0
4187.44   0   0
4188.44   0   0
4189.44   0   0
4190.44   0   0
4191.44   0   0
4192.44   0   0
4193.44   0   0
4194.44   0   0
4195.44   0   0
4196.44   0   0
4197.44   0   0
4198.44   0   0
4199.44   0   0
4200.44   0   0
4201.44   0   0
4202.44   0   0
4203.44   0   0
4204.44   0   0
4205.44   0   0
4206.44   0   0
4207.44   0   0
4208.44   0   0
4209.44   0   0
4210.44   0   0
4211.44   0   0
4212.44   0   0
4213.44   0   0
4214.44   0   0
4215.44   0   0
4216.44   0   0
4217.44   0   0
4218.44   0   0
4219.44   0   0
4220.44   0   0
4221.44   0   0
4222.44   0   0
4223.44   0   0
4224.44   0   0
4225.44   0   0
4226.45   0   0
4227.45   0   0
4228.45   0   0
4229.45   0   0
4230.45   0   0
4231.45   0   0
4232.45   0   0
4233.45   0   0
4234.45   0   0
4235.45   0   0
4236.45   0   0
4237.45   0   0
4238.45   0   0
4239.45   0   0
4240.45   0   0
4241.45   0   0
4242.45   0   0
4243.45   0   0
4244.45   0   0
4245.45   0   0
4246.45   0   0
4247.45   0   0
4248.45   0   0
4249.45   0   0
4250.45   0   0
4251.45   0   0
4252.45   0   0
4253.45   0   0
4254.45   0   0
4255.45   0   0
4256.45   0   0
4257.45   0   0
4258.45   0   0
4259.45   0   0
4260.45   0   0
4261.45   0   0
4262.45   0   0
4263.45   0   0
4264.45   0   0
4265.45   0   0
4266.45   0   0
4267.45   0   0
4268.45   0   0
4269.45   0   0
4270.45   0   0
4271.45   0   0
4272.45   0   0
4273.45   0   0
4274.45   0   0
4275.45   0   0
4276.45   0   0
4277.45   0   0
4278.45   0   0
4279.45   0   0
4280.45   0   0
4281.45   0   0
4282.45   0   0
4283.45   0   0
4284.45   0   0
4285.45   0   0
4286.45   0   0
4287.45   0   0
4288.45   0   0
4289.45   0   0
4290.45   0   0
4291.45   0   0
4292.45   0   0
4293.45   0   0
4294.46   0   0
4295.46   0   0
4296.46   0   0
4297.46   0   0
4298.46   0   0
4299.46   0   0
4300.46   0   0
4301.46   0   0
4302.46   0   0
4303.46   0   0
4304.46   0   0
4305.46   0   0
4306.46   0   0
4307.46   0   0
4308.46   0   0
4309.46   0   0
4310.46   0   0
4311.46   0   0
4312.46   0   0
4313.46   0   0
4314.46   0   0
4315.46   0   0
4316.46   0   0
4317.46   0   0
4318.46   0   0
4319.46   0   0
4320.46   0   0
4321.46   0   0
4322.46   0   0
4323.46   0   0
4324.46   0   0
4325.46   0   0
4326.46   0   0
4327.46   0   0
4328.46   0   0
4329.46   0   0
4330.46   0   0
4331.46   0   0
4332.46   0   0
4333.46   0   0
4334.46   0   0
4335.46   0   0
4336.46   0   0
4337.46   0   0
4338.46   0   0
4339.46   0   0
4340.46   0   0
4341.46   0   0
4342.46   0   0
4343.46   0   0
4344.46   0   0
4345.46   0   0
4346.46   0   0
4347.46   0   0
4348.46   0   0
4349.46   0   0
4350.46   0   0
4351.46   0   0
4352.46   0   0
4353.46   0   0
4354.46   0   0
4355.46   0   0
4356.46   0   0
4357.46   0   0
4358.46   0   0
4359.46   0   0
4360.46   0   0
4361.46   0   0
4362.47   0   0
4363.47   0   0
4364.47   0   0
4365.47   0   0
4366.47   0   0
4367.47   0   0
4368.47   0   0
4369.47   0   0
4370.47   0   0
4371.47   0   0
4372.47   0   0
4373.47   0   0
4374.47   0   0
4375.47   0   0
4376.47   0   0
4377.47   0   0
4378.47   0   0
4379.47   0   0
4380.47   0   0
4381.47   0   0
4382.47   0   0
4383.47   0   0
4384.47   0   0
4385.47   0   0
4386.47   0   0
4387.47   0   0
4388.47   0   0
4389.47   0   0
4390.47   0   0
4391.47   0   0
4392.47   0   0
4393.47   0   0
4394.47   0   0
4395.47   0   0
4396.47   0   0
4397.47   0   0
4398.47   0   0
4399.47   0   0
4400.47   0   0
4401.47   0   0
4402.47   0   0
4403.47   0   0
4404.47   0   0
4405.47   0   0
4406.47   0   0
4407.47   0   0
4408.47   0   0
4409.47   0   0
4410.47   0   0
4411.47   0   0
4412.47   0   0
4413.47   0   0
4414.47   0   0
4415.47   0   0
4416.47   0   0
4417.47   0   0
4418.47   0   0
4419.47   0   0
4420.47   0   0
4421.47   0   0
4422.47   0   0
4423.47   0   0
4424.47   0   0
4425.47   0   0
4426.47   0   0
4427.47   0   0
4428.47   0   0
4429.47   0   0
4430.48   0   0
4431.48   0   0
4432.48   0   0
4433.48   0   0
4434.48   0   0
4435.48   0   0
4436.48   0   0
4437.48   0   0
4438.48   0   0
4439.48   0   0
4440.48   0   0
4441.48   0   0
4442.48   0   0
4443.48   0   0
4444.48   0   0
4445.48   0   0
4446.48   0   0
4447.48   0   0
4448.48   0   0
4449.48   0   0
4450.48   0   0
4451.48   0   0
4452.48   0   0
4453.48   0   0
4454.48   0   0
4455.48   0   0
4456.48   0   0
4457.48   0   0
4458.48   0   0
4459.48   0   0
4460.48   0   0
4461.48   0   0
4462.48   0   0
4463.48   0   0
4464.48   0   0
4465.48   0   0
4466.48   0   0
4467.48   0   0
4468.48   0   0
4469.48   0   0
4470.48   0   0
4471.48   0   0
4472.48   0   0
4473.48   0   0
4474.48   0   0
4475.48   0   0
4476.48   0   0
4477.48   0   0
4478.48   0   0
4479.48   0   0
4480.48   0   0
4481.48   0   0
4482.48   0   0
4483.48   0   0
4484.48   0   0
4485.48   0   0
4486.48   0   0
4487.48   0   0
4488.48   0   0
4489.48   0   0
4490.48   0   0
4491.48   0   0
4492.48   0   0
4493.48   0   0
4494.48   0   0
4495.48   0   0
4496.48   0   0
4497.48   0   0
4498.49   0   0
4499.49   0   0
4500.49   0   0
4501.49   0   0
4502.49   0   0
4503.49   0   0
4504.49   0   0
4505.49   0   0
4506.49   0   0
4507.49   0   0
4508.49   0   0
4509.49   0   0
4510.49   0   0
4511.49   0   0
4512.49   0   0
4513.49   0   0
4514.49   0   0
4515.49   0   0
4516.49   0   0
4517.49   0   0
4518.49   0   0
4519.49   0   0
4520.49   0   0
4521.49   0   0
4522.49   0   0
4523.49   0   0
4524.49   0   0
4525.49   0   0
4526.49   0   0
4527.49   0   0
4528.49   0   0
4529.49   0   0
4530.49   0   0
4531.49   0   0
4532.49   0   0
4533.49   0   0
4534.49   0   0
4535.49   0   0
4536.49   0   0
4537.49   0   0
4538.49   0   0
4539.49   0   0
4540.49   0   0
4541.49   0   0
4542.49   0   0
4543.49   0   0
4544.49   0   0
4545.49   0   0
4546.49   0   0
4547.49   0   0
4548.49   0   0
4549.49   0   0
4550.49   0   0
4551.49   0   0
4552.49   0   0
4553.49   0   0
4554.49   0   0
4555.49   0   0
4556.49   0   0
4557.49   0   0
4558.49   0   0
4559.49   0   0
4560.49   0   0
4561.49   0   0
4562.49   0   0
4563.49   0   0
4564.49   0   0
4565.49   0   0
4566.5   0   0
4567.5   0   0
4568.5   0   0
4569.5   0   0
4570.5   0   0
4571.5   0   0
4572.5   0   0
4573.5   0   0
4574.5   0   0
4575.5   0   0
4576.5   0   0
4577.5   0   0
4578.5   0   0
4579.5   0   0
4580.5   0   0
4581.5   0   0
4582.5   0   0
4583.5   0   0
4584.5   0   0
4585.5   0   0
4586.5   0   0
4587.5   0   0
4588.5   0   0
4589.5   0   0
4590.5   0   0
4591.5   0   0
4592.5   0   0
4593.5   0   0
4594.5   0   0
4595.5   0   0
4596.5   0   0
4597.5   0   0
4598.5   0   0
4599.5   0   0
4600.5   0   0
4601.5   0   0
4602.5   0   0
4603.5   0   0
4604.5   0   0
4605.5   0   0
4606.5   0   0
4607.5   0   0
4608.5   0   0
4609.5   0   0
4610.5   0   0
4611.5   0   0
4612.5   0   0
4613.5   0   0
4614.5   0   0
4615.5   0   0
4616.5   0   0
4617.5   0   0
4618.5   0   0
4619.5   0   0
4620.5   0   0
4621.5   0   0
4622.5   0   0
4623.5   0   0
4624.5   0   0
4625.5   0   0
4626.5   0   0
4627.5   0   0
4628.5   0   0
4629.5   0   0
4630.5   0   0
4631.5   0   0
4632.5   0   0
4633.5   0   0
4634.51   0   0
4635.51   0   0
4636.51   0   0
4637.51   0   0
4638.51   0   0
4639.51   0   0
4640.51   0   0
4641.51   0   0
4642.51   0   0
4643.51   0   0
4644.51   0   0
4645.51   0   0
4646.51   0   0
4647.51   0   0
4648.51   0   0
4649.51   0   0
4650.51   0   0
4651.51   0   0
4652.51   0   0
4653.51   0   0
4654.51   0   0
4655.51   0   0
4656.51   0   0
4657.51   0   0
4658.51   0   0
4659.51   0   0
4660.51   0   0
4661.51   0   0
4662.51   0   0
4663.51   0   0
4664.51   0   0
4665.51   0   0
4666.51   0   0
4667.51   0   0
4668.51   0   0
4669.51   0   0
4670.51   0   0
4671.51   0   0
4672.51   0   0
4673.51   0   0
4674.51   0   0
4675.51   0   0
4676.51   0   0
4677.51   0   0
4678.51   0   0
4679.51   0   0
4680.51   0   0
4681.51   0   0
4682.51   0   0
4683.51   0   0
4684.51   0   0
4685.51   0   0
4686.51   0   0
4687.51   0   0
4688.51   0   0
4689.51   0   0
4690.51   0   0
4691.51   0   0
4692.51   0   0
4693.51   0   0
4694.51   0   0
4695.51   0   0
4696.51   0   0
4697.51   0   0
4698.51   0   0
4699.51   0   0
4700.51   0   0
4701.51   0   0
4702.52   0   0
4703.52   0   0
4704.52   0   0
4705.52   0   0
4706.52   0   0
4707.52   0   0
4708.52   0   0
4709.52   0   0
4710.52   0   0
4711.52   0   0
4712.52   0   0
4713.52   0   0
4714.52   0   0
4715.52   0   0
4716.52   0   0
4717.52   0   0
4718.52   0   0
4719.52   0   0
4720.52   0   0
4721.52   0   0
4722.52   0   0
4723.52   0   0
4724.52   0   0
4725.52   0   0
4726.52   0   0
4727.52   0   0
4728.52   0   0
4729.52   0   0
4730.52   0   0
4731.52   0   0
4732.52   0   0
4733.52   0   0
4734.52   0   0
4735.52   0   0
4736.52   0   0
4737.52   0   0
4738.52   0   0
4739.52   0   0
4740.52   0   0
4741.52   0   0
4742.52   0   0
4743.52   0   0
4744.52   0   0
4745.52   0   0
4746.52   0   0
4747.52   0   0
4748.52   0   0
4749.52   0   0
4750.52   0   0
4751.52   0   0
4752.52   0   0
4753.52   0   0
4754.52   0   0
4755.52   0   0
4756.52   0   0
4757.52   0   0
4758.52   0   0
4759.52   0   0
4760.52   0   0
4761.52   0   0
4762.52   0   0
4763.52   0   0
4764.52   0   0
4765.52   0   0
4766.52   0   0
4767.52   0   0
4768.52   0   0
4769.52   0   0
4770.53   0   0
4771.53   0   0
4772.53   0   0
4773.53   0   0
4774.53   0   0
4775.53   0   0
4776.53   0   0
4777.53   0   0
4778.53   0   0
4779.53   0   0
4780.53   0   0
4781.53   0   0
4782.53   0   0
4783.53   0   0
4784.53   0   0
4785.53   0   0
4786.53   0   0
4787.53   0   0
4788.53   0   0
4789.53   0   0
4790.53   0   0
4791.53   0   0
4792.53   0   0
4793.53   0   0
4794.53   0   0
4795.53   0   0
4796.53   0   0
4797.53   0   0
4798.53   0   0
4799.53   0   0
4800.53   0   0
4801.53   0   0
4802.53   0   0
4803.53   0   0
4804.53   0   0
4805.53   0   0
4806.53   0   0
4807.53   0   0
4808.53   0   0
4809.53   0   0
4810.53   0   0
4811.53   0   0
4812.53   0   0
4813.53   0   0
4814.53   0   0
4815.53   0   0
4816.53   0   0
4817.53   0   0
4818.53   0   0
4819.53   0   0
4820.53   0   0
4821.53   0   0
4822.53   0   0
4823.53   0   0
4824.53   0   0
4825.53   0   0
4826.53   0   0
4827.53   0   0
4828.53   0   0
4829.53   0   0
4830.53   0   0
4831.53   0   0
4832.53   0   0
4833.53   0   0
4834.53   0   0
4835.53   0   0
4836.53   0   0
4837.53   0   0
4838.54   0   0
4839.54   0   0
4840.54   0   0
4841.54   0   0
4842.54   0   0
4843.54   0   0
4844.54   0   0
4845.54   0   0
4846.54   0   0
4847.54   0   0
4848.54   0   0
4849.54   0   0
4850.54   0   0
4851.54   0   0
4852.54   0   0
4853.54   0   0
4854.54   0   0
4855.54   0   0
4856.54   0   0
4857.54   0   0
4858.54   0   0
4859.54   0   0
4860.54   0   0
4861.54   0   0
4862.54   0   0
4863.54   0   0
4864.54   0   0
4865.54   0   0
4866.54   0   0
4867.54   0   0
4868.54   0   0
4869.54   0   0
4870.54   0   0
4871.54   0   0
4872.54   0   0
4873.54   0   0
4874.54   0   0
4875.54   0   0
4876.54   0   0
4877.54   0   0
4878.54   0   0
4879.54   0   0
4880.54   0   0
4881.54   0   0
4882.54   0   0
4883.54   0   0
4884.54   0   0
4885.54   0   0
4886.54   0   0
4887.54   0   0
4888.54   0   0
4889.54   0   0
4890.54   0   0
4891.54   0   0
4892.54   0   0
4893.54   0   0
4894.54   0   0
4895.54   0   0
4896.54   0   0
4897.54   0   0
4898.54   0   0
4899.54   0   0
4900.54   0   0
4901.54   0   0
4902.54   0   0
4903.54   0   0
4904.54   0   0
4905.54   0   0
4906.55   0   0
4907.55   0   0
4908.55   0   0
4909.55   0   0
4910.55   0   0
4911.55   0   0
4912.55   0   0
4913.55   0   0
4914.55   0   0
4915.55   0   0
4916.55   0   0
4917.55   0   0
4918.55   0   0
4919.55   0   0
4920.55   0   0
4921.55   0   0
4922.55   0   0
4923.55   0   0
4924.55   0   0
4925.55   0   0
4926.55   0   0
4927.55   0   0
4928.55   0   0
4929.55   0   0
4930.55   0   0
4931.55   0   0
4932.55   0   0
4933.55   0   0
4934.55   0   0
4935.55   0   0
4936.55   0   0
4937.55   0   0
4938.55   0   0
4939.55   0   0
4940.55   0   0
4941.55   0   0
4942.55   0   0
4943.55   0   0
4944.55   0   0
4945.55   0   0
4946.55   0   0
4947.55   0   0
4948.55   0   0
4949.55   0   0
4950.55   0   0
4951.55   0   0
4952.55   0   0
4953.55   0   0
4954.55   0   0
4955.55   0   0
4956.55   0   0
4957.55   0   0
4958.55   0   0
4959.55   0   0
4960.55   0   0
4961.55   0   0
4962.55   0   0
4963.55   0   0
4964.55   0   0
4965.55   0   0
4966.55   0   0
4967.55   0   0
4968.55   0   0
4969.55   0   0
4970.55   0   0
4971.55   0   0
4972.55   0   0
4973.55   0   0
4974.56   0   0
4975.56   0   0
4976.56   0   0
4977.56   0   0
4978.56   0   0
4979.56   0   0
4980.56   0   0
4981.56   0   0
4982.56   0   0
4983.56   0   0
4984.56   0   0
4985.56   0   0
4986.56   0   0
4987.56   0   0
4988.56   0   0
4989.56   0   0
4990.56   0   0
4991.56   0   0
4992.56   0   0
4993.56   0   0
4994.56   0   0
4995.56   0   0
4996.56   0   0
4997.56   0   0
4998.56   0   0
4999.56   0   0
5000.56   0   0
5001.56   0   0
5002.56   0   0
5003.56   0   0
5004.56   0   0
5005.56   0   0
5006.56   0   0
5007.56   0   0
5008.56   0   0
5009.56   0   0
5010.56   0   0
5011.56   0   0
5012.56   0   0
5013.56   0   0
5014.56   0   0
5015.56   0   0
5016.56   0   0
5017.56   0   0
5018.56   0   0
5019.56   0   0
5020.56   0   0
5021.56   0   0
5022.56   0   0
5023.56   0   0
5024.56   0   0
5025.56   0   0
5026.56   0   0
5027.56   0   0
5028.56   0   0
5029.56   0   0
5030.56   0   0
5031.56   0   0
5032.56   0   0
5033.56   0   0
5034.56   0   0
5035.56   0   0
5036.56   0   0
5037.56   0   0
5038.56   0   0
5039.56   0   0
5040.56   0   0
5041.56   0   0
5042.57   0   0
5043.57   0   0
5044.57   0   0
5045.57   0   0
5046.57   0   0
5047.57   0   0
5048.57   0   0
5049.57   0   0
5050.57   0   0
5051.57   0   0
5052.57   0   0
5053.57   0   0
5054.57   0   0
5055.57   0   0
5056.57   0   0
5057.57   0   0
5058.57   0   0
5059.57   0   0
5060.57   0   0
5061.57   0   0
5062.57   0   0
5063.57   0   0
5064.57   0   0
5065.57   0   0
5066.57   0   0
5067.57   0   0
5068.57   0   0
5069.57   0   0
5070.57   0   0
5071.57   0   0
5072.57   0   0
5073.57   0   0
5074.57   0   0
5075.57   0   0
5076.57   0   0
5077.57   0   0
5078.57   0   0
5079.57   0   0
5080.57   0   0
5081.57   0   0
5082.57   0   0
5083.57   0   0
5084.57   0   0
5085.57   0   0
5086.57   0   0
5087.57   0   0
5088.57   0   0
5089.57   0   0
5090.57   0   0
5091.57   0   0
5092.57   0   0
5093.57   0   0
5094.57   0   0
5095.57   0   0
5096.57   0   0
5097.57   0   0
5098.57   0   0
5099.57   0   0
5100.57   0   0
5101.57   0   0
5102.57   0   0
5103.57   0   0
5104.57   0   0
5105.57   0   0
5106.57   0   0
5107.57   0   0
5108.57   0   0
5109.57   0   0
5110.58   0   0
5111.58   0   0
5112.58   0   0
5113.58   0   0
5114.58   0   0
5115.58   0   0
5116.58   0   0
5117.58   0   0
5118.58   0   0
5119.58   0   0
5120.58   0   0
5121.58   0   0
5122.58   0   0
5123.58   0   0
5124.58   0   0
5125.58   0   0
5126.58   0   0
5127.58   0   0
5128.58   0   0
5129.58   0   0
5130.58   0   0
5131.58   0   0
5132.58   0   0
5133.58   0   0
5134.58   0   0
5135.58   0   0
5136.58   0   0
5137.58   0   0
5138.58   0   0
5139.58   0   0
5140.58   0   0
5141.58   0   0
5142.58   0   0
5143.58   0   0
5144.58   0   0
5145.58   0   0
5146.58   0   0
5147.58   0   0
5148.58   0   0
5149.58   0   0
5150.58   0   0
5151.58   0   0
5152.58   0   0
5153.58   0   0
5154.58   0   0
5155.58   0   0
5156.58   0   0
5157.58   0   0
5158.58   0   0
5159.58   0   0
5160.58   0   0
5161.58   0   0
5162.58   0   0
5163.58   0   0
5164.58   0   0
5165.58   0   0
5166.58   0   0
5167.58   0   0
5168.58   0   0
5169.58   0   0
5170.58   0   0
5171.58   0   0
5172.58   0   0
5173.58   0   0
5174.58   0   0
5175.58   0   0
5176.58   0   0
5177.58   0   0
5178.59   0   0
5179.59   0   0
5180.59   0   0
5181.59   0   0
5182.59   0   0
5183.59   0   0
5184.59   0   0
5185.59   0   0
5186.59   0   0
5187.59   0   0
5188.59   0   0
5189.59   0   0
5190.59   0   0
5191.59   0   0
5192.59   0   0
5193.59   0   0
5194.59   0   0
5195.59   0   0
5196.59   0   0
5197.59   0   0
5198.59   0   0
5199.59   0   0
5200.59   0   0
5201.59   0   0
5202.59   0   0
5203.59   0   0
5204.59   0   0
5205.59   0   0
5206.59   0   0
5207.59   0   0
5208.59   0   0
5209.59   0   0
5210.59   0   0
5211.59   0   0
5212.59   0   0
5213.59   0   0
5214.59   0   0
5215.59   0   0
5216.59   0   0
5217.59   0   0
5218.59   0   0
5219.59   0   0
5220.59   0   0
5221.59   0   0
5222.59   0   0
5223.59   0   0
5224.59   0   0
5225.59   0   0
5226.59   0   0
5227.59   0   0
5228.59   0   0
5229.59   0   0
5230.59   0   0
5231.59   0   0
5232.59   0   0
5233.59   0   0
5234.59   0   0
5235.59   0   0
5236.59   0   0
5237.59   0   0
5238.59   0   0
5239.59   0   0
5240.59   0   0
5241.59   0   0
5242.59   0   0
5243.59   0   0
5244.59   0   0
5245.59   0   0
5246.6   0   0
5247.6   0   0
5248.6   0   0
5249.6   0   0
5250.6   0   0
5251.6   0   0
5252.6   0   0
5253.6   0   0
5254.6   0   0
5255.6   0   0
5256.6   0   0
5257.6   0   0
5258.6   0   0
5259.6   0   0
5260.6   0   0
5261.6   0   0
5262.6   0   0
5263.6   0   0
5264.6   0   0
5265.6   0   0
5266.6   0   0
5267.6   0   0
5268.6   0   0
5269.6   0   0
5270.6   0   0
5271.6   0   0
5272.6   0   0
5273.6   0   0
5274.6   0   0
5275.6   0   0
5276.6   0   0
5277.6   0   0
5278.6   0   0
5279.6   0   0
5280.6   0   0
5281.6   0   0
5282.6   0   0
5283.6   0   0
5284.6   0   0
5285.6   0   0
5286.6   0   0
5287.6   0   0
5288.6   0   0
5289.6   0   0
5290.6   0   0
5291.6   0   0
5292.6   0   0
5293.6   0   0
5294.6   0   0
5295.6   0   0
5296.6   0   0
5297.6   0   0
5298.6   0   0
5299.6   0   0
5300.6   0   0
5301.6   0   0
5302.6   0   0
5303.6   0   0
5304.6   0   0
5305.6   0   0
5306.6   0   0
5307.6   0   0
5308.6   0   0
5309.6   0   0
5310.6   0   0
5311.6   0   0
5312.6   0   0
5313.6   0   0
5314.61   0   0
5315.61   0   0
5316.61   0   0
5317.61   0   0
5318.61   0   0
5319.61   0   0
5320.61   0   0
5321.61   0   0
5322.61   0   0
5323.61   0   0
5324.61   0   0
5325.61   0   0
5326.61   0   0
5327.61   0   0
5328.61   0   0
5329.61   0   0
5330.61   0   0
5331.61   0   0
5332.61   0   0
5333.61   0   0
5334.61   0   0
5335.61   0   0
5336.61   0   0
5337.61   0   0
5338.61   0   0
5339.61   0   0
5340.61   0   0
5341.61   0   0
5342.61   0   0
5343.61   0   0
5344.61   0   0
5345.61   0   0
5346.61   0   0
5347.61   0   0
5348.61   0   0
5349.61   0   0
5350.61   0   0
5351.61   0   0
5352.61   0   0
5353.61   0   0
5354.61   0   0
5355.61   0   0
5356.61   0   0
5357.61   0   0
5358.61   0   0
5359.61   0   0
5360.61   0   0
5361.61   0   0
5362.61   0   0
5363.61   0   0
5364.61   0   0
5365.61   0   0
5366.61   0   0
5367.61   0   0
5368.61   0   0
5369.61   0   0
5370.61   0   0
5371.61   0   0
5372.61   0   0
5373.61   0   0
5374.61   0   0
5375.61   0   0
5376.61   0   0
5377.61   0   0
5378.61   0   0
5379.61   0   0
5380.61   0   0
5381.61   0   0
5382.62   0   0
5383.62   0   0
5384.62   0   0
5385.62   0   0
5386.62   0   0
5387.62   0   0
5388.62   0   0
5389.62   0   0
5390.62   0   0
5391.62   0   0
5392.62   0   0
5393.62   0   0
5394.62   0   0
