0 Branching ratio for S2O      Total        1 branches
Lambda        Total        SO/S
2727.22   1.55E-17   1.55E-17
2728.22   1.56E-17   1.56E-17
2729.22   1.56E-17   1.56E-17
2730.23   1.57E-17   1.57E-17
2731.23   1.57E-17   1.57E-17
2732.23   1.58E-17   1.58E-17
2733.23   1.58E-17   1.58E-17
2734.23   1.59E-17   1.59E-17
2735.23   1.59E-17   1.59E-17
2736.23   1.60E-17   1.60E-17
2737.23   1.60E-17   1.60E-17
2738.23   1.61E-17   1.61E-17
2739.23   1.61E-17   1.61E-17
2740.23   1.62E-17   1.62E-17
2741.23   1.62E-17   1.62E-17
2742.23   1.63E-17   1.63E-17
2743.23   1.63E-17   1.63E-17
2744.23   1.63E-17   1.63E-17
2745.23   1.64E-17   1.64E-17
2746.23   1.64E-17   1.64E-17
2747.23   1.65E-17   1.65E-17
2748.23   1.65E-17   1.65E-17
2749.23   1.66E-17   1.66E-17
2750.23   1.66E-17   1.66E-17
2751.23   1.66E-17   1.66E-17
2752.23   1.67E-17   1.67E-17
2753.23   1.67E-17   1.67E-17
2754.23   1.67E-17   1.67E-17
2755.23   1.68E-17   1.68E-17
2756.23   1.68E-17   1.68E-17
2757.23   1.69E-17   1.69E-17
2758.23   1.69E-17   1.69E-17
2759.23   1.69E-17   1.69E-17
2760.23   1.70E-17   1.70E-17
2761.23   1.70E-17   1.70E-17
2762.23   1.70E-17   1.70E-17
2763.23   1.71E-17   1.71E-17
2764.23   1.71E-17   1.71E-17
2765.23   1.71E-17   1.71E-17
2766.23   1.72E-17   1.72E-17
2767.23   1.72E-17   1.72E-17
2768.23   1.72E-17   1.72E-17
2769.23   1.73E-17   1.73E-17
2770.23   1.73E-17   1.73E-17
2771.23   1.73E-17   1.73E-17
2772.23   1.74E-17   1.74E-17
2773.23   1.74E-17   1.74E-17
2774.23   1.74E-17   1.74E-17
2775.23   1.75E-17   1.75E-17
2776.23   1.75E-17   1.75E-17
2777.23   1.75E-17   1.75E-17
2778.23   1.75E-17   1.75E-17
2779.23   1.76E-17   1.76E-17
2780.23   1.76E-17   1.76E-17
2781.23   1.76E-17   1.76E-17
2782.23   1.77E-17   1.77E-17
2783.23   1.77E-17   1.77E-17
2784.23   1.77E-17   1.77E-17
2785.23   1.77E-17   1.77E-17
2786.23   1.78E-17   1.78E-17
2787.23   1.78E-17   1.78E-17
2788.23   1.78E-17   1.78E-17
2789.23   1.78E-17   1.78E-17
2790.23   1.78E-17   1.78E-17
2791.23   1.79E-17   1.79E-17
2792.23   1.79E-17   1.79E-17
2793.23   1.79E-17   1.79E-17
2794.23   1.79E-17   1.79E-17
2795.23   1.79E-17   1.79E-17
2796.23   1.79E-17   1.79E-17
2797.23   1.80E-17   1.80E-17
2798.24   1.80E-17   1.80E-17
2799.24   1.80E-17   1.80E-17
2800.24   1.80E-17   1.80E-17
2801.24   1.80E-17   1.80E-17
2802.24   1.80E-17   1.80E-17
2803.24   1.80E-17   1.80E-17
2804.24   1.80E-17   1.80E-17
2805.24   1.80E-17   1.80E-17
2806.24   1.80E-17   1.80E-17
2807.24   1.80E-17   1.80E-17
2808.24   1.80E-17   1.80E-17
2809.24   1.80E-17   1.80E-17
2810.24   1.80E-17   1.80E-17
2811.24   1.80E-17   1.80E-17
2812.24   1.80E-17   1.80E-17
2813.24   1.80E-17   1.80E-17
2814.24   1.80E-17   1.80E-17
2815.24   1.80E-17   1.80E-17
2816.24   1.79E-17   1.79E-17
2817.24   1.79E-17   1.79E-17
2818.24   1.79E-17   1.79E-17
2819.24   1.79E-17   1.79E-17
2820.24   1.79E-17   1.79E-17
2821.24   1.79E-17   1.79E-17
2822.24   1.78E-17   1.78E-17
2823.24   1.78E-17   1.78E-17
2824.24   1.78E-17   1.78E-17
2825.24   1.78E-17   1.78E-17
2826.24   1.77E-17   1.77E-17
2827.24   1.77E-17   1.77E-17
2828.24   1.77E-17   1.77E-17
2829.24   1.77E-17   1.77E-17
2830.24   1.76E-17   1.76E-17
2831.24   1.76E-17   1.76E-17
2832.24   1.76E-17   1.76E-17
2833.24   1.75E-17   1.75E-17
2834.24   1.75E-17   1.75E-17
2835.24   1.75E-17   1.75E-17
2836.24   1.74E-17   1.74E-17
2837.24   1.74E-17   1.74E-17
2838.24   1.73E-17   1.73E-17
2839.24   1.73E-17   1.73E-17
2840.24   1.73E-17   1.73E-17
2841.24   1.72E-17   1.72E-17
2842.24   1.72E-17   1.72E-17
2843.24   1.71E-17   1.71E-17
2844.24   1.71E-17   1.71E-17
2845.24   1.71E-17   1.71E-17
2846.24   1.70E-17   1.70E-17
2847.24   1.70E-17   1.70E-17
2848.24   1.69E-17   1.69E-17
2849.24   1.69E-17   1.69E-17
2850.24   1.68E-17   1.68E-17
2851.24   1.68E-17   1.68E-17
2852.24   1.68E-17   1.68E-17
2853.24   1.67E-17   1.67E-17
2854.24   1.67E-17   1.67E-17
2855.24   1.66E-17   1.66E-17
2856.24   1.66E-17   1.66E-17
2857.24   1.65E-17   1.65E-17
2858.24   1.65E-17   1.65E-17
2859.24   1.64E-17   1.64E-17
2860.24   1.64E-17   1.64E-17
2861.24   1.63E-17   1.63E-17
2862.24   1.63E-17   1.63E-17
2863.24   1.63E-17   1.63E-17
2864.24   1.62E-17   1.62E-17
2865.24   1.62E-17   1.62E-17
2866.25   1.61E-17   1.61E-17
2867.25   1.61E-17   1.61E-17
2868.25   1.60E-17   1.60E-17
2869.25   1.60E-17   1.60E-17
2870.25   1.59E-17   1.59E-17
2871.25   1.59E-17   1.59E-17
2872.25   1.58E-17   1.58E-17
2873.25   1.58E-17   1.58E-17
2874.25   1.57E-17   1.57E-17
2875.25   1.57E-17   1.57E-17
2876.25   1.56E-17   1.56E-17
2877.25   1.56E-17   1.56E-17
2878.25   1.55E-17   1.55E-17
2879.25   1.55E-17   1.55E-17
2880.25   1.54E-17   1.54E-17
2881.25   1.54E-17   1.54E-17
2882.25   1.53E-17   1.53E-17
2883.25   1.53E-17   1.53E-17
2884.25   1.52E-17   1.52E-17
2885.25   1.52E-17   1.52E-17
2886.25   1.51E-17   1.51E-17
2887.25   1.51E-17   1.51E-17
2888.25   1.50E-17   1.50E-17
2889.25   1.50E-17   1.50E-17
2890.25   1.49E-17   1.49E-17
2891.25   1.49E-17   1.49E-17
2892.25   1.48E-17   1.48E-17
2893.25   1.48E-17   1.48E-17
2894.25   1.47E-17   1.47E-17
2895.25   1.47E-17   1.47E-17
2896.25   1.46E-17   1.46E-17
2897.25   1.45E-17   1.45E-17
2898.25   1.45E-17   1.45E-17
2899.25   1.44E-17   1.44E-17
2900.25   1.44E-17   1.44E-17
2901.25   1.43E-17   1.43E-17
2902.25   1.43E-17   1.43E-17
2903.25   1.42E-17   1.42E-17
2904.25   1.42E-17   1.42E-17
2905.25   1.41E-17   1.41E-17
2906.25   1.40E-17   1.40E-17
2907.25   1.40E-17   1.40E-17
2908.25   1.39E-17   1.39E-17
2909.25   1.39E-17   1.39E-17
2910.25   1.38E-17   1.38E-17
2911.25   1.37E-17   1.37E-17
2912.25   1.37E-17   1.37E-17
2913.25   1.36E-17   1.36E-17
2914.25   1.36E-17   1.36E-17
2915.25   1.35E-17   1.35E-17
2916.25   1.34E-17   1.34E-17
2917.25   1.34E-17   1.34E-17
2918.25   1.33E-17   1.33E-17
2919.25   1.33E-17   1.33E-17
2920.25   1.32E-17   1.32E-17
2921.25   1.31E-17   1.31E-17
2922.25   1.31E-17   1.31E-17
2923.25   1.30E-17   1.30E-17
2924.25   1.29E-17   1.29E-17
2925.25   1.29E-17   1.29E-17
2926.25   1.28E-17   1.28E-17
2927.25   1.27E-17   1.27E-17
2928.25   1.27E-17   1.27E-17
2929.25   1.26E-17   1.26E-17
2930.25   1.25E-17   1.25E-17
2931.25   1.25E-17   1.25E-17
2932.25   1.24E-17   1.24E-17
2933.25   1.23E-17   1.23E-17
2934.26   1.23E-17   1.23E-17
2935.26   1.22E-17   1.22E-17
2936.26   1.21E-17   1.21E-17
2937.26   1.21E-17   1.21E-17
2938.26   1.20E-17   1.20E-17
2939.26   1.19E-17   1.19E-17
2940.26   1.18E-17   1.18E-17
2941.26   1.18E-17   1.18E-17
2942.26   1.17E-17   1.17E-17
2943.26   1.16E-17   1.16E-17
2944.26   1.16E-17   1.16E-17
2945.26   1.15E-17   1.15E-17
2946.26   1.14E-17   1.14E-17
2947.26   1.13E-17   1.13E-17
2948.26   1.13E-17   1.13E-17
2949.26   1.12E-17   1.12E-17
2950.26   1.11E-17   1.11E-17
2951.26   1.11E-17   1.11E-17
2952.26   1.10E-17   1.10E-17
2953.26   1.09E-17   1.09E-17
2954.26   1.08E-17   1.08E-17
2955.26   1.08E-17   1.08E-17
2956.26   1.07E-17   1.07E-17
2957.26   1.06E-17   1.06E-17
2958.26   1.05E-17   1.05E-17
2959.26   1.05E-17   1.05E-17
2960.26   1.04E-17   1.04E-17
2961.26   1.03E-17   1.03E-17
2962.26   1.02E-17   1.02E-17
2963.26   1.02E-17   1.02E-17
2964.26   1.01E-17   1.01E-17
2965.26   1.00E-17   1.00E-17
2966.26   9.94E-18   9.94E-18
2967.26   9.86E-18   9.86E-18
2968.26   9.79E-18   9.79E-18
2969.26   9.71E-18   9.71E-18
2970.26   9.63E-18   9.63E-18
2971.26   9.56E-18   9.56E-18
2972.26   9.48E-18   9.48E-18
2973.26   9.41E-18   9.41E-18
2974.26   9.33E-18   9.33E-18
2975.26   9.26E-18   9.26E-18
2976.26   9.18E-18   9.18E-18
2977.26   9.10E-18   9.10E-18
2978.26   9.03E-18   9.03E-18
2979.26   8.95E-18   8.95E-18
2980.26   8.87E-18   8.87E-18
2981.26   8.80E-18   8.80E-18
2982.26   8.72E-18   8.72E-18
2983.26   8.65E-18   8.65E-18
2984.26   8.57E-18   8.57E-18
2985.26   8.50E-18   8.50E-18
2986.26   8.42E-18   8.42E-18
2987.26   8.35E-18   8.35E-18
2988.26   8.27E-18   8.27E-18
2989.26   8.20E-18   8.20E-18
2990.26   8.12E-18   8.12E-18
2991.26   8.05E-18   8.05E-18
2992.26   7.97E-18   7.97E-18
2993.26   7.90E-18   7.90E-18
2994.26   7.83E-18   7.83E-18
2995.26   7.75E-18   7.75E-18
2996.26   7.68E-18   7.68E-18
2997.26   7.61E-18   7.61E-18
2998.26   7.54E-18   7.54E-18
2999.26   7.47E-18   7.47E-18
3000.26   7.40E-18   7.40E-18
3001.26   7.33E-18   7.33E-18
3002.27   7.26E-18   7.26E-18
3003.27   7.19E-18   7.19E-18
3004.27   7.12E-18   7.12E-18
3005.27   7.05E-18   7.05E-18
3006.27   6.98E-18   6.98E-18
3007.27   6.91E-18   6.91E-18
3008.27   6.84E-18   6.84E-18
3009.27   6.78E-18   6.78E-18
3010.27   6.71E-18   6.71E-18
3011.27   6.64E-18   6.64E-18
3012.27   6.57E-18   6.57E-18
3013.27   6.51E-18   6.51E-18
3014.27   6.44E-18   6.44E-18
3015.27   6.38E-18   6.38E-18
3016.27   6.32E-18   6.32E-18
3017.27   6.25E-18   6.25E-18
3018.27   6.19E-18   6.19E-18
3019.27   6.13E-18   6.13E-18
3020.27   6.07E-18   6.07E-18
3021.27   6.01E-18   6.01E-18
3022.27   5.95E-18   5.95E-18
3023.27   5.89E-18   5.89E-18
3024.27   5.83E-18   5.83E-18
3025.27   5.77E-18   5.77E-18
3026.27   5.71E-18   5.71E-18
3027.27   5.66E-18   5.66E-18
3028.27   5.60E-18   5.60E-18
3029.27   5.54E-18   5.54E-18
3030.27   5.49E-18   5.49E-18
3031.27   5.43E-18   5.43E-18
3032.27   5.38E-18   5.38E-18
3033.27   5.32E-18   5.32E-18
3034.27   5.27E-18   5.27E-18
3035.27   5.22E-18   5.22E-18
3036.27   5.16E-18   5.16E-18
3037.27   5.11E-18   5.11E-18
3038.27   5.06E-18   5.06E-18
3039.27   5.01E-18   5.01E-18
3040.27   4.96E-18   4.96E-18
3041.27   4.91E-18   4.91E-18
3042.27   4.86E-18   4.86E-18
3043.27   4.81E-18   4.81E-18
3044.27   4.77E-18   4.77E-18
3045.27   4.72E-18   4.72E-18
3046.27   4.67E-18   4.67E-18
3047.27   4.63E-18   4.63E-18
3048.27   4.58E-18   4.58E-18
3049.27   4.54E-18   4.54E-18
3050.27   4.49E-18   4.49E-18
3051.27   4.45E-18   4.45E-18
3052.27   4.40E-18   4.40E-18
3053.27   4.36E-18   4.36E-18
3054.27   4.32E-18   4.32E-18
3055.27   4.28E-18   4.28E-18
3056.27   4.23E-18   4.23E-18
3057.27   4.19E-18   4.19E-18
3058.27   4.15E-18   4.15E-18
3059.27   4.11E-18   4.11E-18
3060.27   4.07E-18   4.07E-18
3061.27   4.03E-18   4.03E-18
3062.27   3.99E-18   3.99E-18
3063.27   3.95E-18   3.95E-18
3064.27   3.91E-18   3.91E-18
3065.27   3.88E-18   3.88E-18
3066.27   3.84E-18   3.84E-18
3067.27   3.80E-18   3.80E-18
3068.27   3.76E-18   3.76E-18
3069.27   3.73E-18   3.73E-18
3070.28   3.69E-18   3.69E-18
3071.28   3.65E-18   3.65E-18
3072.28   3.61E-18   3.61E-18
3073.28   3.58E-18   3.58E-18
3074.28   3.54E-18   3.54E-18
3075.28   3.51E-18   3.51E-18
3076.28   3.47E-18   3.47E-18
3077.28   3.43E-18   3.43E-18
3078.28   3.40E-18   3.40E-18
3079.28   3.36E-18   3.36E-18
3080.28   3.33E-18   3.33E-18
3081.28   3.29E-18   3.29E-18
3082.28   3.26E-18   3.26E-18
3083.28   3.23E-18   3.23E-18
3084.28   3.19E-18   3.19E-18
3085.28   3.16E-18   3.16E-18
3086.28   3.12E-18   3.12E-18
3087.28   3.09E-18   3.09E-18
3088.28   3.05E-18   3.05E-18
3089.28   3.02E-18   3.02E-18
3090.28   2.99E-18   2.99E-18
3091.28   2.95E-18   2.95E-18
3092.28   2.92E-18   2.92E-18
3093.28   2.88E-18   2.88E-18
3094.28   2.85E-18   2.85E-18
3095.28   2.82E-18   2.82E-18
3096.28   2.78E-18   2.78E-18
3097.28   2.75E-18   2.75E-18
3098.28   2.71E-18   2.71E-18
3099.28   2.68E-18   2.68E-18
3100.28   2.65E-18   2.65E-18
3101.28   2.61E-18   2.61E-18
3102.28   2.58E-18   2.58E-18
3103.28   2.55E-18   2.55E-18
3104.28   2.52E-18   2.52E-18
3105.28   2.48E-18   2.48E-18
3106.28   2.45E-18   2.45E-18
3107.28   2.42E-18   2.42E-18
3108.28   2.38E-18   2.38E-18
3109.28   2.35E-18   2.35E-18
3110.28   2.32E-18   2.32E-18
3111.28   2.28E-18   2.28E-18
3112.28   2.25E-18   2.25E-18
3113.28   2.22E-18   2.22E-18
3114.28   2.19E-18   2.19E-18
3115.28   2.16E-18   2.16E-18
3116.28   2.12E-18   2.12E-18
3117.28   2.09E-18   2.09E-18
3118.28   2.06E-18   2.06E-18
3119.28   2.03E-18   2.03E-18
3120.28   2.00E-18   2.00E-18
3121.28   1.96E-18   1.96E-18
3122.28   1.93E-18   1.93E-18
3123.28   1.90E-18   1.90E-18
3124.28   1.87E-18   1.87E-18
3125.28   1.84E-18   1.84E-18
3126.28   1.81E-18   1.81E-18
3127.28   1.78E-18   1.78E-18
3128.28   1.75E-18   1.75E-18
3129.28   1.72E-18   1.72E-18
3130.28   1.69E-18   1.69E-18
3131.28   1.67E-18   1.67E-18
3132.28   1.64E-18   1.64E-18
3133.28   1.61E-18   1.61E-18
3134.28   1.58E-18   1.58E-18
3135.28   1.55E-18   1.55E-18
3136.28   1.53E-18   1.53E-18
3137.28   1.50E-18   1.50E-18
3138.29   1.48E-18   1.48E-18
3139.29   1.45E-18   1.45E-18
3140.29   1.42E-18   1.42E-18
3141.29   1.40E-18   1.40E-18
3142.29   1.37E-18   1.37E-18
3143.29   1.35E-18   1.35E-18
3144.29   1.32E-18   1.32E-18
3145.29   1.30E-18   1.30E-18
3146.29   1.28E-18   1.28E-18
3147.29   1.25E-18   1.25E-18
3148.29   1.23E-18   1.23E-18
3149.29   1.21E-18   1.21E-18
3150.29   1.19E-18   1.19E-18
3151.29   1.17E-18   1.17E-18
3152.29   1.14E-18   1.14E-18
3153.29   1.12E-18   1.12E-18
3154.29   1.10E-18   1.10E-18
3155.29   1.08E-18   1.08E-18
3156.29   1.07E-18   1.07E-18
3157.29   1.05E-18   1.05E-18
3158.29   1.03E-18   1.03E-18
3159.29   1.01E-18   1.01E-18
3160.29   9.93E-19   9.93E-19
3161.29   9.76E-19   9.76E-19
3162.29   9.59E-19   9.59E-19
3163.29   9.42E-19   9.42E-19
3164.29   9.26E-19   9.26E-19
3165.29   9.11E-19   9.11E-19
3166.29   8.95E-19   8.95E-19
3167.29   8.80E-19   8.80E-19
3168.29   8.66E-19   8.66E-19
3169.29   8.52E-19   8.52E-19
3170.29   8.38E-19   8.38E-19
3171.29   8.24E-19   8.24E-19
3172.29   8.11E-19   8.11E-19
3173.29   7.99E-19   7.99E-19
3174.29   7.86E-19   7.86E-19
3175.29   7.73E-19   7.73E-19
3176.29   7.62E-19   7.62E-19
3177.29   7.50E-19   7.50E-19
3178.29   7.39E-19   7.39E-19
3179.29   7.28E-19   7.28E-19
3180.29   7.18E-19   7.18E-19
3181.29   7.08E-19   7.08E-19
3182.29   6.97E-19   6.97E-19
3183.29   6.87E-19   6.87E-19
3184.29   6.78E-19   6.78E-19
3185.29   6.69E-19   6.69E-19
3186.29   6.60E-19   6.60E-19
3187.29   6.51E-19   6.51E-19
3188.29   6.42E-19   6.42E-19
3189.29   6.33E-19   6.33E-19
3190.29   6.25E-19   6.25E-19
3191.29   6.17E-19   6.17E-19
3192.29   6.09E-19   6.09E-19
3193.29   6.01E-19   6.01E-19
3194.29   5.94E-19   5.94E-19
3195.29   5.86E-19   5.86E-19
3196.29   5.79E-19   5.79E-19
3197.29   5.72E-19   5.72E-19
3198.29   5.65E-19   5.65E-19
3199.29   5.58E-19   5.58E-19
3200.29   5.51E-19   5.51E-19
3201.29   5.45E-19   5.45E-19
3202.29   5.38E-19   5.38E-19
3203.29   5.32E-19   5.32E-19
3204.29   5.26E-19   5.26E-19
3205.29   5.20E-19   5.20E-19
3206.30   5.13E-19   5.13E-19
3207.30   5.07E-19   5.07E-19
3208.30   5.01E-19   5.01E-19
3209.30   4.95E-19   4.95E-19
3210.30   4.90E-19   4.90E-19
3211.30   4.84E-19   4.84E-19
3212.30   4.79E-19   4.79E-19
3213.30   4.73E-19   4.73E-19
3214.30   4.68E-19   4.68E-19
3215.30   4.62E-19   4.62E-19
3216.30   4.57E-19   4.57E-19
3217.30   4.51E-19   4.51E-19
3218.30   4.46E-19   4.46E-19
3219.30   4.41E-19   4.41E-19
3220.30   4.36E-19   4.36E-19
3221.30   4.31E-19   4.31E-19
3222.30   4.26E-19   4.26E-19
3223.30   4.21E-19   4.21E-19
3224.30   4.16E-19   4.16E-19
3225.30   4.11E-19   4.11E-19
3226.30   4.06E-19   4.06E-19
3227.30   4.01E-19   4.01E-19
3228.30   3.96E-19   3.96E-19
3229.30   3.91E-19   3.91E-19
3230.30   3.86E-19   3.86E-19
3231.30   3.82E-19   3.82E-19
3232.30   3.77E-19   3.77E-19
3233.30   3.72E-19   3.72E-19
3234.30   3.68E-19   3.68E-19
3235.30   3.63E-19   3.63E-19
3236.30   3.58E-19   3.58E-19
3237.30   3.54E-19   3.54E-19
3238.30   3.49E-19   3.49E-19
3239.30   3.45E-19   3.45E-19
3240.30   3.41E-19   3.41E-19
3241.30   3.36E-19   3.36E-19
3242.30   3.32E-19   3.32E-19
3243.30   3.28E-19   3.28E-19
3244.30   3.23E-19   3.23E-19
3245.30   3.19E-19   3.19E-19
3246.30   3.15E-19   3.15E-19
3247.30   3.10E-19   3.10E-19
3248.30   3.06E-19   3.06E-19
3249.30   3.02E-19   3.02E-19
3250.30   2.98E-19   2.98E-19
3251.30   2.94E-19   2.94E-19
3252.30   2.90E-19   2.90E-19
3253.30   2.86E-19   2.86E-19
3254.30   2.82E-19   2.82E-19
3255.30   2.78E-19   2.78E-19
3256.30   2.74E-19   2.74E-19
3257.30   2.70E-19   2.70E-19
3258.30   2.66E-19   2.66E-19
3259.30   2.62E-19   2.62E-19
3260.30   2.59E-19   2.59E-19
3261.30   2.55E-19   2.55E-19
3262.30   2.51E-19   2.51E-19
3263.30   2.47E-19   2.47E-19
3264.30   2.44E-19   2.44E-19
3265.30   2.40E-19   2.40E-19
3266.30   2.37E-19   2.37E-19
3267.30   2.33E-19   2.33E-19
3268.30   2.29E-19   2.29E-19
3269.30   2.26E-19   2.26E-19
3270.30   2.22E-19   2.22E-19
3271.30   2.19E-19   2.19E-19
3272.30   2.15E-19   2.15E-19
3273.30   2.12E-19   2.12E-19
3274.31   2.09E-19   2.09E-19
3275.31   2.05E-19   2.05E-19
3276.31   2.02E-19   2.02E-19
3277.31   1.99E-19   1.99E-19
3278.31   1.96E-19   1.96E-19
3279.31   1.92E-19   1.92E-19
3280.31   1.89E-19   1.89E-19
3281.31   1.86E-19   1.86E-19
3282.31   1.83E-19   1.83E-19
3283.31   1.80E-19   1.80E-19
3284.31   1.76E-19   1.76E-19
3285.31   1.73E-19   1.73E-19
3286.31   1.70E-19   1.70E-19
3287.31   1.67E-19   1.67E-19
3288.31   1.64E-19   1.64E-19
3289.31   1.61E-19   1.61E-19
3290.31   1.58E-19   1.58E-19
3291.31   1.55E-19   1.55E-19
3292.31   1.53E-19   1.53E-19
3293.31   1.50E-19   1.50E-19
3294.31   1.47E-19   1.47E-19
3295.31   1.44E-19   1.44E-19
3296.31   1.41E-19   1.41E-19
3297.31   1.38E-19   1.38E-19
3298.31   1.35E-19   1.35E-19
3299.31   1.33E-19   1.33E-19
3300.31   1.30E-19   1.30E-19
3301.31   1.27E-19   1.27E-19
3302.31   1.25E-19   1.25E-19
3303.31   1.22E-19   1.22E-19
3304.31   1.19E-19   1.19E-19
3305.31   1.17E-19   1.17E-19
3306.31   1.14E-19   1.14E-19
3307.31   1.12E-19   1.12E-19
3308.31   1.09E-19   1.09E-19
3309.31   1.07E-19   1.07E-19
3310.31   1.05E-19   1.05E-19
3311.31   1.02E-19   1.02E-19
3312.31   9.98E-20   9.98E-20
3313.31   9.75E-20   9.75E-20
3314.31   9.51E-20   9.51E-20
3315.31   9.28E-20   9.28E-20
3316.31   9.05E-20   9.05E-20
3317.31   8.83E-20   8.83E-20
3318.31   8.61E-20   8.61E-20
3319.31   8.39E-20   8.39E-20
3320.31   8.17E-20   8.17E-20
3321.31   7.96E-20   7.96E-20
3322.31   7.76E-20   7.76E-20
3323.31   7.56E-20   7.56E-20
3324.31   7.36E-20   7.36E-20
3325.31   7.16E-20   7.16E-20
3326.31   6.96E-20   6.96E-20
3327.31   6.77E-20   6.77E-20
3328.31   6.58E-20   6.58E-20
3329.31   6.39E-20   6.39E-20
3330.31   6.21E-20   6.21E-20
3331.31   6.04E-20   6.04E-20
3332.31   5.86E-20   5.86E-20
3333.31   5.69E-20   5.69E-20
3334.31   5.52E-20   5.52E-20
3335.31   5.36E-20   5.36E-20
3336.31   5.20E-20   5.20E-20
3337.31   5.04E-20   5.04E-20
3338.31   4.88E-20   4.88E-20
3339.31   4.73E-20   4.73E-20
3340.31   4.58E-20   4.58E-20
3341.31   4.44E-20   4.44E-20
3342.32   4.29E-20   4.29E-20
3343.32   4.15E-20   4.15E-20
3344.32   4.02E-20   4.02E-20
3345.32   3.89E-20   3.89E-20
3346.32   3.76E-20   3.76E-20
3347.32   3.63E-20   3.63E-20
3348.32   3.51E-20   3.51E-20
3349.32   3.39E-20   3.39E-20
3350.32   3.27E-20   3.27E-20
3351.32   3.15E-20   3.15E-20
3352.32   3.05E-20   3.05E-20
3353.32   2.94E-20   2.94E-20
3354.32   2.84E-20   2.84E-20
3355.32   2.74E-20   2.74E-20
3356.32   2.64E-20   2.64E-20
3357.32   2.54E-20   2.54E-20
3358.32   2.45E-20   2.45E-20
3359.32   2.36E-20   2.36E-20
3360.32   2.27E-20   2.27E-20
3361.32   2.18E-20   2.18E-20
3362.32   2.11E-20   2.11E-20
3363.32   2.03E-20   2.03E-20
3364.32   1.95E-20   1.95E-20
3365.32   1.87E-20   1.87E-20
3366.32   1.80E-20   1.80E-20
3367.32   1.74E-20   1.74E-20
3368.32   1.67E-20   1.67E-20
3369.32   1.60E-20   1.60E-20
3370.32   1.54E-20   1.54E-20
3371.32   1.48E-20   1.48E-20
3372.32   1.42E-20   1.42E-20
3373.32   1.36E-20   1.36E-20
3374.32   1.30E-20   1.30E-20
3375.32   1.25E-20   1.25E-20
3376.32   1.21E-20   1.21E-20
3377.32   1.16E-20   1.16E-20
3378.32   1.11E-20   1.11E-20
3379.32   1.06E-20   1.06E-20
3380.32   1.02E-20   1.02E-20
3381.32   9.85E-21   9.85E-21
3382.32   9.45E-21   9.45E-21
3383.32   9.06E-21   9.06E-21
3384.32   8.70E-21   8.70E-21
3385.32   8.37E-21   8.37E-21
3386.32   8.04E-21   8.04E-21
3387.32   7.71E-21   7.71E-21
3388.32   7.38E-21   7.38E-21
3389.32   7.11E-21   7.11E-21
3390.32   6.84E-21   6.84E-21
3391.32   6.57E-21   6.57E-21
3392.32   6.30E-21   6.30E-21
3393.32   6.05E-21   6.05E-21
3394.32   5.84E-21   5.84E-21
3395.32   5.63E-21   5.63E-21
3396.32   5.42E-21   5.42E-21
3397.32   5.21E-21   5.21E-21
3398.32   5.02E-21   5.02E-21
3399.32   4.85E-21   4.85E-21
3400.32   4.68E-21   4.68E-21
3401.32   4.51E-21   4.51E-21
3402.32   4.34E-21   4.34E-21
3403.32   4.21E-21   4.21E-21
3404.32   4.08E-21   4.08E-21
3405.32   3.95E-21   3.95E-21
3406.32   3.82E-21   3.82E-21
3407.32   3.70E-21   3.70E-21
3408.32   3.61E-21   3.61E-21
3409.32   3.51E-21   3.51E-21
3410.33   3.41E-21   3.41E-21
3411.33   3.31E-21   3.31E-21
3412.33   3.23E-21   3.23E-21
3413.33   3.16E-21   3.16E-21
3414.33   3.09E-21   3.09E-21
3415.33   3.01E-21   3.01E-21
3416.33   2.94E-21   2.94E-21
3417.33   2.89E-21   2.89E-21
3418.33   2.84E-21   2.84E-21
3419.33   2.79E-21   2.79E-21
3420.33   2.73E-21   2.73E-21
3421.33   2.69E-21   2.69E-21
3422.33   2.65E-21   2.65E-21
3423.33   2.62E-21   2.62E-21
3424.33   2.59E-21   2.59E-21
3425.33   2.55E-21   2.55E-21
3426.33   2.52E-21   2.52E-21
3427.33   2.51E-21   2.51E-21
3428.33   2.49E-21   2.49E-21
3429.33   2.47E-21   2.47E-21
3430.33   2.45E-21   2.45E-21
3431.33   2.43E-21   2.43E-21
3432.33   2.43E-21   2.43E-21
3433.33   2.42E-21   2.42E-21
3434.33   2.41E-21   2.41E-21
3435.33   2.40E-21   2.40E-21
3436.33   2.40E-21   2.40E-21
3437.33   2.40E-21   2.40E-21
3438.33   2.40E-21   2.40E-21
3439.33   2.40E-21   2.40E-21
3440.33   2.40E-21   2.40E-21
3441.33   2.41E-21   2.41E-21
3442.33   2.42E-21   2.42E-21
3443.33   2.42E-21   2.42E-21
3444.33   2.43E-21   2.43E-21
3445.33   2.44E-21   2.44E-21
3446.33   2.45E-21   2.45E-21
3447.33   2.47E-21   2.47E-21
3448.33   2.48E-21   2.48E-21
3449.33   2.49E-21   2.49E-21
3450.33   2.51E-21   2.51E-21
3451.33   2.53E-21   2.53E-21
3452.33   2.54E-21   2.54E-21
3453.33   2.56E-21   2.56E-21
3454.33   2.58E-21   2.58E-21
3455.33   2.60E-21   2.60E-21
3456.33   2.62E-21   2.62E-21
3457.33   2.64E-21   2.64E-21
3458.33   2.66E-21   2.66E-21
3459.33   2.69E-21   2.69E-21
3460.33   2.71E-21   2.71E-21
3461.33   2.74E-21   2.74E-21
