0 Branching ratio for S2O      Total        1 branches
Lambda        Total        SO/S
4685.51   2.03E-20   2.03E-20
4686.51   2.03E-20   2.03E-20
4687.51   2.03E-20   2.03E-20
4688.51   2.03E-20   2.03E-20
4689.51   2.03E-20   2.03E-20
4690.51   2.03E-20   2.03E-20
4691.51   2.03E-20   2.03E-20
4692.51   2.03E-20   2.03E-20
4693.51   2.03E-20   2.03E-20
4694.51   2.03E-20   2.03E-20
4695.51   2.03E-20   2.03E-20
4696.51   2.03E-20   2.03E-20
4697.51   2.03E-20   2.03E-20
4698.51   2.03E-20   2.03E-20
4699.51   2.02E-20   2.02E-20
4700.51   2.02E-20   2.02E-20
4701.51   2.02E-20   2.02E-20
4702.52   2.02E-20   2.02E-20
4703.52   2.02E-20   2.02E-20
4704.52   2.02E-20   2.02E-20
4705.52   2.02E-20   2.02E-20
4706.52   2.02E-20   2.02E-20
4707.52   2.02E-20   2.02E-20
4708.52   2.02E-20   2.02E-20
4709.52   2.02E-20   2.02E-20
4710.52   2.01E-20   2.01E-20
4711.52   2.01E-20   2.01E-20
4712.52   2.01E-20   2.01E-20
4713.52   2.01E-20   2.01E-20
4714.52   2.01E-20   2.01E-20
4715.52   2.01E-20   2.01E-20
4716.52   2.01E-20   2.01E-20
4717.52   2.01E-20   2.01E-20
4718.52   2.01E-20   2.01E-20
4719.52   2.00E-20   2.00E-20
4720.52   2.00E-20   2.00E-20
4721.52   2.00E-20   2.00E-20
4722.52   2.00E-20   2.00E-20
4723.52   2.00E-20   2.00E-20
4724.52   2.00E-20   2.00E-20
4725.52   2.00E-20   2.00E-20
4726.52   2.00E-20   2.00E-20
4727.52   1.99E-20   1.99E-20
4728.52   1.99E-20   1.99E-20
4729.52   1.99E-20   1.99E-20
4730.52   1.99E-20   1.99E-20
4731.52   1.99E-20   1.99E-20
4732.52   1.99E-20   1.99E-20
4733.52   1.99E-20   1.99E-20
4734.52   1.98E-20   1.98E-20
4735.52   1.98E-20   1.98E-20
4736.52   1.98E-20   1.98E-20
4737.52   1.98E-20   1.98E-20
4738.52   1.98E-20   1.98E-20
4739.52   1.98E-20   1.98E-20
4740.52   1.97E-20   1.97E-20
4741.52   1.97E-20   1.97E-20
4742.52   1.97E-20   1.97E-20
4743.52   1.97E-20   1.97E-20
4744.52   1.97E-20   1.97E-20
4745.52   1.97E-20   1.97E-20
4746.52   1.96E-20   1.96E-20
4747.52   1.96E-20   1.96E-20
4748.52   1.96E-20   1.96E-20
4749.52   1.96E-20   1.96E-20
4750.52   1.96E-20   1.96E-20
4751.52   1.95E-20   1.95E-20
4752.52   1.95E-20   1.95E-20
4753.52   1.95E-20   1.95E-20
4754.52   1.95E-20   1.95E-20
4755.52   1.95E-20   1.95E-20
4756.52   1.94E-20   1.94E-20
4757.52   1.94E-20   1.94E-20
4758.52   1.94E-20   1.94E-20
4759.52   1.94E-20   1.94E-20
4760.52   1.94E-20   1.94E-20
4761.52   1.93E-20   1.93E-20
4762.52   1.93E-20   1.93E-20
4763.52   1.93E-20   1.93E-20
4764.52   1.93E-20   1.93E-20
4765.52   1.92E-20   1.92E-20
4766.52   1.92E-20   1.92E-20
4767.52   1.92E-20   1.92E-20
4768.52   1.92E-20   1.92E-20
4769.52   1.91E-20   1.91E-20
4770.53   1.91E-20   1.91E-20
4771.53   1.91E-20   1.91E-20
4772.53   1.91E-20   1.91E-20
4773.53   1.91E-20   1.91E-20
4774.53   1.90E-20   1.90E-20
4775.53   1.90E-20   1.90E-20
4776.53   1.90E-20   1.90E-20
4777.53   1.89E-20   1.89E-20
4778.53   1.89E-20   1.89E-20
4779.53   1.89E-20   1.89E-20
4780.53   1.89E-20   1.89E-20
4781.53   1.88E-20   1.88E-20
4782.53   1.88E-20   1.88E-20
4783.53   1.88E-20   1.88E-20
4784.53   1.88E-20   1.88E-20
4785.53   1.87E-20   1.87E-20
4786.53   1.87E-20   1.87E-20
4787.53   1.87E-20   1.87E-20
4788.53   1.87E-20   1.87E-20
4789.53   1.86E-20   1.86E-20
4790.53   1.86E-20   1.86E-20
4791.53   1.86E-20   1.86E-20
4792.53   1.85E-20   1.85E-20
4793.53   1.85E-20   1.85E-20
4794.53   1.85E-20   1.85E-20
4795.53   1.84E-20   1.84E-20
4796.53   1.84E-20   1.84E-20
4797.53   1.84E-20   1.84E-20
4798.53   1.84E-20   1.84E-20
4799.53   1.83E-20   1.83E-20
4800.53   1.83E-20   1.83E-20
4801.53   1.83E-20   1.83E-20
4802.53   1.82E-20   1.82E-20
4803.53   1.82E-20   1.82E-20
4804.53   1.82E-20   1.82E-20
4805.53   1.81E-20   1.81E-20
4806.53   1.81E-20   1.81E-20
4807.53   1.81E-20   1.81E-20
4808.53   1.80E-20   1.80E-20
4809.53   1.80E-20   1.80E-20
4810.53   1.80E-20   1.80E-20
4811.53   1.79E-20   1.79E-20
4812.53   1.79E-20   1.79E-20
4813.53   1.79E-20   1.79E-20
4814.53   1.78E-20   1.78E-20
4815.53   1.78E-20   1.78E-20
4816.53   1.78E-20   1.78E-20
4817.53   1.77E-20   1.77E-20
4818.53   1.77E-20   1.77E-20
4819.53   1.77E-20   1.77E-20
4820.53   1.76E-20   1.76E-20
4821.53   1.76E-20   1.76E-20
4822.53   1.75E-20   1.75E-20
4823.53   1.75E-20   1.75E-20
4824.53   1.75E-20   1.75E-20
4825.53   1.74E-20   1.74E-20
4826.53   1.74E-20   1.74E-20
4827.53   1.74E-20   1.74E-20
4828.53   1.73E-20   1.73E-20
4829.53   1.73E-20   1.73E-20
4830.53   1.72E-20   1.72E-20
4831.53   1.72E-20   1.72E-20
4832.53   1.72E-20   1.72E-20
4833.53   1.71E-20   1.71E-20
4834.53   1.71E-20   1.71E-20
4835.53   1.71E-20   1.71E-20
4836.53   1.70E-20   1.70E-20
4837.53   1.70E-20   1.70E-20
4838.54   1.69E-20   1.69E-20
4839.54   1.69E-20   1.69E-20
4840.54   1.69E-20   1.69E-20
4841.54   1.68E-20   1.68E-20
4842.54   1.68E-20   1.68E-20
4843.54   1.67E-20   1.67E-20
4844.54   1.67E-20   1.67E-20
4845.54   1.67E-20   1.67E-20
4846.54   1.66E-20   1.66E-20
4847.54   1.66E-20   1.66E-20
4848.54   1.65E-20   1.65E-20
4849.54   1.65E-20   1.65E-20
4850.54   1.64E-20   1.64E-20
4851.54   1.64E-20   1.64E-20
4852.54   1.64E-20   1.64E-20
4853.54   1.63E-20   1.63E-20
4854.54   1.63E-20   1.63E-20
4855.54   1.62E-20   1.62E-20
4856.54   1.62E-20   1.62E-20
4857.54   1.62E-20   1.62E-20
4858.54   1.61E-20   1.61E-20
4859.54   1.61E-20   1.61E-20
4860.54   1.60E-20   1.60E-20
4861.54   1.60E-20   1.60E-20
4862.54   1.59E-20   1.59E-20
4863.54   1.59E-20   1.59E-20
4864.54   1.59E-20   1.59E-20
4865.54   1.58E-20   1.58E-20
4866.54   1.58E-20   1.58E-20
4867.54   1.57E-20   1.57E-20
4868.54   1.57E-20   1.57E-20
4869.54   1.56E-20   1.56E-20
4870.54   1.56E-20   1.56E-20
4871.54   1.55E-20   1.55E-20
4872.54   1.55E-20   1.55E-20
4873.54   1.55E-20   1.55E-20
4874.54   1.54E-20   1.54E-20
4875.54   1.54E-20   1.54E-20
4876.54   1.53E-20   1.53E-20
4877.54   1.53E-20   1.53E-20
4878.54   1.52E-20   1.52E-20
4879.54   1.52E-20   1.52E-20
4880.54   1.51E-20   1.51E-20
4881.54   1.51E-20   1.51E-20
4882.54   1.51E-20   1.51E-20
4883.54   1.50E-20   1.50E-20
4884.54   1.50E-20   1.50E-20
4885.54   1.49E-20   1.49E-20
4886.54   1.49E-20   1.49E-20
4887.54   1.48E-20   1.48E-20
4888.54   1.48E-20   1.48E-20
4889.54   1.47E-20   1.47E-20
4890.54   1.47E-20   1.47E-20
4891.54   1.46E-20   1.46E-20
4892.54   1.46E-20   1.46E-20
4893.54   1.45E-20   1.45E-20
4894.54   1.45E-20   1.45E-20
4895.54   1.45E-20   1.45E-20
4896.54   1.44E-20   1.44E-20
4897.54   1.44E-20   1.44E-20
4898.54   1.43E-20   1.43E-20
4899.54   1.43E-20   1.43E-20
4900.54   1.42E-20   1.42E-20
4901.54   1.42E-20   1.42E-20
4902.54   1.41E-20   1.41E-20
4903.54   1.41E-20   1.41E-20
4904.54   1.40E-20   1.40E-20
4905.54   1.40E-20   1.40E-20
4906.55   1.39E-20   1.39E-20
4907.55   1.39E-20   1.39E-20
4908.55   1.39E-20   1.39E-20
4909.55   1.38E-20   1.38E-20
4910.55   1.38E-20   1.38E-20
4911.55   1.37E-20   1.37E-20
4912.55   1.37E-20   1.37E-20
4913.55   1.36E-20   1.36E-20
4914.55   1.36E-20   1.36E-20
4915.55   1.35E-20   1.35E-20
4916.55   1.35E-20   1.35E-20
4917.55   1.34E-20   1.34E-20
4918.55   1.34E-20   1.34E-20
4919.55   1.33E-20   1.33E-20
4920.55   1.33E-20   1.33E-20
4921.55   1.32E-20   1.32E-20
4922.55   1.32E-20   1.32E-20
4923.55   1.31E-20   1.31E-20
4924.55   1.31E-20   1.31E-20
4925.55   1.31E-20   1.31E-20
4926.55   1.30E-20   1.30E-20
4927.55   1.30E-20   1.30E-20
4928.55   1.29E-20   1.29E-20
4929.55   1.29E-20   1.29E-20
4930.55   1.28E-20   1.28E-20
4931.55   1.28E-20   1.28E-20
4932.55   1.27E-20   1.27E-20
4933.55   1.27E-20   1.27E-20
4934.55   1.26E-20   1.26E-20
4935.55   1.26E-20   1.26E-20
4936.55   1.25E-20   1.25E-20
4937.55   1.25E-20   1.25E-20
4938.55   1.24E-20   1.24E-20
4939.55   1.24E-20   1.24E-20
4940.55   1.23E-20   1.23E-20
4941.55   1.23E-20   1.23E-20
4942.55   1.22E-20   1.22E-20
4943.55   1.22E-20   1.22E-20
4944.55   1.21E-20   1.21E-20
4945.55   1.21E-20   1.21E-20
4946.55   1.21E-20   1.21E-20
4947.55   1.20E-20   1.20E-20
4948.55   1.20E-20   1.20E-20
4949.55   1.19E-20   1.19E-20
4950.55   1.19E-20   1.19E-20
4951.55   1.18E-20   1.18E-20
4952.55   1.18E-20   1.18E-20
4953.55   1.17E-20   1.17E-20
4954.55   1.17E-20   1.17E-20
4955.55   1.16E-20   1.16E-20
4956.55   1.16E-20   1.16E-20
4957.55   1.15E-20   1.15E-20
4958.55   1.15E-20   1.15E-20
4959.55   1.14E-20   1.14E-20
4960.55   1.14E-20   1.14E-20
4961.55   1.13E-20   1.13E-20
4962.55   1.13E-20   1.13E-20
4963.55   1.13E-20   1.13E-20
4964.55   1.12E-20   1.12E-20
4965.55   1.12E-20   1.12E-20
4966.55   1.11E-20   1.11E-20
4967.55   1.11E-20   1.11E-20
4968.55   1.10E-20   1.10E-20
4969.55   1.10E-20   1.10E-20
4970.55   1.09E-20   1.09E-20
4971.55   1.09E-20   1.09E-20
4972.55   1.08E-20   1.08E-20
4973.55   1.08E-20   1.08E-20
4974.56   1.07E-20   1.07E-20
4975.56   1.07E-20   1.07E-20
4976.56   1.06E-20   1.06E-20
4977.56   1.06E-20   1.06E-20
4978.56   1.06E-20   1.06E-20
4979.56   1.05E-20   1.05E-20
4980.56   1.05E-20   1.05E-20
4981.56   1.04E-20   1.04E-20
4982.56   1.04E-20   1.04E-20
4983.56   1.03E-20   1.03E-20
4984.56   1.03E-20   1.03E-20
4985.56   1.02E-20   1.02E-20
4986.56   1.02E-20   1.02E-20
4987.56   1.01E-20   1.01E-20
4988.56   1.01E-20   1.01E-20
4989.56   1.00E-20   1.00E-20
4990.56   1.00E-20   1.00E-20
4991.56   9.95E-21   9.95E-21
4992.56   9.90E-21   9.90E-21
4993.56   9.86E-21   9.86E-21
4994.56   9.81E-21   9.81E-21
4995.56   9.77E-21   9.77E-21
4996.56   9.72E-21   9.72E-21
4997.56   9.68E-21   9.68E-21
4998.56   9.63E-21   9.63E-21
4999.56   9.59E-21   9.59E-21
5000.56   9.54E-21   9.54E-21
5001.56   9.49E-21   9.49E-21
5002.56   9.45E-21   9.45E-21
5003.56   9.40E-21   9.40E-21
5004.56   9.36E-21   9.36E-21
5005.56   9.32E-21   9.32E-21
5006.56   9.27E-21   9.27E-21
5007.56   9.23E-21   9.23E-21
5008.56   9.18E-21   9.18E-21
5009.56   9.14E-21   9.14E-21
5010.56   9.09E-21   9.09E-21
5011.56   9.05E-21   9.05E-21
5012.56   9.00E-21   9.00E-21
5013.56   8.96E-21   8.96E-21
5014.56   8.91E-21   8.91E-21
5015.56   8.87E-21   8.87E-21
5016.56   8.82E-21   8.82E-21
5017.56   8.78E-21   8.78E-21
5018.56   8.73E-21   8.73E-21
5019.56   8.69E-21   8.69E-21
5020.56   8.64E-21   8.64E-21
5021.56   8.60E-21   8.60E-21
5022.56   8.56E-21   8.56E-21
5023.56   8.51E-21   8.51E-21
5024.56   8.47E-21   8.47E-21
5025.56   8.43E-21   8.43E-21
5026.56   8.38E-21   8.38E-21
5027.56   8.34E-21   8.34E-21
5028.56   8.30E-21   8.30E-21
5029.56   8.25E-21   8.25E-21
5030.56   8.21E-21   8.21E-21
5031.56   8.16E-21   8.16E-21
5032.56   8.12E-21   8.12E-21
5033.56   8.08E-21   8.08E-21
5034.56   8.04E-21   8.04E-21
5035.56   7.99E-21   7.99E-21
5036.56   7.95E-21   7.95E-21
5037.56   7.91E-21   7.91E-21
5038.56   7.87E-21   7.87E-21
5039.56   7.83E-21   7.83E-21
5040.56   7.78E-21   7.78E-21
5041.56   7.74E-21   7.74E-21
5042.57   7.70E-21   7.70E-21
5043.57   7.66E-21   7.66E-21
5044.57   7.61E-21   7.61E-21
5045.57   7.57E-21   7.57E-21
5046.57   7.53E-21   7.53E-21
5047.57   7.49E-21   7.49E-21
5048.57   7.45E-21   7.45E-21
5049.57   7.40E-21   7.40E-21
5050.57   7.36E-21   7.36E-21
5051.57   7.32E-21   7.32E-21
5052.57   7.28E-21   7.28E-21
5053.57   7.24E-21   7.24E-21
5054.57   7.20E-21   7.20E-21
5055.57   7.16E-21   7.16E-21
5056.57   7.11E-21   7.11E-21
5057.57   7.07E-21   7.07E-21
5058.57   7.03E-21   7.03E-21
5059.57   6.99E-21   6.99E-21
5060.57   6.95E-21   6.95E-21
5061.57   6.91E-21   6.91E-21
5062.57   6.87E-21   6.87E-21
5063.57   6.83E-21   6.83E-21
5064.57   6.79E-21   6.79E-21
5065.57   6.75E-21   6.75E-21
5066.57   6.71E-21   6.71E-21
5067.57   6.67E-21   6.67E-21
5068.57   6.63E-21   6.63E-21
5069.57   6.59E-21   6.59E-21
5070.57   6.55E-21   6.55E-21
5071.57   6.52E-21   6.52E-21
5072.57   6.48E-21   6.48E-21
5073.57   6.44E-21   6.44E-21
5074.57   6.40E-21   6.40E-21
5075.57   6.36E-21   6.36E-21
5076.57   6.32E-21   6.32E-21
5077.57   6.28E-21   6.28E-21
5078.57   6.25E-21   6.25E-21
5079.57   6.21E-21   6.21E-21
5080.57   6.17E-21   6.17E-21
5081.57   6.13E-21   6.13E-21
5082.57   6.09E-21   6.09E-21
5083.57   6.05E-21   6.05E-21
5084.57   6.02E-21   6.02E-21
5085.57   5.98E-21   5.98E-21
5086.57   5.94E-21   5.94E-21
5087.57   5.91E-21   5.91E-21
5088.57   5.87E-21   5.87E-21
5089.57   5.83E-21   5.83E-21
5090.57   5.79E-21   5.79E-21
5091.57   5.76E-21   5.76E-21
5092.57   5.72E-21   5.72E-21
5093.57   5.68E-21   5.68E-21
5094.57   5.65E-21   5.65E-21
5095.57   5.61E-21   5.61E-21
5096.57   5.57E-21   5.57E-21
5097.57   5.54E-21   5.54E-21
5098.57   5.50E-21   5.50E-21
5099.57   5.47E-21   5.47E-21
5100.57   5.43E-21   5.43E-21
5101.57   5.40E-21   5.40E-21
5102.57   5.36E-21   5.36E-21
5103.57   5.32E-21   5.32E-21
5104.57   5.29E-21   5.29E-21
5105.57   5.26E-21   5.26E-21
5106.57   5.22E-21   5.22E-21
5107.57   5.19E-21   5.19E-21
5108.57   5.15E-21   5.15E-21
5109.57   5.12E-21   5.12E-21
5110.58   5.08E-21   5.08E-21
5111.58   5.05E-21   5.05E-21
5112.58   5.01E-21   5.01E-21
5113.58   4.98E-21   4.98E-21
5114.58   4.95E-21   4.95E-21
5115.58   4.91E-21   4.91E-21
5116.58   4.88E-21   4.88E-21
5117.58   4.85E-21   4.85E-21
5118.58   4.81E-21   4.81E-21
5119.58   4.78E-21   4.78E-21
5120.58   4.75E-21   4.75E-21
5121.58   4.72E-21   4.72E-21
5122.58   4.68E-21   4.68E-21
5123.58   4.65E-21   4.65E-21
5124.58   4.62E-21   4.62E-21
5125.58   4.59E-21   4.59E-21
5126.58   4.55E-21   4.55E-21
5127.58   4.52E-21   4.52E-21
5128.58   4.49E-21   4.49E-21
5129.58   4.46E-21   4.46E-21
5130.58   4.43E-21   4.43E-21
5131.58   4.40E-21   4.40E-21
5132.58   4.37E-21   4.37E-21
5133.58   4.33E-21   4.33E-21
5134.58   4.30E-21   4.30E-21
5135.58   4.27E-21   4.27E-21
5136.58   4.24E-21   4.24E-21
5137.58   4.21E-21   4.21E-21
5138.58   4.18E-21   4.18E-21
5139.58   4.15E-21   4.15E-21
5140.58   4.12E-21   4.12E-21
5141.58   4.09E-21   4.09E-21
5142.58   4.06E-21   4.06E-21
5143.58   4.03E-21   4.03E-21
5144.58   4.00E-21   4.00E-21
5145.58   3.97E-21   3.97E-21
5146.58   3.94E-21   3.94E-21
5147.58   3.91E-21   3.91E-21
5148.58   3.89E-21   3.89E-21
5149.58   3.86E-21   3.86E-21
5150.58   3.83E-21   3.83E-21
5151.58   3.80E-21   3.80E-21
5152.58   3.77E-21   3.77E-21
5153.58   3.74E-21   3.74E-21
5154.58   3.72E-21   3.72E-21
5155.58   3.69E-21   3.69E-21
5156.58   3.66E-21   3.66E-21
5157.58   3.63E-21   3.63E-21
5158.58   3.60E-21   3.60E-21
5159.58   3.58E-21   3.58E-21
5160.58   3.55E-21   3.55E-21
5161.58   3.52E-21   3.52E-21
5162.58   3.50E-21   3.50E-21
5163.58   3.47E-21   3.47E-21
5164.58   3.44E-21   3.44E-21
5165.58   3.41E-21   3.41E-21
5166.58   3.39E-21   3.39E-21
5167.58   3.36E-21   3.36E-21
5168.58   3.33E-21   3.33E-21
5169.58   3.31E-21   3.31E-21
5170.58   3.28E-21   3.28E-21
5171.58   3.26E-21   3.26E-21
5172.58   3.23E-21   3.23E-21
5173.58   3.21E-21   3.21E-21
5174.58   3.18E-21   3.18E-21
5175.58   3.16E-21   3.16E-21
5176.58   3.13E-21   3.13E-21
5177.58   3.11E-21   3.11E-21
5178.59   3.08E-21   3.08E-21
5179.59   3.06E-21   3.06E-21
5180.59   3.03E-21   3.03E-21
5181.59   3.01E-21   3.01E-21
5182.59   2.99E-21   2.99E-21
5183.59   2.96E-21   2.96E-21
5184.59   2.94E-21   2.94E-21
5185.59   2.92E-21   2.92E-21
5186.59   2.89E-21   2.89E-21
5187.59   2.87E-21   2.87E-21
5188.59   2.84E-21   2.84E-21
5189.59   2.82E-21   2.82E-21
5190.59   2.80E-21   2.80E-21
5191.59   2.78E-21   2.78E-21
5192.59   2.75E-21   2.75E-21
5193.59   2.73E-21   2.73E-21
5194.59   2.71E-21   2.71E-21
5195.59   2.69E-21   2.69E-21
5196.59   2.66E-21   2.66E-21
5197.59   2.64E-21   2.64E-21
5198.59   2.62E-21   2.62E-21
5199.59   2.60E-21   2.60E-21
5200.59   2.57E-21   2.57E-21
5201.59   2.55E-21   2.55E-21
5202.59   2.53E-21   2.53E-21
5203.59   2.51E-21   2.51E-21
5204.59   2.49E-21   2.49E-21
5205.59   2.47E-21   2.47E-21
5206.59   2.45E-21   2.45E-21
5207.59   2.43E-21   2.43E-21
5208.59   2.41E-21   2.41E-21
5209.59   2.39E-21   2.39E-21
5210.59   2.36E-21   2.36E-21
5211.59   2.34E-21   2.34E-21
5212.59   2.32E-21   2.32E-21
5213.59   2.30E-21   2.30E-21
5214.59   2.28E-21   2.28E-21
5215.59   2.27E-21   2.27E-21
5216.59   2.25E-21   2.25E-21
5217.59   2.23E-21   2.23E-21
5218.59   2.21E-21   2.21E-21
5219.59   2.19E-21   2.19E-21
5220.59   2.17E-21   2.17E-21
5221.59   2.15E-21   2.15E-21
5222.59   2.13E-21   2.13E-21
5223.59   2.11E-21   2.11E-21
5224.59   2.09E-21   2.09E-21
5225.59   2.07E-21   2.07E-21
5226.59   2.06E-21   2.06E-21
5227.59   2.04E-21   2.04E-21
5228.59   2.02E-21   2.02E-21
5229.59   2.00E-21   2.00E-21
5230.59   1.98E-21   1.98E-21
5231.59   1.97E-21   1.97E-21
5232.59   1.95E-21   1.95E-21
5233.59   1.93E-21   1.93E-21
5234.59   1.91E-21   1.91E-21
5235.59   1.90E-21   1.90E-21
5236.59   1.88E-21   1.88E-21
5237.59   1.86E-21   1.86E-21
5238.59   1.85E-21   1.85E-21
5239.59   1.83E-21   1.83E-21
5240.59   1.81E-21   1.81E-21
5241.59   1.79E-21   1.79E-21
5242.59   1.78E-21   1.78E-21
5243.59   1.76E-21   1.76E-21
5244.59   1.74E-21   1.74E-21
5245.59   1.73E-21   1.73E-21
5246.60   1.71E-21   1.71E-21
5247.60   1.70E-21   1.70E-21
5248.60   1.68E-21   1.68E-21
5249.60   1.67E-21   1.67E-21
5250.60   1.65E-21   1.65E-21
5251.60   1.64E-21   1.64E-21
5252.60   1.62E-21   1.62E-21
5253.60   1.60E-21   1.60E-21
5254.60   1.59E-21   1.59E-21
5255.60   1.57E-21   1.57E-21
5256.60   1.56E-21   1.56E-21
5257.60   1.54E-21   1.54E-21
5258.60   1.53E-21   1.53E-21
5259.60   1.51E-21   1.51E-21
5260.60   1.50E-21   1.50E-21
5261.60   1.49E-21   1.49E-21
5262.60   1.47E-21   1.47E-21
5263.60   1.46E-21   1.46E-21
5264.60   1.44E-21   1.44E-21
5265.60   1.43E-21   1.43E-21
5266.60   1.41E-21   1.41E-21
5267.60   1.40E-21   1.40E-21
5268.60   1.39E-21   1.39E-21
5269.60   1.37E-21   1.37E-21
5270.60   1.36E-21   1.36E-21
5271.60   1.35E-21   1.35E-21
5272.60   1.33E-21   1.33E-21
5273.60   1.32E-21   1.32E-21
5274.60   1.31E-21   1.31E-21
5275.60   1.30E-21   1.30E-21
5276.60   1.28E-21   1.28E-21
5277.60   1.27E-21   1.27E-21
5278.60   1.26E-21   1.26E-21
5279.60   1.24E-21   1.24E-21
5280.60   1.23E-21   1.23E-21
5281.60   1.22E-21   1.22E-21
5282.60   1.21E-21   1.21E-21
5283.60   1.20E-21   1.20E-21
5284.60   1.18E-21   1.18E-21
5285.60   1.17E-21   1.17E-21
5286.60   1.16E-21   1.16E-21
5287.60   1.15E-21   1.15E-21
5288.60   1.14E-21   1.14E-21
5289.60   1.12E-21   1.12E-21
5290.60   1.11E-21   1.11E-21
5291.60   1.10E-21   1.10E-21
5292.60   1.09E-21   1.09E-21
5293.60   1.08E-21   1.08E-21
5294.60   1.07E-21   1.07E-21
5295.60   1.06E-21   1.06E-21
5296.60   1.05E-21   1.05E-21
5297.60   1.04E-21   1.04E-21
5298.60   1.03E-21   1.03E-21
5299.60   1.01E-21   1.01E-21
5300.60   1.00E-21   1.00E-21
5301.60   9.93E-22   9.93E-22
5302.60   9.83E-22   9.83E-22
5303.60   9.73E-22   9.73E-22
5304.60   9.63E-22   9.63E-22
5305.60   9.53E-22   9.53E-22
5306.60   9.44E-22   9.44E-22
5307.60   9.34E-22   9.34E-22
5308.60   9.24E-22   9.24E-22
5309.60   9.14E-22   9.14E-22
5310.60   9.04E-22   9.04E-22
5311.60   8.94E-22   8.94E-22
5312.60   8.85E-22   8.85E-22
5313.60   8.76E-22   8.76E-22
5314.61   8.67E-22   8.67E-22
5315.61   8.57E-22   8.57E-22
5316.61   8.48E-22   8.48E-22
5317.61   8.39E-22   8.39E-22
5318.61   8.30E-22   8.30E-22
5319.61   8.21E-22   8.21E-22
5320.61   8.12E-22   8.12E-22
5321.61   8.03E-22   8.03E-22
5322.61   7.94E-22   7.94E-22
5323.61   7.85E-22   7.85E-22
5324.61   7.77E-22   7.77E-22
5325.61   7.69E-22   7.69E-22
5326.61   7.61E-22   7.61E-22
5327.61   7.52E-22   7.52E-22
5328.61   7.44E-22   7.44E-22
5329.61   7.36E-22   7.36E-22
5330.61   7.28E-22   7.28E-22
5331.61   7.19E-22   7.19E-22
5332.61   7.11E-22   7.11E-22
5333.61   7.03E-22   7.03E-22
5334.61   6.95E-22   6.95E-22
5335.61   6.87E-22   6.87E-22
5336.61   6.80E-22   6.80E-22
5337.61   6.72E-22   6.72E-22
5338.61   6.65E-22   6.65E-22
5339.61   6.58E-22   6.58E-22
5340.61   6.50E-22   6.50E-22
5341.61   6.43E-22   6.43E-22
5342.61   6.36E-22   6.36E-22
5343.61   6.28E-22   6.28E-22
5344.61   6.21E-22   6.21E-22
5345.61   6.13E-22   6.13E-22
5346.61   6.06E-22   6.06E-22
5347.61   6.00E-22   6.00E-22
5348.61   5.93E-22   5.93E-22
5349.61   5.87E-22   5.87E-22
5350.61   5.80E-22   5.80E-22
5351.61   5.74E-22   5.74E-22
5352.61   5.67E-22   5.67E-22
5353.61   5.60E-22   5.60E-22
5354.61   5.54E-22   5.54E-22
5355.61   5.47E-22   5.47E-22
5356.61   5.41E-22   5.41E-22
5357.61   5.34E-22   5.34E-22
5358.61   5.28E-22   5.28E-22
5359.61   5.22E-22   5.22E-22
5360.61   5.17E-22   5.17E-22
5361.61   5.11E-22   5.11E-22
5362.61   5.05E-22   5.05E-22
5363.61   4.99E-22   4.99E-22
5364.61   4.93E-22   4.93E-22
5365.61   4.87E-22   4.87E-22
5366.61   4.81E-22   4.81E-22
5367.61   4.75E-22   4.75E-22
5368.61   4.70E-22   4.70E-22
5369.61   4.64E-22   4.64E-22
5370.61   4.59E-22   4.59E-22
5371.61   4.53E-22   4.53E-22
5372.61   4.48E-22   4.48E-22
5373.61   4.43E-22   4.43E-22
5374.61   4.38E-22   4.38E-22
5375.61   4.32E-22   4.32E-22
5376.61   4.27E-22   4.27E-22
5377.61   4.22E-22   4.22E-22
5378.61   4.17E-22   4.17E-22
5379.61   4.11E-22   4.11E-22
5380.61   4.06E-22   4.06E-22
5381.61   4.01E-22   4.01E-22
5382.62   3.96E-22   3.96E-22
5383.62   3.92E-22   3.92E-22
5384.62   3.87E-22   3.87E-22
5385.62   3.82E-22   3.82E-22
5386.62   3.78E-22   3.78E-22
5387.62   3.73E-22   3.73E-22
5388.62   3.68E-22   3.68E-22
5389.62   3.63E-22   3.63E-22
5390.62   3.59E-22   3.59E-22
5391.62   3.54E-22   3.54E-22
5392.62   3.49E-22   3.49E-22
5393.62   3.45E-22   3.45E-22
5394.62   3.41E-22   3.41E-22
5395.62   3.37E-22   3.37E-22
5396.62   3.33E-22   3.33E-22
5397.62   3.29E-22   3.29E-22
5398.62   3.25E-22   3.25E-22
5399.62   3.21E-22   3.21E-22
5400.62   3.17E-22   3.17E-22
5401.62   3.13E-22   3.13E-22
5402.62   3.09E-22   3.09E-22
5403.62   3.05E-22   3.05E-22
5404.62   3.01E-22   3.01E-22
5405.62   2.97E-22   2.97E-22
5406.62   2.93E-22   2.93E-22
5407.62   2.90E-22   2.90E-22
5408.62   2.86E-22   2.86E-22
5409.62   2.82E-22   2.82E-22
5410.62   2.79E-22   2.79E-22
5411.62   2.75E-22   2.75E-22
5412.62   2.71E-22   2.71E-22
5413.62   2.68E-22   2.68E-22
5414.62   2.64E-22   2.64E-22
5415.62   2.60E-22   2.60E-22
5416.62   2.57E-22   2.57E-22
5417.62   2.54E-22   2.54E-22
5418.62   2.51E-22   2.51E-22
5419.62   2.48E-22   2.48E-22
