0 Branching ratio for O3      Total        2 branches
Lambda        Total        O2/O(1D)      O2/O
2435.18   9.46E-18  8.52E-18  9.46E-19
2436.18   9.51E-18  8.56E-18  9.51E-19
2437.18   9.55E-18  8.60E-18  9.55E-19
2438.18   9.59E-18  8.63E-18  9.59E-19
2439.18   9.62E-18  8.66E-18  9.62E-19
2440.18   9.64E-18  8.67E-18  9.64E-19
2441.18   9.65E-18  8.68E-18  9.65E-19
2442.18   9.66E-18  8.69E-18  9.66E-19
2443.18   9.66E-18  8.70E-18  9.66E-19
2444.18   9.67E-18  8.70E-18  9.67E-19
2445.18   9.68E-18  8.71E-18  9.68E-19
2446.18   9.68E-18  8.71E-18  9.68E-19
2447.18   9.69E-18  8.72E-18  9.69E-19
2448.18   9.72E-18  8.74E-18  9.72E-19
2449.18   9.75E-18  8.78E-18  9.75E-19
2450.18   9.81E-18  8.83E-18  9.81E-19
2451.18   9.88E-18  8.90E-18  9.88E-19
2452.18   9.97E-18  8.97E-18  9.97E-19
2453.18   1.00E-17  9.03E-18  1.00E-18
2454.18   1.01E-17  9.09E-18  1.01E-18
2455.18   1.01E-17  9.13E-18  1.01E-18
2456.18   1.02E-17  9.17E-18  1.02E-18
2457.18   1.02E-17  9.19E-18  1.02E-18
2458.19   1.02E-17  9.21E-18  1.02E-18
2459.19   1.02E-17  9.22E-18  1.02E-18
2460.19   1.03E-17  9.23E-18  1.03E-18
2461.19   1.03E-17  9.23E-18  1.03E-18
2462.19   1.03E-17  9.24E-18  1.03E-18
2463.19   1.03E-17  9.23E-18  1.03E-18
2464.19   1.03E-17  9.23E-18  1.03E-18
2465.19   1.03E-17  9.23E-18  1.03E-18
2466.19   1.03E-17  9.24E-18  1.03E-18
2467.19   1.03E-17  9.25E-18  1.03E-18
2468.19   1.03E-17  9.26E-18  1.03E-18
2469.19   1.03E-17  9.29E-18  1.03E-18
2470.19   1.04E-17  9.33E-18  1.04E-18
2471.19   1.04E-17  9.38E-18  1.04E-18
2472.19   1.05E-17  9.43E-18  1.05E-18
2473.19   1.05E-17  9.47E-18  1.05E-18
2474.19   1.06E-17  9.50E-18  1.06E-18
2475.19   1.06E-17  9.53E-18  1.06E-18
2476.19   1.06E-17  9.56E-18  1.06E-18
2477.19   1.06E-17  9.58E-18  1.06E-18
2478.19   1.07E-17  9.60E-18  1.07E-18
2479.19   1.07E-17  9.60E-18  1.07E-18
2480.19   1.06E-17  9.58E-18  1.06E-18
2481.19   1.06E-17  9.57E-18  1.06E-18
2482.19   1.06E-17  9.56E-18  1.06E-18
2483.19   1.06E-17  9.57E-18  1.06E-18
2484.19   1.07E-17  9.60E-18  1.07E-18
2485.19   1.07E-17  9.65E-18  1.07E-18
2486.19   1.08E-17  9.70E-18  1.08E-18
2487.19   1.09E-17  9.77E-18  1.09E-18
2488.19   1.09E-17  9.83E-18  1.09E-18
2489.19   1.10E-17  9.88E-18  1.10E-18
2490.19   1.10E-17  9.91E-18  1.10E-18
2491.19   1.10E-17  9.92E-18  1.10E-18
2492.19   1.10E-17  9.92E-18  1.10E-18
2493.19   1.10E-17  9.91E-18  1.10E-18
2494.19   1.10E-17  9.91E-18  1.10E-18
2495.19   1.10E-17  9.92E-18  1.10E-18
2496.19   1.10E-17  9.94E-18  1.10E-18
2497.19   1.11E-17  9.97E-18  1.11E-18
2498.19   1.11E-17  1.00E-17  1.11E-18
2499.19   1.11E-17  1.00E-17  1.11E-18
2500.19   1.11E-17  1.00E-17  1.11E-18
2501.19   1.11E-17  1.00E-17  1.11E-18
2502.19   1.11E-17  1.00E-17  1.11E-18
2503.19   1.11E-17  9.99E-18  1.11E-18
2504.19   1.11E-17  9.96E-18  1.11E-18
2505.19   1.10E-17  9.94E-18  1.10E-18
2506.19   1.10E-17  9.93E-18  1.10E-18
2507.19   1.10E-17  9.93E-18  1.10E-18
2508.19   1.10E-17  9.93E-18  1.10E-18
2509.19   1.10E-17  9.94E-18  1.10E-18
2510.19   1.11E-17  9.96E-18  1.11E-18
2511.19   1.11E-17  9.98E-18  1.11E-18
2512.19   1.11E-17  1.00E-17  1.11E-18
2513.19   1.12E-17  1.01E-17  1.12E-18
2514.19   1.12E-17  1.01E-17  1.12E-18
2515.19   1.13E-17  1.02E-17  1.13E-18
2516.19   1.14E-17  1.03E-17  1.14E-18
2517.19   1.15E-17  1.03E-17  1.15E-18
2518.19   1.15E-17  1.04E-17  1.15E-18
2519.19   1.15E-17  1.04E-17  1.15E-18
2520.19   1.15E-17  1.03E-17  1.15E-18
2521.19   1.15E-17  1.03E-17  1.15E-18
2522.19   1.14E-17  1.03E-17  1.14E-18
2523.19   1.14E-17  1.02E-17  1.14E-18
2524.19   1.14E-17  1.02E-17  1.14E-18
2525.19   1.13E-17  1.02E-17  1.13E-18
2526.20   1.13E-17  1.02E-17  1.13E-18
2527.20   1.13E-17  1.02E-17  1.13E-18
2528.20   1.13E-17  1.02E-17  1.13E-18
2529.20   1.13E-17  1.02E-17  1.13E-18
2530.20   1.13E-17  1.02E-17  1.13E-18
2531.20   1.13E-17  1.02E-17  1.13E-18
2532.20   1.14E-17  1.02E-17  1.14E-18
2533.20   1.14E-17  1.02E-17  1.14E-18
2534.20   1.14E-17  1.03E-17  1.14E-18
2535.20   1.15E-17  1.03E-17  1.15E-18
2536.20   1.15E-17  1.03E-17  1.15E-18
2537.20   1.15E-17  1.04E-17  1.15E-18
2538.20   1.15E-17  1.04E-17  1.15E-18
2539.20   1.15E-17  1.04E-17  1.15E-18
2540.20   1.15E-17  1.04E-17  1.15E-18
2541.20   1.15E-17  1.04E-17  1.15E-18
2542.20   1.15E-17  1.03E-17  1.15E-18
2543.20   1.14E-17  1.03E-17  1.14E-18
2544.20   1.14E-17  1.02E-17  1.14E-18
2545.20   1.13E-17  1.02E-17  1.13E-18
2546.20   1.13E-17  1.02E-17  1.13E-18
2547.20   1.13E-17  1.02E-17  1.13E-18
2548.20   1.14E-17  1.02E-17  1.14E-18
2549.20   1.14E-17  1.03E-17  1.14E-18
2550.20   1.15E-17  1.03E-17  1.15E-18
2551.20   1.16E-17  1.04E-17  1.16E-18
2552.20   1.16E-17  1.05E-17  1.16E-18
2553.20   1.17E-17  1.05E-17  1.17E-18
2554.20   1.17E-17  1.05E-17  1.17E-18
2555.20   1.17E-17  1.05E-17  1.17E-18
2556.20   1.16E-17  1.05E-17  1.16E-18
2557.20   1.16E-17  1.04E-17  1.16E-18
2558.20   1.16E-17  1.04E-17  1.16E-18
2559.20   1.15E-17  1.04E-17  1.15E-18
2560.20   1.15E-17  1.03E-17  1.15E-18
2561.20   1.14E-17  1.03E-17  1.14E-18
2562.20   1.14E-17  1.03E-17  1.14E-18
2563.20   1.13E-17  1.02E-17  1.13E-18
2564.20   1.13E-17  1.02E-17  1.13E-18
2565.20   1.12E-17  1.01E-17  1.12E-18
2566.20   1.12E-17  1.01E-17  1.12E-18
2567.20   1.12E-17  1.01E-17  1.12E-18
2568.20   1.12E-17  1.01E-17  1.12E-18
2569.20   1.12E-17  1.01E-17  1.12E-18
2570.20   1.13E-17  1.02E-17  1.13E-18
2571.20   1.13E-17  1.02E-17  1.13E-18
2572.20   1.13E-17  1.02E-17  1.13E-18
2573.20   1.13E-17  1.02E-17  1.13E-18
2574.20   1.13E-17  1.01E-17  1.13E-18
2575.20   1.12E-17  1.01E-17  1.12E-18
2576.20   1.12E-17  1.01E-17  1.12E-18
2577.20   1.12E-17  1.01E-17  1.12E-18
2578.20   1.12E-17  1.01E-17  1.12E-18
2579.20   1.12E-17  1.00E-17  1.12E-18
2580.20   1.12E-17  1.00E-17  1.12E-18
2581.20   1.12E-17  1.00E-17  1.12E-18
2582.20   1.12E-17  1.01E-17  1.12E-18
2583.20   1.13E-17  1.01E-17  1.13E-18
2584.20   1.14E-17  1.02E-17  1.14E-18
2585.20   1.14E-17  1.03E-17  1.14E-18
2586.20   1.15E-17  1.03E-17  1.15E-18
2587.20   1.15E-17  1.04E-17  1.15E-18
2588.20   1.15E-17  1.04E-17  1.15E-18
2589.20   1.15E-17  1.03E-17  1.15E-18
2590.20   1.14E-17  1.03E-17  1.14E-18
2591.20   1.13E-17  1.02E-17  1.13E-18
2592.20   1.12E-17  1.01E-17  1.12E-18
2593.20   1.11E-17  9.99E-18  1.11E-18
2594.21   1.10E-17  9.89E-18  1.10E-18
2595.21   1.09E-17  9.79E-18  1.09E-18
2596.21   1.08E-17  9.71E-18  1.08E-18
2597.21   1.07E-17  9.66E-18  1.07E-18
2598.21   1.07E-17  9.63E-18  1.07E-18
2599.21   1.07E-17  9.62E-18  1.07E-18
2600.21   1.07E-17  9.64E-18  1.07E-18
2601.21   1.08E-17  9.69E-18  1.08E-18
2602.21   1.08E-17  9.75E-18  1.08E-18
2603.21   1.09E-17  9.82E-18  1.09E-18
2604.21   1.10E-17  9.89E-18  1.10E-18
2605.21   1.10E-17  9.94E-18  1.10E-18
2606.21   1.11E-17  9.97E-18  1.11E-18
2607.21   1.11E-17  9.97E-18  1.11E-18
2608.21   1.10E-17  9.94E-18  1.10E-18
2609.21   1.10E-17  9.89E-18  1.10E-18
2610.21   1.09E-17  9.81E-18  1.09E-18
2611.21   1.08E-17  9.73E-18  1.08E-18
2612.21   1.07E-17  9.64E-18  1.07E-18
2613.21   1.06E-17  9.57E-18  1.06E-18
2614.21   1.06E-17  9.50E-18  1.06E-18
2615.21   1.05E-17  9.46E-18  1.05E-18
2616.21   1.05E-17  9.43E-18  1.05E-18
2617.21   1.05E-17  9.42E-18  1.05E-18
2618.21   1.05E-17  9.42E-18  1.05E-18
2619.21   1.05E-17  9.43E-18  1.05E-18
2620.21   1.05E-17  9.45E-18  1.05E-18
2621.21   1.05E-17  9.46E-18  1.05E-18
2622.21   1.05E-17  9.49E-18  1.05E-18
2623.21   1.06E-17  9.53E-18  1.06E-18
2624.21   1.06E-17  9.54E-18  1.06E-18
2625.21   1.06E-17  9.54E-18  1.06E-18
2626.21   1.06E-17  9.50E-18  1.06E-18
2627.21   1.05E-17  9.43E-18  1.05E-18
2628.21   1.04E-17  9.35E-18  1.04E-18
2629.21   1.03E-17  9.26E-18  1.03E-18
2630.21   1.02E-17  9.17E-18  1.02E-18
2631.21   1.01E-17  9.09E-18  1.01E-18
2632.21   1.00E-17  9.02E-18  1.00E-18
2633.21   9.97E-18  8.97E-18  9.97E-19
2634.21   9.92E-18  8.93E-18  9.92E-19
2635.21   9.89E-18  8.91E-18  9.89E-19
2636.21   9.88E-18  8.90E-18  9.88E-19
2637.21   9.89E-18  8.90E-18  9.89E-19
2638.21   9.91E-18  8.92E-18  9.91E-19
2639.21   9.94E-18  8.95E-18  9.94E-19
2640.21   9.97E-18  8.97E-18  9.97E-19
2641.21   1.00E-17  9.00E-18  1.00E-18
2642.21   1.00E-17  9.02E-18  1.00E-18
2643.21   1.00E-17  9.03E-18  1.00E-18
2644.21   1.00E-17  9.03E-18  1.00E-18
2645.21   1.00E-17  9.02E-18  1.00E-18
2646.21   9.98E-18  8.98E-18  9.98E-19
2647.21   9.91E-18  8.92E-18  9.91E-19
2648.21   9.82E-18  8.84E-18  9.82E-19
2649.21   9.71E-18  8.74E-18  9.71E-19
2650.21   9.62E-18  8.66E-18  9.62E-19
2651.21   9.56E-18  8.61E-18  9.56E-19
2652.21   9.55E-18  8.59E-18  9.55E-19
2653.21   9.56E-18  8.60E-18  9.56E-19
2654.21   9.57E-18  8.62E-18  9.57E-19
2655.21   9.59E-18  8.63E-18  9.59E-19
2656.21   9.58E-18  8.62E-18  9.58E-19
2657.21   9.56E-18  8.61E-18  9.56E-19
2658.21   9.54E-18  8.58E-18  9.54E-19
2659.21   9.49E-18  8.55E-18  9.49E-19
2660.21   9.44E-18  8.49E-18  9.44E-19
2661.21   9.37E-18  8.44E-18  9.37E-19
2662.22   9.31E-18  8.38E-18  9.31E-19
2663.22   9.27E-18  8.34E-18  9.27E-19
2664.22   9.23E-18  8.30E-18  9.23E-19
2665.22   9.19E-18  8.27E-18  9.19E-19
2666.22   9.13E-18  8.22E-18  9.13E-19
2667.22   9.06E-18  8.15E-18  9.06E-19
2668.22   8.97E-18  8.07E-18  8.97E-19
2669.22   8.88E-18  7.99E-18  8.88E-19
2670.22   8.80E-18  7.92E-18  8.80E-19
2671.22   8.75E-18  7.88E-18  8.75E-19
2672.22   8.75E-18  7.87E-18  8.75E-19
2673.22   8.78E-18  7.90E-18  8.78E-19
2674.22   8.83E-18  7.94E-18  8.83E-19
2675.22   8.87E-18  7.98E-18  8.87E-19
2676.22   8.89E-18  8.00E-18  8.89E-19
2677.22   8.87E-18  7.98E-18  8.87E-19
2678.22   8.83E-18  7.95E-18  8.83E-19
2679.22   8.78E-18  7.90E-18  8.78E-19
2680.22   8.71E-18  7.84E-18  8.71E-19
2681.22   8.64E-18  7.78E-18  8.64E-19
2682.22   8.56E-18  7.71E-18  8.56E-19
2683.22   8.49E-18  7.64E-18  8.49E-19
2684.22   8.41E-18  7.56E-18  8.41E-19
2685.22   8.33E-18  7.50E-18  8.33E-19
2686.22   8.27E-18  7.45E-18  8.27E-19
2687.22   8.23E-18  7.40E-18  8.23E-19
2688.22   8.18E-18  7.36E-18  8.18E-19
2689.22   8.13E-18  7.31E-18  8.13E-19
2690.22   8.07E-18  7.27E-18  8.07E-19
2691.22   8.03E-18  7.22E-18  8.03E-19
2692.22   8.00E-18  7.20E-18  8.00E-19
2693.22   8.00E-18  7.20E-18  8.00E-19
2694.22   8.03E-18  7.23E-18  8.03E-19
2695.22   8.07E-18  7.27E-18  8.07E-19
2696.22   8.11E-18  7.30E-18  8.11E-19
2697.22   8.13E-18  7.32E-18  8.13E-19
2698.22   8.11E-18  7.30E-18  8.11E-19
2699.22   8.06E-18  7.25E-18  8.06E-19
2700.22   7.99E-18  7.19E-18  7.99E-19
2701.22   7.92E-18  7.12E-18  7.92E-19
2702.22   7.84E-18  7.06E-18  7.84E-19
2703.22   7.77E-18  6.99E-18  7.77E-19
2704.22   7.70E-18  6.93E-18  7.70E-19
2705.22   7.63E-18  6.87E-18  7.63E-19
2706.22   7.57E-18  6.81E-18  7.57E-19
2707.22   7.52E-18  6.76E-18  7.52E-19
2708.22   7.47E-18  6.72E-18  7.47E-19
2709.22   7.43E-18  6.69E-18  7.43E-19
2710.22   7.40E-18  6.66E-18  7.40E-19
2711.22   7.36E-18  6.63E-18  7.36E-19
2712.22   7.33E-18  6.59E-18  7.33E-19
2713.22   7.29E-18  6.56E-18  7.29E-19
2714.22   7.26E-18  6.53E-18  7.26E-19
2715.22   7.23E-18  6.51E-18  7.23E-19
2716.22   7.22E-18  6.50E-18  7.22E-19
2717.22   7.21E-18  6.49E-18  7.21E-19
2718.22   7.20E-18  6.48E-18  7.20E-19
2719.22   7.18E-18  6.46E-18  7.18E-19
2720.22   7.14E-18  6.43E-18  7.14E-19
2721.22   7.09E-18  6.38E-18  7.09E-19
2722.22   7.02E-18  6.32E-18  7.02E-19
2723.22   6.96E-18  6.27E-18  6.96E-19
2724.22   6.92E-18  6.22E-18  6.92E-19
2725.22   6.88E-18  6.19E-18  6.88E-19
2726.22   6.84E-18  6.15E-18  6.84E-19
2727.22   6.79E-18  6.11E-18  6.79E-19
2728.22   6.74E-18  6.07E-18  6.74E-19
2729.22   6.70E-18  6.03E-18  6.70E-19
2730.23   6.67E-18  6.00E-18  6.67E-19
2731.23   6.65E-18  5.98E-18  6.65E-19
2732.23   6.62E-18  5.96E-18  6.62E-19
2733.23   6.58E-18  5.92E-18  6.58E-19
2734.23   6.52E-18  5.87E-18  6.52E-19
2735.23   6.46E-18  5.81E-18  6.46E-19
2736.23   6.40E-18  5.76E-18  6.40E-19
2737.23   6.34E-18  5.70E-18  6.34E-19
2738.23   6.28E-18  5.65E-18  6.28E-19
2739.23   6.22E-18  5.59E-18  6.22E-19
2740.23   6.15E-18  5.54E-18  6.15E-19
2741.23   6.08E-18  5.48E-18  6.08E-19
2742.23   6.02E-18  5.42E-18  6.02E-19
2743.23   5.97E-18  5.37E-18  5.97E-19
2744.23   5.94E-18  5.35E-18  5.94E-19
2745.23   5.93E-18  5.34E-18  5.93E-19
2746.23   5.94E-18  5.35E-18  5.94E-19
2747.23   5.94E-18  5.35E-18  5.94E-19
2748.23   5.94E-18  5.34E-18  5.94E-19
2749.23   5.92E-18  5.33E-18  5.92E-19
2750.23   5.88E-18  5.30E-18  5.88E-19
2751.23   5.84E-18  5.26E-18  5.84E-19
2752.23   5.79E-18  5.21E-18  5.79E-19
2753.23   5.74E-18  5.17E-18  5.74E-19
2754.23   5.69E-18  5.12E-18  5.69E-19
2755.23   5.63E-18  5.07E-18  5.63E-19
2756.23   5.58E-18  5.02E-18  5.58E-19
2757.23   5.52E-18  4.97E-18  5.52E-19
2758.23   5.47E-18  4.93E-18  5.47E-19
2759.23   5.44E-18  4.89E-18  5.44E-19
2760.23   5.42E-18  4.87E-18  5.42E-19
2761.23   5.40E-18  4.86E-18  5.40E-19
2762.23   5.38E-18  4.84E-18  5.38E-19
2763.23   5.35E-18  4.81E-18  5.35E-19
2764.23   5.30E-18  4.77E-18  5.30E-19
2765.23   5.25E-18  4.72E-18  5.25E-19
2766.23   5.20E-18  4.68E-18  5.20E-19
2767.23   5.16E-18  4.64E-18  5.16E-19
2768.23   5.13E-18  4.61E-18  5.13E-19
2769.23   5.10E-18  4.59E-18  5.10E-19
2770.23   5.07E-18  4.56E-18  5.07E-19
2771.23   5.04E-18  4.54E-18  5.04E-19
2772.23   5.02E-18  4.52E-18  5.02E-19
2773.23   5.00E-18  4.50E-18  5.00E-19
2774.23   4.97E-18  4.48E-18  4.97E-19
2775.23   4.94E-18  4.44E-18  4.94E-19
2776.23   4.89E-18  4.40E-18  4.89E-19
2777.23   4.84E-18  4.35E-18  4.84E-19
2778.23   4.78E-18  4.30E-18  4.78E-19
2779.23   4.73E-18  4.25E-18  4.73E-19
2780.23   4.68E-18  4.21E-18  4.68E-19
2781.23   4.64E-18  4.18E-18  4.64E-19
2782.23   4.61E-18  4.14E-18  4.61E-19
2783.23   4.58E-18  4.12E-18  4.58E-19
2784.23   4.55E-18  4.09E-18  4.55E-19
2785.23   4.51E-18  4.06E-18  4.51E-19
2786.23   4.48E-18  4.03E-18  4.48E-19
2787.23   4.45E-18  4.00E-18  4.45E-19
2788.23   4.41E-18  3.97E-18  4.41E-19
2789.23   4.36E-18  3.93E-18  4.36E-19
2790.23   4.32E-18  3.89E-18  4.32E-19
2791.23   4.27E-18  3.85E-18  4.27E-19
2792.23   4.23E-18  3.81E-18  4.23E-19
2793.23   4.20E-18  3.78E-18  4.20E-19
2794.23   4.18E-18  3.76E-18  4.18E-19
2795.23   4.16E-18  3.74E-18  4.16E-19
2796.23   4.14E-18  3.73E-18  4.14E-19
2797.23   4.13E-18  3.71E-18  4.13E-19
2798.24   4.10E-18  3.69E-18  4.10E-19
2799.24   4.08E-18  3.67E-18  4.08E-19
2800.24   4.04E-18  3.63E-18  4.04E-19
2801.24   3.98E-18  3.58E-18  3.98E-19
2802.24   3.92E-18  3.53E-18  3.92E-19
2803.24   3.87E-18  3.48E-18  3.87E-19
2804.24   3.82E-18  3.44E-18  3.82E-19
2805.24   3.78E-18  3.40E-18  3.78E-19
2806.24   3.75E-18  3.37E-18  3.75E-19
2807.24   3.72E-18  3.35E-18  3.72E-19
2808.24   3.70E-18  3.33E-18  3.70E-19
2809.24   3.68E-18  3.32E-18  3.68E-19
2810.24   3.67E-18  3.30E-18  3.67E-19
2811.24   3.64E-18  3.28E-18  3.64E-19
2812.24   3.60E-18  3.24E-18  3.60E-19
2813.24   3.55E-18  3.20E-18  3.55E-19
2814.24   3.50E-18  3.15E-18  3.50E-19
2815.24   3.44E-18  3.10E-18  3.44E-19
2816.24   3.39E-18  3.05E-18  3.39E-19
2817.24   3.35E-18  3.01E-18  3.35E-19
2818.24   3.31E-18  2.98E-18  3.31E-19
2819.24   3.28E-18  2.95E-18  3.28E-19
2820.24   3.26E-18  2.93E-18  3.26E-19
2821.24   3.24E-18  2.92E-18  3.24E-19
2822.24   3.23E-18  2.91E-18  3.23E-19
2823.24   3.21E-18  2.89E-18  3.21E-19
2824.24   3.19E-18  2.87E-18  3.19E-19
2825.24   3.15E-18  2.84E-18  3.15E-19
2826.24   3.11E-18  2.80E-18  3.11E-19
2827.24   3.08E-18  2.77E-18  3.08E-19
2828.24   3.05E-18  2.75E-18  3.05E-19
2829.24   3.03E-18  2.73E-18  3.03E-19
2830.24   3.02E-18  2.71E-18  3.02E-19
2831.24   3.01E-18  2.71E-18  3.01E-19
2832.24   3.01E-18  2.71E-18  3.01E-19
2833.24   3.01E-18  2.71E-18  3.01E-19
2834.24   3.00E-18  2.70E-18  3.00E-19
2835.24   2.98E-18  2.68E-18  2.98E-19
2836.24   2.94E-18  2.64E-18  2.94E-19
2837.24   2.89E-18  2.60E-18  2.89E-19
2838.24   2.84E-18  2.55E-18  2.84E-19
2839.24   2.79E-18  2.51E-18  2.79E-19
2840.24   2.74E-18  2.46E-18  2.74E-19
2841.24   2.70E-18  2.43E-18  2.70E-19
2842.24   2.67E-18  2.40E-18  2.67E-19
2843.24   2.64E-18  2.38E-18  2.64E-19
2844.24   2.62E-18  2.36E-18  2.62E-19
2845.24   2.60E-18  2.34E-18  2.60E-19
2846.24   2.58E-18  2.32E-18  2.58E-19
2847.24   2.56E-18  2.30E-18  2.56E-19
2848.24   2.53E-18  2.28E-18  2.53E-19
2849.24   2.51E-18  2.26E-18  2.51E-19
2850.24   2.48E-18  2.23E-18  2.48E-19
2851.24   2.45E-18  2.20E-18  2.45E-19
2852.24   2.41E-18  2.17E-18  2.41E-19
2853.24   2.37E-18  2.14E-18  2.37E-19
2854.24   2.34E-18  2.11E-18  2.34E-19
2855.24   2.32E-18  2.09E-18  2.32E-19
2856.24   2.30E-18  2.07E-18  2.30E-19
2857.24   2.29E-18  2.06E-18  2.29E-19
2858.24   2.28E-18  2.05E-18  2.28E-19
2859.24   2.27E-18  2.04E-18  2.27E-19
2860.24   2.25E-18  2.03E-18  2.25E-19
2861.24   2.23E-18  2.01E-18  2.23E-19
2862.24   2.21E-18  1.99E-18  2.21E-19
2863.24   2.18E-18  1.96E-18  2.18E-19
2864.24   2.16E-18  1.94E-18  2.16E-19
2865.24   2.13E-18  1.92E-18  2.13E-19
2866.25   2.11E-18  1.90E-18  2.11E-19
2867.25   2.08E-18  1.87E-18  2.08E-19
2868.25   2.06E-18  1.85E-18  2.06E-19
2869.25   2.04E-18  1.84E-18  2.04E-19
2870.25   2.03E-18  1.83E-18  2.03E-19
2871.25   2.01E-18  1.81E-18  2.01E-19
2872.25   2.00E-18  1.80E-18  2.00E-19
2873.25   1.98E-18  1.78E-18  1.98E-19
2874.25   1.95E-18  1.76E-18  1.95E-19
2875.25   1.92E-18  1.73E-18  1.92E-19
2876.25   1.89E-18  1.70E-18  1.89E-19
2877.25   1.86E-18  1.67E-18  1.86E-19
2878.25   1.83E-18  1.64E-18  1.83E-19
2879.25   1.80E-18  1.62E-18  1.80E-19
2880.25   1.77E-18  1.59E-18  1.77E-19
2881.25   1.75E-18  1.57E-18  1.75E-19
2882.25   1.73E-18  1.56E-18  1.73E-19
2883.25   1.71E-18  1.54E-18  1.71E-19
2884.25   1.69E-18  1.52E-18  1.69E-19
2885.25   1.68E-18  1.51E-18  1.68E-19
2886.25   1.66E-18  1.50E-18  1.66E-19
2887.25   1.65E-18  1.48E-18  1.65E-19
2888.25   1.63E-18  1.47E-18  1.63E-19
2889.25   1.61E-18  1.45E-18  1.61E-19
2890.25   1.59E-18  1.43E-18  1.59E-19
2891.25   1.57E-18  1.42E-18  1.57E-19
2892.25   1.56E-18  1.40E-18  1.56E-19
2893.25   1.54E-18  1.38E-18  1.54E-19
2894.25   1.52E-18  1.37E-18  1.52E-19
2895.25   1.50E-18  1.35E-18  1.50E-19
2896.25   1.48E-18  1.33E-18  1.48E-19
2897.25   1.46E-18  1.31E-18  1.46E-19
2898.25   1.44E-18  1.30E-18  1.44E-19
2899.25   1.43E-18  1.29E-18  1.43E-19
2900.25   1.42E-18  1.28E-18  1.42E-19
2901.25   1.41E-18  1.27E-18  1.41E-19
2902.25   1.39E-18  1.25E-18  1.39E-19
2903.25   1.38E-18  1.24E-18  1.38E-19
2904.25   1.37E-18  1.23E-18  1.37E-19
2905.25   1.36E-18  1.22E-18  1.36E-19
2906.25   1.34E-18  1.21E-18  1.34E-19
2907.25   1.33E-18  1.20E-18  1.33E-19
2908.25   1.31E-18  1.18E-18  1.31E-19
2909.25   1.30E-18  1.17E-18  1.30E-19
2910.25   1.28E-18  1.15E-18  1.28E-19
2911.25   1.27E-18  1.14E-18  1.27E-19
2912.25   1.25E-18  1.12E-18  1.25E-19
2913.25   1.23E-18  1.11E-18  1.23E-19
2914.25   1.21E-18  1.09E-18  1.21E-19
2915.25   1.19E-18  1.07E-18  1.19E-19
2916.25   1.17E-18  1.05E-18  1.17E-19
2917.25   1.15E-18  1.04E-18  1.15E-19
2918.25   1.14E-18  1.02E-18  1.14E-19
2919.25   1.12E-18  1.01E-18  1.12E-19
2920.25   1.11E-18  9.99E-19  1.11E-19
2921.25   1.10E-18  9.87E-19  1.10E-19
2922.25   1.08E-18  9.76E-19  1.08E-19
2923.25   1.07E-18  9.65E-19  1.07E-19
2924.25   1.06E-18  9.57E-19  1.06E-19
2925.25   1.06E-18  9.51E-19  1.06E-19
2926.25   1.05E-18  9.44E-19  1.05E-19
2927.25   1.04E-18  9.36E-19  1.04E-19
2928.25   1.03E-18  9.26E-19  1.03E-19
2929.25   1.02E-18  9.14E-19  1.02E-19
2930.25   1.00E-18  9.01E-19  1.00E-19
2931.25   9.87E-19  8.88E-19  9.87E-20
2932.25   9.73E-19  8.76E-19  9.73E-20
2933.25   9.58E-19  8.62E-19  9.58E-20
2934.26   9.43E-19  8.48E-19  9.43E-20
2935.26   9.27E-19  8.34E-19  9.27E-20
2936.26   9.13E-19  8.21E-19  9.13E-20
2937.26   8.98E-19  8.08E-19  8.98E-20
2938.26   8.85E-19  7.97E-19  8.85E-20
2939.26   8.76E-19  7.88E-19  8.76E-20
2940.26   8.68E-19  7.81E-19  8.68E-20
2941.26   8.61E-19  7.75E-19  8.61E-20
2942.26   8.54E-19  7.68E-19  8.54E-20
2943.26   8.45E-19  7.61E-19  8.45E-20
2944.26   8.36E-19  7.53E-19  8.36E-20
2945.26   8.27E-19  7.45E-19  8.27E-20
2946.26   8.18E-19  7.37E-19  8.18E-20
2947.26   8.09E-19  7.28E-19  8.09E-20
2948.26   7.99E-19  7.19E-19  7.99E-20
2949.26   7.89E-19  7.10E-19  7.89E-20
2950.26   7.78E-19  7.00E-19  7.78E-20
2951.26   7.66E-19  6.90E-19  7.66E-20
2952.26   7.53E-19  6.78E-19  7.53E-20
2953.26   7.40E-19  6.66E-19  7.40E-20
2954.26   7.28E-19  6.55E-19  7.28E-20
2955.26   7.17E-19  6.45E-19  7.17E-20
2956.26   7.08E-19  6.37E-19  7.08E-20
2957.26   6.99E-19  6.29E-19  6.99E-20
2958.26   6.91E-19  6.22E-19  6.91E-20
2959.26   6.83E-19  6.14E-19  6.83E-20
2960.26   6.73E-19  6.06E-19  6.73E-20
2961.26   6.61E-19  5.95E-19  6.61E-20
2962.26   6.49E-19  5.84E-19  6.49E-20
2963.26   6.39E-19  5.75E-19  6.39E-20
2964.26   6.32E-19  5.69E-19  6.32E-20
2965.26   6.27E-19  5.65E-19  6.27E-20
2966.26   6.23E-19  5.61E-19  6.23E-20
2967.26   6.19E-19  5.57E-19  6.19E-20
2968.26   6.13E-19  5.52E-19  6.13E-20
2969.26   6.05E-19  5.45E-19  6.05E-20
2970.26   5.95E-19  5.35E-19  5.95E-20
