0 Branching ratio for O3      Total        2 branches
Lambda        Total        O2/O(1D)      O2/O
6146.73   4.39E-21  0.00E+00  4.39E-21
6147.73   4.40E-21  0.00E+00  4.40E-21
6148.73   4.39E-21  0.00E+00  4.39E-21
6149.73   4.37E-21  0.00E+00  4.37E-21
6150.73   4.36E-21  0.00E+00  4.36E-21
6151.73   4.37E-21  0.00E+00  4.37E-21
6152.73   4.35E-21  0.00E+00  4.35E-21
6153.73   4.33E-21  0.00E+00  4.33E-21
6154.73   4.33E-21  0.00E+00  4.33E-21
6155.73   4.33E-21  0.00E+00  4.33E-21
6156.73   4.31E-21  0.00E+00  4.31E-21
6157.73   4.29E-21  0.00E+00  4.29E-21
6158.73   4.31E-21  0.00E+00  4.31E-21
6159.73   4.31E-21  0.00E+00  4.31E-21
6160.73   4.29E-21  0.00E+00  4.29E-21
6161.73   4.26E-21  0.00E+00  4.26E-21
6162.73   4.28E-21  0.00E+00  4.28E-21
6163.73   4.27E-21  0.00E+00  4.27E-21
6164.73   4.25E-21  0.00E+00  4.25E-21
6165.73   4.26E-21  0.00E+00  4.26E-21
6166.73   4.26E-21  0.00E+00  4.26E-21
6167.73   4.24E-21  0.00E+00  4.24E-21
6168.73   4.23E-21  0.00E+00  4.23E-21
6169.73   4.23E-21  0.00E+00  4.23E-21
6170.73   4.23E-21  0.00E+00  4.23E-21
6171.73   4.21E-21  0.00E+00  4.21E-21
6172.73   4.22E-21  0.00E+00  4.22E-21
6173.73   4.21E-21  0.00E+00  4.21E-21
6174.73   4.20E-21  0.00E+00  4.20E-21
6175.73   4.19E-21  0.00E+00  4.19E-21
6176.73   4.19E-21  0.00E+00  4.19E-21
6177.73   4.19E-21  0.00E+00  4.19E-21
6178.73   4.17E-21  0.00E+00  4.17E-21
6179.73   4.17E-21  0.00E+00  4.17E-21
6180.73   4.16E-21  0.00E+00  4.16E-21
6181.73   4.15E-21  0.00E+00  4.15E-21
6182.73   4.15E-21  0.00E+00  4.15E-21
6183.73   4.15E-21  0.00E+00  4.15E-21
6184.73   4.14E-21  0.00E+00  4.14E-21
6185.73   4.14E-21  0.00E+00  4.14E-21
6186.73   4.13E-21  0.00E+00  4.13E-21
6187.73   4.13E-21  0.00E+00  4.13E-21
6188.73   4.13E-21  0.00E+00  4.13E-21
6189.73   4.11E-21  0.00E+00  4.11E-21
6190.73   4.11E-21  0.00E+00  4.11E-21
6191.73   4.10E-21  0.00E+00  4.10E-21
6192.73   4.11E-21  0.00E+00  4.11E-21
6193.73   4.10E-21  0.00E+00  4.10E-21
6194.73   4.08E-21  0.00E+00  4.08E-21
6195.73   4.08E-21  0.00E+00  4.08E-21
6196.73   4.06E-21  0.00E+00  4.06E-21
6197.73   4.06E-21  0.00E+00  4.06E-21
6198.74   4.07E-21  0.00E+00  4.07E-21
6199.74   4.06E-21  0.00E+00  4.06E-21
6200.74   4.04E-21  0.00E+00  4.04E-21
6201.74   4.06E-21  0.00E+00  4.06E-21
6202.74   4.03E-21  0.00E+00  4.03E-21
6203.74   4.02E-21  0.00E+00  4.02E-21
6204.74   4.02E-21  0.00E+00  4.02E-21
6205.74   4.03E-21  0.00E+00  4.03E-21
6206.74   4.03E-21  0.00E+00  4.03E-21
6207.74   4.02E-21  0.00E+00  4.02E-21
6208.74   4.00E-21  0.00E+00  4.00E-21
6209.74   4.02E-21  0.00E+00  4.02E-21
6210.74   4.01E-21  0.00E+00  4.01E-21
6211.74   3.99E-21  0.00E+00  3.99E-21
6212.74   4.00E-21  0.00E+00  4.00E-21
6213.74   3.98E-21  0.00E+00  3.98E-21
6214.74   4.00E-21  0.00E+00  4.00E-21
6215.74   3.98E-21  0.00E+00  3.98E-21
6216.74   3.98E-21  0.00E+00  3.98E-21
6217.74   3.98E-21  0.00E+00  3.98E-21
6218.74   3.95E-21  0.00E+00  3.95E-21
6219.74   3.96E-21  0.00E+00  3.96E-21
6220.74   3.96E-21  0.00E+00  3.96E-21
6221.74   3.96E-21  0.00E+00  3.96E-21
6222.74   3.95E-21  0.00E+00  3.95E-21
6223.74   3.96E-21  0.00E+00  3.96E-21
6224.74   3.94E-21  0.00E+00  3.94E-21
6225.74   3.92E-21  0.00E+00  3.92E-21
6226.74   3.94E-21  0.00E+00  3.94E-21
6227.74   3.93E-21  0.00E+00  3.93E-21
6228.74   3.94E-21  0.00E+00  3.94E-21
6229.74   3.93E-21  0.00E+00  3.93E-21
6230.74   3.92E-21  0.00E+00  3.92E-21
6231.74   3.92E-21  0.00E+00  3.92E-21
6232.74   3.93E-21  0.00E+00  3.93E-21
6233.74   3.91E-21  0.00E+00  3.91E-21
6234.74   3.89E-21  0.00E+00  3.89E-21
6235.74   3.91E-21  0.00E+00  3.91E-21
6236.74   3.89E-21  0.00E+00  3.89E-21
6237.74   3.89E-21  0.00E+00  3.89E-21
6238.74   3.88E-21  0.00E+00  3.88E-21
6239.74   3.88E-21  0.00E+00  3.88E-21
6240.74   3.88E-21  0.00E+00  3.88E-21
6241.74   3.87E-21  0.00E+00  3.87E-21
6242.74   3.85E-21  0.00E+00  3.85E-21
6243.74   3.85E-21  0.00E+00  3.85E-21
6244.74   3.86E-21  0.00E+00  3.86E-21
6245.74   3.85E-21  0.00E+00  3.85E-21
6246.74   3.83E-21  0.00E+00  3.83E-21
6247.74   3.83E-21  0.00E+00  3.83E-21
6248.74   3.82E-21  0.00E+00  3.82E-21
6249.74   3.81E-21  0.00E+00  3.81E-21
6250.74   3.81E-21  0.00E+00  3.81E-21
6251.74   3.82E-21  0.00E+00  3.82E-21
6252.74   3.81E-21  0.00E+00  3.81E-21
6253.74   3.80E-21  0.00E+00  3.80E-21
6254.74   3.79E-21  0.00E+00  3.79E-21
6255.74   3.81E-21  0.00E+00  3.81E-21
6256.74   3.77E-21  0.00E+00  3.77E-21
6257.74   3.79E-21  0.00E+00  3.79E-21
6258.74   3.76E-21  0.00E+00  3.76E-21
6259.74   3.77E-21  0.00E+00  3.77E-21
6260.74   3.78E-21  0.00E+00  3.78E-21
6261.74   3.78E-21  0.00E+00  3.78E-21
6262.74   3.75E-21  0.00E+00  3.75E-21
6263.74   3.73E-21  0.00E+00  3.73E-21
6264.74   3.75E-21  0.00E+00  3.75E-21
6265.74   3.73E-21  0.00E+00  3.73E-21
6266.75   3.74E-21  0.00E+00  3.74E-21
6267.75   3.73E-21  0.00E+00  3.73E-21
6268.75   3.72E-21  0.00E+00  3.72E-21
6269.75   3.73E-21  0.00E+00  3.73E-21
6270.75   3.71E-21  0.00E+00  3.71E-21
6271.75   3.71E-21  0.00E+00  3.71E-21
6272.75   3.68E-21  0.00E+00  3.68E-21
6273.75   3.69E-21  0.00E+00  3.69E-21
6274.75   3.70E-21  0.00E+00  3.70E-21
6275.75   3.68E-21  0.00E+00  3.68E-21
6276.75   3.68E-21  0.00E+00  3.68E-21
6277.75   3.67E-21  0.00E+00  3.67E-21
6278.75   3.68E-21  0.00E+00  3.68E-21
6279.75   3.65E-21  0.00E+00  3.65E-21
6280.75   3.66E-21  0.00E+00  3.66E-21
6281.75   3.66E-21  0.00E+00  3.66E-21
6282.75   3.64E-21  0.00E+00  3.64E-21
6283.75   3.64E-21  0.00E+00  3.64E-21
6284.75   3.64E-21  0.00E+00  3.64E-21
6285.75   3.65E-21  0.00E+00  3.65E-21
6286.75   3.63E-21  0.00E+00  3.63E-21
6287.75   3.63E-21  0.00E+00  3.63E-21
6288.75   3.63E-21  0.00E+00  3.63E-21
6289.75   3.61E-21  0.00E+00  3.61E-21
6290.75   3.61E-21  0.00E+00  3.61E-21
6291.75   3.61E-21  0.00E+00  3.61E-21
6292.75   3.60E-21  0.00E+00  3.60E-21
6293.75   3.59E-21  0.00E+00  3.59E-21
6294.75   3.58E-21  0.00E+00  3.58E-21
6295.75   3.58E-21  0.00E+00  3.58E-21
6296.75   3.58E-21  0.00E+00  3.58E-21
6297.75   3.57E-21  0.00E+00  3.57E-21
6298.75   3.58E-21  0.00E+00  3.58E-21
6299.75   3.55E-21  0.00E+00  3.55E-21
6300.75   3.55E-21  0.00E+00  3.55E-21
6301.75   3.55E-21  0.00E+00  3.55E-21
6302.75   3.54E-21  0.00E+00  3.54E-21
6303.75   3.53E-21  0.00E+00  3.53E-21
6304.75   3.53E-21  0.00E+00  3.53E-21
6305.75   3.53E-21  0.00E+00  3.53E-21
6306.75   3.51E-21  0.00E+00  3.51E-21
6307.75   3.51E-21  0.00E+00  3.51E-21
6308.75   3.52E-21  0.00E+00  3.52E-21
6309.75   3.50E-21  0.00E+00  3.50E-21
6310.75   3.50E-21  0.00E+00  3.50E-21
6311.75   3.50E-21  0.00E+00  3.50E-21
6312.75   3.47E-21  0.00E+00  3.47E-21
6313.75   3.47E-21  0.00E+00  3.47E-21
6314.75   3.48E-21  0.00E+00  3.48E-21
6315.75   3.47E-21  0.00E+00  3.47E-21
6316.75   3.46E-21  0.00E+00  3.46E-21
6317.75   3.46E-21  0.00E+00  3.46E-21
6318.75   3.45E-21  0.00E+00  3.45E-21
6319.75   3.43E-21  0.00E+00  3.43E-21
6320.75   3.44E-21  0.00E+00  3.44E-21
6321.75   3.43E-21  0.00E+00  3.43E-21
6322.75   3.42E-21  0.00E+00  3.42E-21
6323.75   3.41E-21  0.00E+00  3.41E-21
6324.75   3.42E-21  0.00E+00  3.42E-21
6325.75   3.41E-21  0.00E+00  3.41E-21
6326.75   3.40E-21  0.00E+00  3.40E-21
6327.75   3.39E-21  0.00E+00  3.39E-21
6328.75   3.40E-21  0.00E+00  3.40E-21
6329.75   3.38E-21  0.00E+00  3.38E-21
6330.75   3.37E-21  0.00E+00  3.37E-21
6331.75   3.37E-21  0.00E+00  3.37E-21
6332.75   3.36E-21  0.00E+00  3.36E-21
6333.75   3.36E-21  0.00E+00  3.36E-21
6334.76   3.36E-21  0.00E+00  3.36E-21
6335.76   3.35E-21  0.00E+00  3.35E-21
6336.76   3.34E-21  0.00E+00  3.34E-21
6337.76   3.35E-21  0.00E+00  3.35E-21
6338.76   3.33E-21  0.00E+00  3.33E-21
6339.76   3.32E-21  0.00E+00  3.32E-21
6340.76   3.32E-21  0.00E+00  3.32E-21
6341.76   3.31E-21  0.00E+00  3.31E-21
6342.76   3.30E-21  0.00E+00  3.30E-21
6343.76   3.30E-21  0.00E+00  3.30E-21
6344.76   3.28E-21  0.00E+00  3.28E-21
6345.76   3.29E-21  0.00E+00  3.29E-21
6346.76   3.29E-21  0.00E+00  3.29E-21
6347.76   3.28E-21  0.00E+00  3.28E-21
6348.76   3.27E-21  0.00E+00  3.27E-21
6349.76   3.26E-21  0.00E+00  3.26E-21
6350.76   3.26E-21  0.00E+00  3.26E-21
6351.76   3.25E-21  0.00E+00  3.25E-21
6352.76   3.25E-21  0.00E+00  3.25E-21
6353.76   3.24E-21  0.00E+00  3.24E-21
6354.76   3.23E-21  0.00E+00  3.23E-21
6355.76   3.24E-21  0.00E+00  3.24E-21
6356.76   3.24E-21  0.00E+00  3.24E-21
6357.76   3.22E-21  0.00E+00  3.22E-21
6358.76   3.22E-21  0.00E+00  3.22E-21
6359.76   3.20E-21  0.00E+00  3.20E-21
6360.76   3.20E-21  0.00E+00  3.20E-21
6361.76   3.19E-21  0.00E+00  3.19E-21
6362.76   3.19E-21  0.00E+00  3.19E-21
6363.76   3.19E-21  0.00E+00  3.19E-21
6364.76   3.18E-21  0.00E+00  3.18E-21
6365.76   3.17E-21  0.00E+00  3.17E-21
6366.76   3.17E-21  0.00E+00  3.17E-21
6367.76   3.16E-21  0.00E+00  3.16E-21
6368.76   3.16E-21  0.00E+00  3.16E-21
6369.76   3.15E-21  0.00E+00  3.15E-21
6370.76   3.15E-21  0.00E+00  3.15E-21
6371.76   3.14E-21  0.00E+00  3.14E-21
6372.76   3.13E-21  0.00E+00  3.13E-21
6373.76   3.13E-21  0.00E+00  3.13E-21
6374.76   3.11E-21  0.00E+00  3.11E-21
6375.76   3.11E-21  0.00E+00  3.11E-21
6376.76   3.11E-21  0.00E+00  3.11E-21
6377.76   3.10E-21  0.00E+00  3.10E-21
6378.76   3.10E-21  0.00E+00  3.10E-21
6379.76   3.09E-21  0.00E+00  3.09E-21
6380.76   3.08E-21  0.00E+00  3.08E-21
6381.76   3.08E-21  0.00E+00  3.08E-21
6382.76   3.07E-21  0.00E+00  3.07E-21
6383.76   3.07E-21  0.00E+00  3.07E-21
6384.76   3.06E-21  0.00E+00  3.06E-21
6385.76   3.06E-21  0.00E+00  3.06E-21
6386.76   3.05E-21  0.00E+00  3.05E-21
6387.76   3.04E-21  0.00E+00  3.04E-21
6388.76   3.04E-21  0.00E+00  3.04E-21
6389.76   3.03E-21  0.00E+00  3.03E-21
6390.76   3.02E-21  0.00E+00  3.02E-21
6391.76   3.02E-21  0.00E+00  3.02E-21
6392.76   3.01E-21  0.00E+00  3.01E-21
6393.76   2.99E-21  0.00E+00  2.99E-21
6394.76   3.00E-21  0.00E+00  3.00E-21
6395.76   2.99E-21  0.00E+00  2.99E-21
6396.76   2.99E-21  0.00E+00  2.99E-21
6397.76   2.98E-21  0.00E+00  2.98E-21
6398.76   2.96E-21  0.00E+00  2.96E-21
6399.76   2.97E-21  0.00E+00  2.97E-21
6400.76   2.96E-21  0.00E+00  2.96E-21
6401.76   2.95E-21  0.00E+00  2.95E-21
6402.77   2.95E-21  0.00E+00  2.95E-21
6403.77   2.93E-21  0.00E+00  2.93E-21
6404.77   2.93E-21  0.00E+00  2.93E-21
6405.77   2.93E-21  0.00E+00  2.93E-21
6406.77   2.92E-21  0.00E+00  2.92E-21
6407.77   2.92E-21  0.00E+00  2.92E-21
6408.77   2.91E-21  0.00E+00  2.91E-21
6409.77   2.91E-21  0.00E+00  2.91E-21
6410.77   2.90E-21  0.00E+00  2.90E-21
6411.77   2.89E-21  0.00E+00  2.89E-21
6412.77   2.89E-21  0.00E+00  2.89E-21
6413.77   2.88E-21  0.00E+00  2.88E-21
6414.77   2.87E-21  0.00E+00  2.87E-21
6415.77   2.86E-21  0.00E+00  2.86E-21
6416.77   2.87E-21  0.00E+00  2.87E-21
6417.77   2.85E-21  0.00E+00  2.85E-21
6418.77   2.86E-21  0.00E+00  2.86E-21
6419.77   2.85E-21  0.00E+00  2.85E-21
6420.77   2.84E-21  0.00E+00  2.84E-21
6421.77   2.83E-21  0.00E+00  2.83E-21
6422.77   2.84E-21  0.00E+00  2.84E-21
6423.77   2.83E-21  0.00E+00  2.83E-21
6424.77   2.82E-21  0.00E+00  2.82E-21
6425.77   2.83E-21  0.00E+00  2.83E-21
6426.77   2.81E-21  0.00E+00  2.81E-21
6427.77   2.81E-21  0.00E+00  2.81E-21
6428.77   2.80E-21  0.00E+00  2.80E-21
6429.77   2.79E-21  0.00E+00  2.79E-21
6430.77   2.79E-21  0.00E+00  2.79E-21
6431.77   2.78E-21  0.00E+00  2.78E-21
6432.77   2.78E-21  0.00E+00  2.78E-21
6433.77   2.78E-21  0.00E+00  2.78E-21
6434.77   2.77E-21  0.00E+00  2.77E-21
6435.77   2.78E-21  0.00E+00  2.78E-21
6436.77   2.76E-21  0.00E+00  2.76E-21
6437.77   2.76E-21  0.00E+00  2.76E-21
6438.77   2.75E-21  0.00E+00  2.75E-21
6439.77   2.76E-21  0.00E+00  2.76E-21
6440.77   2.73E-21  0.00E+00  2.73E-21
6441.77   2.74E-21  0.00E+00  2.74E-21
6442.77   2.74E-21  0.00E+00  2.74E-21
6443.77   2.73E-21  0.00E+00  2.73E-21
6444.77   2.74E-21  0.00E+00  2.74E-21
6445.77   2.71E-21  0.00E+00  2.71E-21
6446.77   2.73E-21  0.00E+00  2.73E-21
6447.77   2.71E-21  0.00E+00  2.71E-21
6448.77   2.70E-21  0.00E+00  2.70E-21
6449.77   2.71E-21  0.00E+00  2.71E-21
6450.77   2.70E-21  0.00E+00  2.70E-21
6451.77   2.69E-21  0.00E+00  2.69E-21
6452.77   2.70E-21  0.00E+00  2.70E-21
6453.77   2.69E-21  0.00E+00  2.69E-21
6454.77   2.68E-21  0.00E+00  2.68E-21
6455.77   2.68E-21  0.00E+00  2.68E-21
6456.77   2.67E-21  0.00E+00  2.67E-21
6457.77   2.67E-21  0.00E+00  2.67E-21
6458.77   2.67E-21  0.00E+00  2.67E-21
6459.77   2.67E-21  0.00E+00  2.67E-21
6460.77   2.66E-21  0.00E+00  2.66E-21
6461.77   2.65E-21  0.00E+00  2.65E-21
6462.77   2.65E-21  0.00E+00  2.65E-21
6463.77   2.65E-21  0.00E+00  2.65E-21
6464.77   2.64E-21  0.00E+00  2.64E-21
6465.77   2.64E-21  0.00E+00  2.64E-21
6466.77   2.63E-21  0.00E+00  2.63E-21
6467.77   2.63E-21  0.00E+00  2.63E-21
6468.77   2.62E-21  0.00E+00  2.62E-21
6469.77   2.62E-21  0.00E+00  2.62E-21
6470.78   2.62E-21  0.00E+00  2.62E-21
6471.78   2.62E-21  0.00E+00  2.62E-21
6472.78   2.61E-21  0.00E+00  2.61E-21
6473.78   2.60E-21  0.00E+00  2.60E-21
6474.78   2.60E-21  0.00E+00  2.60E-21
6475.78   2.60E-21  0.00E+00  2.60E-21
6476.78   2.60E-21  0.00E+00  2.60E-21
6477.78   2.59E-21  0.00E+00  2.59E-21
6478.78   2.59E-21  0.00E+00  2.59E-21
6479.78   2.58E-21  0.00E+00  2.58E-21
6480.78   2.58E-21  0.00E+00  2.58E-21
6481.78   2.58E-21  0.00E+00  2.58E-21
6482.78   2.58E-21  0.00E+00  2.58E-21
6483.78   2.57E-21  0.00E+00  2.57E-21
6484.78   2.56E-21  0.00E+00  2.56E-21
6485.78   2.55E-21  0.00E+00  2.55E-21
6486.78   2.55E-21  0.00E+00  2.55E-21
6487.78   2.56E-21  0.00E+00  2.56E-21
6488.78   2.55E-21  0.00E+00  2.55E-21
6489.78   2.54E-21  0.00E+00  2.54E-21
6490.78   2.54E-21  0.00E+00  2.54E-21
6491.78   2.54E-21  0.00E+00  2.54E-21
6492.78   2.53E-21  0.00E+00  2.53E-21
6493.78   2.53E-21  0.00E+00  2.53E-21
6494.78   2.52E-21  0.00E+00  2.52E-21
6495.78   2.52E-21  0.00E+00  2.52E-21
6496.78   2.52E-21  0.00E+00  2.52E-21
6497.78   2.52E-21  0.00E+00  2.52E-21
6498.78   2.51E-21  0.00E+00  2.51E-21
6499.78   2.51E-21  0.00E+00  2.51E-21
6500.78   2.51E-21  0.00E+00  2.51E-21
6501.78   2.50E-21  0.00E+00  2.50E-21
6502.78   2.50E-21  0.00E+00  2.50E-21
6503.78   2.49E-21  0.00E+00  2.49E-21
6504.78   2.49E-21  0.00E+00  2.49E-21
6505.78   2.49E-21  0.00E+00  2.49E-21
6506.78   2.48E-21  0.00E+00  2.48E-21
6507.78   2.49E-21  0.00E+00  2.49E-21
6508.78   2.47E-21  0.00E+00  2.47E-21
6509.78   2.46E-21  0.00E+00  2.46E-21
6510.78   2.46E-21  0.00E+00  2.46E-21
6511.78   2.46E-21  0.00E+00  2.46E-21
6512.78   2.45E-21  0.00E+00  2.45E-21
6513.78   2.45E-21  0.00E+00  2.45E-21
6514.78   2.44E-21  0.00E+00  2.44E-21
6515.78   2.44E-21  0.00E+00  2.44E-21
6516.78   2.44E-21  0.00E+00  2.44E-21
6517.78   2.43E-21  0.00E+00  2.43E-21
6518.78   2.43E-21  0.00E+00  2.43E-21
6519.78   2.43E-21  0.00E+00  2.43E-21
6520.78   2.42E-21  0.00E+00  2.42E-21
6521.78   2.43E-21  0.00E+00  2.43E-21
6522.78   2.41E-21  0.00E+00  2.41E-21
6523.78   2.41E-21  0.00E+00  2.41E-21
6524.78   2.40E-21  0.00E+00  2.40E-21
6525.78   2.41E-21  0.00E+00  2.41E-21
6526.78   2.40E-21  0.00E+00  2.40E-21
6527.78   2.39E-21  0.00E+00  2.39E-21
6528.78   2.39E-21  0.00E+00  2.39E-21
6529.78   2.38E-21  0.00E+00  2.38E-21
6530.78   2.38E-21  0.00E+00  2.38E-21
6531.78   2.38E-21  0.00E+00  2.38E-21
6532.78   2.38E-21  0.00E+00  2.38E-21
6533.78   2.37E-21  0.00E+00  2.37E-21
6534.78   2.37E-21  0.00E+00  2.37E-21
6535.78   2.37E-21  0.00E+00  2.37E-21
6536.78   2.37E-21  0.00E+00  2.37E-21
6537.78   2.36E-21  0.00E+00  2.36E-21
6538.79   2.35E-21  0.00E+00  2.35E-21
6539.79   2.34E-21  0.00E+00  2.34E-21
6540.79   2.34E-21  0.00E+00  2.34E-21
6541.79   2.34E-21  0.00E+00  2.34E-21
6542.79   2.34E-21  0.00E+00  2.34E-21
6543.79   2.33E-21  0.00E+00  2.33E-21
6544.79   2.32E-21  0.00E+00  2.32E-21
6545.79   2.32E-21  0.00E+00  2.32E-21
6546.79   2.32E-21  0.00E+00  2.32E-21
6547.79   2.31E-21  0.00E+00  2.31E-21
6548.79   2.31E-21  0.00E+00  2.31E-21
6549.79   2.31E-21  0.00E+00  2.31E-21
6550.79   2.30E-21  0.00E+00  2.30E-21
6551.79   2.30E-21  0.00E+00  2.30E-21
6552.79   2.30E-21  0.00E+00  2.30E-21
6553.79   2.29E-21  0.00E+00  2.29E-21
6554.79   2.29E-21  0.00E+00  2.29E-21
6555.79   2.28E-21  0.00E+00  2.28E-21
6556.79   2.28E-21  0.00E+00  2.28E-21
6557.79   2.28E-21  0.00E+00  2.28E-21
6558.79   2.27E-21  0.00E+00  2.27E-21
6559.79   2.27E-21  0.00E+00  2.27E-21
6560.79   2.26E-21  0.00E+00  2.26E-21
6561.79   2.25E-21  0.00E+00  2.25E-21
6562.79   2.25E-21  0.00E+00  2.25E-21
6563.79   2.24E-21  0.00E+00  2.24E-21
6564.79   2.24E-21  0.00E+00  2.24E-21
6565.79   2.24E-21  0.00E+00  2.24E-21
6566.79   2.23E-21  0.00E+00  2.23E-21
6567.79   2.23E-21  0.00E+00  2.23E-21
6568.79   2.23E-21  0.00E+00  2.23E-21
6569.79   2.22E-21  0.00E+00  2.22E-21
6570.79   2.22E-21  0.00E+00  2.22E-21
6571.79   2.22E-21  0.00E+00  2.22E-21
6572.79   2.21E-21  0.00E+00  2.21E-21
6573.79   2.21E-21  0.00E+00  2.21E-21
6574.79   2.20E-21  0.00E+00  2.20E-21
6575.79   2.19E-21  0.00E+00  2.19E-21
6576.79   2.19E-21  0.00E+00  2.19E-21
6577.79   2.18E-21  0.00E+00  2.18E-21
6578.79   2.18E-21  0.00E+00  2.18E-21
6579.79   2.18E-21  0.00E+00  2.18E-21
6580.79   2.18E-21  0.00E+00  2.18E-21
6581.79   2.17E-21  0.00E+00  2.17E-21
6582.79   2.16E-21  0.00E+00  2.16E-21
6583.79   2.16E-21  0.00E+00  2.16E-21
6584.79   2.16E-21  0.00E+00  2.16E-21
6585.79   2.15E-21  0.00E+00  2.15E-21
6586.79   2.15E-21  0.00E+00  2.15E-21
6587.79   2.15E-21  0.00E+00  2.15E-21
6588.79   2.14E-21  0.00E+00  2.14E-21
6589.79   2.14E-21  0.00E+00  2.14E-21
6590.79   2.14E-21  0.00E+00  2.14E-21
6591.79   2.14E-21  0.00E+00  2.14E-21
6592.79   2.13E-21  0.00E+00  2.13E-21
6593.79   2.13E-21  0.00E+00  2.13E-21
6594.79   2.13E-21  0.00E+00  2.13E-21
6595.79   2.12E-21  0.00E+00  2.12E-21
6596.79   2.12E-21  0.00E+00  2.12E-21
6597.79   2.11E-21  0.00E+00  2.11E-21
6598.79   2.10E-21  0.00E+00  2.10E-21
6599.79   2.10E-21  0.00E+00  2.10E-21
6600.79   2.10E-21  0.00E+00  2.10E-21
6601.79   2.09E-21  0.00E+00  2.09E-21
6602.79   2.09E-21  0.00E+00  2.09E-21
6603.79   2.09E-21  0.00E+00  2.09E-21
6604.79   2.08E-21  0.00E+00  2.08E-21
6605.79   2.08E-21  0.00E+00  2.08E-21
6606.80   2.08E-21  0.00E+00  2.08E-21
6607.80   2.07E-21  0.00E+00  2.07E-21
6608.80   2.06E-21  0.00E+00  2.06E-21
6609.80   2.06E-21  0.00E+00  2.06E-21
6610.80   2.06E-21  0.00E+00  2.06E-21
6611.80   2.06E-21  0.00E+00  2.06E-21
6612.80   2.05E-21  0.00E+00  2.05E-21
6613.80   2.05E-21  0.00E+00  2.05E-21
6614.80   2.04E-21  0.00E+00  2.04E-21
6615.80   2.04E-21  0.00E+00  2.04E-21
6616.80   2.03E-21  0.00E+00  2.03E-21
6617.80   2.03E-21  0.00E+00  2.03E-21
6618.80   2.03E-21  0.00E+00  2.03E-21
6619.80   2.02E-21  0.00E+00  2.02E-21
6620.80   2.02E-21  0.00E+00  2.02E-21
6621.80   2.02E-21  0.00E+00  2.02E-21
6622.80   2.01E-21  0.00E+00  2.01E-21
6623.80   2.01E-21  0.00E+00  2.01E-21
6624.80   2.00E-21  0.00E+00  2.00E-21
6625.80   2.00E-21  0.00E+00  2.00E-21
6626.80   1.99E-21  0.00E+00  1.99E-21
6627.80   1.99E-21  0.00E+00  1.99E-21
6628.80   1.98E-21  0.00E+00  1.98E-21
6629.80   1.98E-21  0.00E+00  1.98E-21
6630.80   1.98E-21  0.00E+00  1.98E-21
6631.80   1.97E-21  0.00E+00  1.97E-21
6632.80   1.96E-21  0.00E+00  1.96E-21
6633.80   1.96E-21  0.00E+00  1.96E-21
6634.80   1.96E-21  0.00E+00  1.96E-21
6635.80   1.96E-21  0.00E+00  1.96E-21
6636.80   1.95E-21  0.00E+00  1.95E-21
6637.80   1.95E-21  0.00E+00  1.95E-21
6638.80   1.95E-21  0.00E+00  1.95E-21
6639.80   1.94E-21  0.00E+00  1.94E-21
6640.80   1.94E-21  0.00E+00  1.94E-21
6641.80   1.93E-21  0.00E+00  1.93E-21
6642.80   1.93E-21  0.00E+00  1.93E-21
6643.80   1.92E-21  0.00E+00  1.92E-21
6644.80   1.92E-21  0.00E+00  1.92E-21
6645.80   1.91E-21  0.00E+00  1.91E-21
6646.80   1.91E-21  0.00E+00  1.91E-21
6647.80   1.91E-21  0.00E+00  1.91E-21
6648.80   1.90E-21  0.00E+00  1.90E-21
6649.80   1.90E-21  0.00E+00  1.90E-21
6650.80   1.91E-21  0.00E+00  1.91E-21
6651.80   1.89E-21  0.00E+00  1.89E-21
6652.80   1.89E-21  0.00E+00  1.89E-21
6653.80   1.89E-21  0.00E+00  1.89E-21
6654.80   1.89E-21  0.00E+00  1.89E-21
6655.80   1.88E-21  0.00E+00  1.88E-21
6656.80   1.88E-21  0.00E+00  1.88E-21
6657.80   1.87E-21  0.00E+00  1.87E-21
6658.80   1.87E-21  0.00E+00  1.87E-21
6659.80   1.87E-21  0.00E+00  1.87E-21
6660.80   1.86E-21  0.00E+00  1.86E-21
6661.80   1.86E-21  0.00E+00  1.86E-21
6662.80   1.85E-21  0.00E+00  1.85E-21
6663.80   1.85E-21  0.00E+00  1.85E-21
6664.80   1.84E-21  0.00E+00  1.84E-21
6665.80   1.84E-21  0.00E+00  1.84E-21
6666.80   1.84E-21  0.00E+00  1.84E-21
6667.80   1.83E-21  0.00E+00  1.83E-21
6668.80   1.82E-21  0.00E+00  1.82E-21
6669.80   1.83E-21  0.00E+00  1.83E-21
6670.80   1.82E-21  0.00E+00  1.82E-21
6671.80   1.81E-21  0.00E+00  1.81E-21
6672.80   1.81E-21  0.00E+00  1.81E-21
6673.80   1.80E-21  0.00E+00  1.80E-21
6674.81   1.80E-21  0.00E+00  1.80E-21
6675.81   1.79E-21  0.00E+00  1.79E-21
6676.81   1.79E-21  0.00E+00  1.79E-21
6677.81   1.79E-21  0.00E+00  1.79E-21
6678.81   1.78E-21  0.00E+00  1.78E-21
6679.81   1.77E-21  0.00E+00  1.77E-21
6680.81   1.77E-21  0.00E+00  1.77E-21
6681.81   1.77E-21  0.00E+00  1.77E-21
