0 Branching ratio for CHO      Total        1 branches
Lambda        Total        H/CO
2831.24      2.64E-20      2.64E-20
2832.24      2.66E-20      2.66E-20
2833.24      2.68E-20      2.68E-20
2834.24      2.70E-20      2.70E-20
2835.24      2.72E-20      2.72E-20
2836.24      2.73E-20      2.73E-20
2837.24      2.75E-20      2.75E-20
2838.24      2.77E-20      2.77E-20
2839.24      2.79E-20      2.79E-20
2840.24      2.81E-20      2.81E-20
2841.24      2.83E-20      2.83E-20
2842.24      2.85E-20      2.85E-20
2843.24      2.87E-20      2.87E-20
2844.24      2.89E-20      2.89E-20
2845.24      2.91E-20      2.91E-20
2846.24      2.93E-20      2.93E-20
2847.24      2.95E-20      2.95E-20
2848.24      2.97E-20      2.97E-20
2849.24      2.99E-20      2.99E-20
2850.24      3.01E-20      3.01E-20
2851.24      3.03E-20      3.03E-20
2852.24      3.05E-20      3.05E-20
2853.24      3.07E-20      3.07E-20
2854.24      3.09E-20      3.09E-20
2855.24      3.11E-20      3.11E-20
2856.24      3.13E-20      3.13E-20
2857.24      3.15E-20      3.15E-20
2858.24      3.17E-20      3.17E-20
2859.24      3.19E-20      3.19E-20
2860.24      3.21E-20      3.21E-20
2861.24      3.23E-20      3.23E-20
2862.24      3.25E-20      3.25E-20
2863.24      3.27E-20      3.27E-20
2864.24      3.29E-20      3.29E-20
2865.24      3.31E-20      3.31E-20
2866.25      3.33E-20      3.33E-20
2867.25      3.35E-20      3.35E-20
2868.25      3.37E-20      3.37E-20
2869.25      3.39E-20      3.39E-20
2870.25      3.41E-20      3.41E-20
2871.25      3.43E-20      3.43E-20
2872.25      3.45E-20      3.45E-20
2873.25      3.47E-20      3.47E-20
2874.25      3.49E-20      3.49E-20
2875.25      3.51E-20      3.51E-20
2876.25      3.53E-20      3.53E-20
2877.25      3.55E-20      3.55E-20
2878.25      3.57E-20      3.57E-20
2879.25      3.59E-20      3.59E-20
2880.25      3.60E-20      3.60E-20
2881.25      3.62E-20      3.62E-20
2882.25      3.64E-20      3.64E-20
2883.25      3.66E-20      3.66E-20
2884.25      3.68E-20      3.68E-20
2885.25      3.70E-20      3.70E-20
2886.25      3.72E-20      3.72E-20
2887.25      3.74E-20      3.74E-20
2888.25      3.76E-20      3.76E-20
2889.25      3.78E-20      3.78E-20
2890.25      3.80E-20      3.80E-20
2891.25      3.82E-20      3.82E-20
2892.25      3.84E-20      3.84E-20
2893.25      3.86E-20      3.86E-20
2894.25      3.88E-20      3.88E-20
2895.25      3.90E-20      3.90E-20
2896.25      3.92E-20      3.92E-20
2897.25      3.94E-20      3.94E-20
2898.25      3.96E-20      3.96E-20
2899.25      3.98E-20      3.98E-20
2900.25      4.00E-20      4.00E-20
2901.25      4.02E-20      4.02E-20
2902.25      4.04E-20      4.04E-20
2903.25      4.06E-20      4.06E-20
2904.25      4.08E-20      4.08E-20
2905.25      4.10E-20      4.10E-20
2906.25      4.12E-20      4.12E-20
2907.25      4.14E-20      4.14E-20
2908.25      4.16E-20      4.16E-20
2909.25      4.18E-20      4.18E-20
2910.25      4.20E-20      4.20E-20
2911.25      4.22E-20      4.22E-20
2912.25      4.24E-20      4.24E-20
2913.25      4.26E-20      4.26E-20
2914.25      4.28E-20      4.28E-20
2915.25      4.30E-20      4.30E-20
2916.25      4.32E-20      4.32E-20
2917.25      4.34E-20      4.34E-20
2918.25      4.36E-20      4.36E-20
2919.25      4.38E-20      4.38E-20
2920.25      4.40E-20      4.40E-20
2921.25      4.42E-20      4.42E-20
2922.25      4.44E-20      4.44E-20
2923.25      4.45E-20      4.45E-20
2924.25      4.47E-20      4.47E-20
2925.25      4.49E-20      4.49E-20
2926.25      4.51E-20      4.51E-20
2927.25      4.53E-20      4.53E-20
2928.25      4.55E-20      4.55E-20
2929.25      4.57E-20      4.57E-20
2930.25      4.59E-20      4.59E-20
2931.25      4.61E-20      4.61E-20
2932.25      4.63E-20      4.63E-20
2933.25      4.65E-20      4.65E-20
2934.26      4.67E-20      4.67E-20
2935.26      4.69E-20      4.69E-20
2936.26      4.71E-20      4.71E-20
2937.26      4.73E-20      4.73E-20
2938.26      4.75E-20      4.75E-20
2939.26      4.77E-20      4.77E-20
2940.26      4.79E-20      4.79E-20
2941.26      4.81E-20      4.81E-20
2942.26      4.83E-20      4.83E-20
2943.26      4.85E-20      4.85E-20
2944.26      4.87E-20      4.87E-20
2945.26      4.89E-20      4.89E-20
2946.26      4.91E-20      4.91E-20
2947.26      4.93E-20      4.93E-20
2948.26      4.95E-20      4.95E-20
2949.26      4.97E-20      4.97E-20
2950.26      4.99E-20      4.99E-20
2951.26      5.01E-20      5.01E-20
2952.26      5.03E-20      5.03E-20
2953.26      5.05E-20      5.05E-20
2954.26      5.07E-20      5.07E-20
2955.26      5.09E-20      5.09E-20
2956.26      5.11E-20      5.11E-20
2957.26      5.13E-20      5.13E-20
2958.26      5.15E-20      5.15E-20
2959.26      5.17E-20      5.17E-20
2960.26      5.19E-20      5.19E-20
2961.26      5.21E-20      5.21E-20
2962.26      5.23E-20      5.23E-20
2963.26      5.25E-20      5.25E-20
2964.26      5.27E-20      5.27E-20
2965.26      5.29E-20      5.29E-20
2966.26      5.31E-20      5.31E-20
2967.26      5.32E-20      5.32E-20
2968.26      5.34E-20      5.34E-20
2969.26      5.36E-20      5.36E-20
2970.26      5.38E-20      5.38E-20
2971.26      5.40E-20      5.40E-20
2972.26      5.42E-20      5.42E-20
2973.26      5.44E-20      5.44E-20
2974.26      5.46E-20      5.46E-20
2975.26      5.48E-20      5.48E-20
2976.26      5.50E-20      5.50E-20
2977.26      5.52E-20      5.52E-20
2978.26      5.54E-20      5.54E-20
2979.26      5.56E-20      5.56E-20
2980.26      5.58E-20      5.58E-20
2981.26      5.60E-20      5.60E-20
2982.26      5.62E-20      5.62E-20
2983.26      5.64E-20      5.64E-20
2984.26      5.66E-20      5.66E-20
2985.26      5.68E-20      5.68E-20
2986.26      5.70E-20      5.70E-20
2987.26      5.72E-20      5.72E-20
2988.26      5.74E-20      5.74E-20
2989.26      5.76E-20      5.76E-20
2990.26      5.78E-20      5.78E-20
2991.26      5.80E-20      5.80E-20
2992.26      5.82E-20      5.82E-20
2993.26      5.84E-20      5.84E-20
2994.26      5.86E-20      5.86E-20
2995.26      5.88E-20      5.88E-20
2996.26      5.90E-20      5.90E-20
2997.26      5.92E-20      5.92E-20
2998.26      5.94E-20      5.94E-20
2999.26      5.96E-20      5.96E-20
3000.26      5.98E-20      5.98E-20
3001.26      6.00E-20      6.00E-20
3002.27      6.02E-20      6.02E-20
3003.27      6.04E-20      6.04E-20
3004.27      6.06E-20      6.06E-20
3005.27      6.08E-20      6.08E-20
3006.27      6.10E-20      6.10E-20
3007.27      6.12E-20      6.12E-20
3008.27      6.14E-20      6.14E-20
3009.27      6.16E-20      6.16E-20
3010.27      6.18E-20      6.18E-20
3011.27      6.19E-20      6.19E-20
3012.27      6.21E-20      6.21E-20
3013.27      6.23E-20      6.23E-20
3014.27      6.25E-20      6.25E-20
3015.27      6.27E-20      6.27E-20
3016.27      6.29E-20      6.29E-20
3017.27      6.31E-20      6.31E-20
3018.27      6.33E-20      6.33E-20
3019.27      6.35E-20      6.35E-20
3020.27      6.37E-20      6.37E-20
3021.27      6.39E-20      6.39E-20
3022.27      6.41E-20      6.41E-20
3023.27      6.43E-20      6.43E-20
3024.27      6.45E-20      6.45E-20
3025.27      6.47E-20      6.47E-20
3026.27      6.49E-20      6.49E-20
3027.27      6.51E-20      6.51E-20
3028.27      6.53E-20      6.53E-20
3029.27      6.55E-20      6.55E-20
3030.27      6.57E-20      6.57E-20
3031.27      6.59E-20      6.59E-20
3032.27      6.61E-20      6.61E-20
3033.27      6.63E-20      6.63E-20
3034.27      6.65E-20      6.65E-20
3035.27      6.67E-20      6.67E-20
3036.27      6.69E-20      6.69E-20
3037.27      6.71E-20      6.71E-20
3038.27      6.73E-20      6.73E-20
3039.27      6.75E-20      6.75E-20
3040.27      6.77E-20      6.77E-20
3041.27      6.79E-20      6.79E-20
3042.27      6.81E-20      6.81E-20
3043.27      6.83E-20      6.83E-20
3044.27      6.85E-20      6.85E-20
3045.27      6.87E-20      6.87E-20
3046.27      6.89E-20      6.89E-20
3047.27      6.91E-20      6.91E-20
3048.27      6.93E-20      6.93E-20
3049.27      6.95E-20      6.95E-20
3050.27      6.97E-20      6.97E-20
3051.27      6.99E-20      6.99E-20
3052.27      7.01E-20      7.01E-20
3053.27      7.03E-20      7.03E-20
3054.27      7.04E-20      7.04E-20
3055.27      7.06E-20      7.06E-20
3056.27      7.08E-20      7.08E-20
3057.27      7.10E-20      7.10E-20
3058.27      7.12E-20      7.12E-20
3059.27      7.14E-20      7.14E-20
3060.27      7.16E-20      7.16E-20
3061.27      7.18E-20      7.18E-20
3062.27      7.20E-20      7.20E-20
3063.27      7.22E-20      7.22E-20
3064.27      7.24E-20      7.24E-20
3065.27      7.26E-20      7.26E-20
3066.27      7.28E-20      7.28E-20
3067.27      7.30E-20      7.30E-20
3068.27      7.32E-20      7.32E-20
3069.27      7.34E-20      7.34E-20
3070.28      7.36E-20      7.36E-20
3071.28      7.38E-20      7.38E-20
3072.28      7.40E-20      7.40E-20
3073.28      7.42E-20      7.42E-20
3074.28      7.44E-20      7.44E-20
3075.28      7.46E-20      7.46E-20
3076.28      7.48E-20      7.48E-20
3077.28      7.50E-20      7.50E-20
3078.28      7.52E-20      7.52E-20
3079.28      7.54E-20      7.54E-20
3080.28      7.56E-20      7.56E-20
3081.28      7.58E-20      7.58E-20
3082.28      7.60E-20      7.60E-20
3083.28      7.62E-20      7.62E-20
3084.28      7.64E-20      7.64E-20
3085.28      7.66E-20      7.66E-20
3086.28      7.68E-20      7.68E-20
3087.28      7.70E-20      7.70E-20
3088.28      7.72E-20      7.72E-20
3089.28      7.74E-20      7.74E-20
3090.28      7.76E-20      7.76E-20
3091.28      7.78E-20      7.78E-20
3092.28      7.80E-20      7.80E-20
3093.28      7.82E-20      7.82E-20
3094.28      7.84E-20      7.84E-20
3095.28      7.86E-20      7.86E-20
3096.28      7.88E-20      7.88E-20
3097.28      7.90E-20      7.90E-20
3098.28      7.91E-20      7.91E-20
3099.28      7.93E-20      7.93E-20
3100.28      7.95E-20      7.95E-20
3101.28      7.97E-20      7.97E-20
3102.28      7.99E-20      7.99E-20
3103.28      8.01E-20      8.01E-20
3104.28      8.03E-20      8.03E-20
3105.28      8.05E-20      8.05E-20
3106.28      8.07E-20      8.07E-20
3107.28      8.09E-20      8.09E-20
3108.28      8.11E-20      8.11E-20
3109.28      8.13E-20      8.13E-20
3110.28      8.15E-20      8.15E-20
3111.28      8.17E-20      8.17E-20
3112.28      8.19E-20      8.19E-20
3113.28      8.21E-20      8.21E-20
3114.28      8.23E-20      8.23E-20
3115.28      8.25E-20      8.25E-20
3116.28      8.27E-20      8.27E-20
3117.28      8.29E-20      8.29E-20
3118.28      8.31E-20      8.31E-20
3119.28      8.33E-20      8.33E-20
3120.28      8.35E-20      8.35E-20
3121.28      8.37E-20      8.37E-20
3122.28      8.39E-20      8.39E-20
3123.28      8.41E-20      8.41E-20
3124.28      8.43E-20      8.43E-20
3125.28      8.45E-20      8.45E-20
3126.28      8.47E-20      8.47E-20
3127.28      8.49E-20      8.49E-20
3128.28      8.51E-20      8.51E-20
3129.28      8.53E-20      8.53E-20
3130.28      8.55E-20      8.55E-20
3131.28      8.57E-20      8.57E-20
3132.28      8.59E-20      8.59E-20
3133.28      8.61E-20      8.61E-20
3134.28      8.63E-20      8.63E-20
3135.28      8.65E-20      8.65E-20
3136.28      8.67E-20      8.67E-20
3137.28      8.69E-20      8.69E-20
3138.29      8.71E-20      8.71E-20
3139.29      8.73E-20      8.73E-20
3140.29      8.75E-20      8.75E-20
3141.29      8.77E-20      8.77E-20
3142.29      8.79E-20      8.79E-20
3143.29      8.80E-20      8.80E-20
3144.29      8.82E-20      8.82E-20
3145.29      8.84E-20      8.84E-20
3146.29      8.86E-20      8.86E-20
3147.29      8.88E-20      8.88E-20
3148.29      8.90E-20      8.90E-20
3149.29      8.92E-20      8.92E-20
3150.29      8.94E-20      8.94E-20
3151.29      8.96E-20      8.96E-20
3152.29      8.98E-20      8.98E-20
3153.29      9.00E-20      9.00E-20
3154.29      9.02E-20      9.02E-20
3155.29      9.04E-20      9.04E-20
3156.29      9.06E-20      9.06E-20
3157.29      9.08E-20      9.08E-20
3158.29      9.10E-20      9.10E-20
3159.29      9.12E-20      9.12E-20
3160.29      9.14E-20      9.14E-20
3161.29      9.16E-20      9.16E-20
3162.29      9.18E-20      9.18E-20
3163.29      9.20E-20      9.20E-20
3164.29      9.22E-20      9.22E-20
3165.29      9.24E-20      9.24E-20
3166.29      9.26E-20      9.26E-20
3167.29      9.28E-20      9.28E-20
3168.29      9.30E-20      9.30E-20
3169.29      9.32E-20      9.32E-20
3170.29      9.34E-20      9.34E-20
3171.29      9.36E-20      9.36E-20
3172.29      9.38E-20      9.38E-20
3173.29      9.40E-20      9.40E-20
3174.29      9.42E-20      9.42E-20
3175.29      9.44E-20      9.44E-20
3176.29      9.46E-20      9.46E-20
3177.29      9.48E-20      9.48E-20
3178.29      9.50E-20      9.50E-20
3179.29      9.52E-20      9.52E-20
3180.29      9.54E-20      9.54E-20
3181.29      9.56E-20      9.56E-20
3182.29      9.58E-20      9.58E-20
3183.29      9.60E-20      9.60E-20
3184.29      9.62E-20      9.62E-20
3185.29      9.64E-20      9.64E-20
3186.29      9.65E-20      9.65E-20
3187.29      9.67E-20      9.67E-20
3188.29      9.69E-20      9.69E-20
3189.29      9.71E-20      9.71E-20
3190.29      9.73E-20      9.73E-20
3191.29      9.75E-20      9.75E-20
3192.29      9.77E-20      9.77E-20
3193.29      9.79E-20      9.79E-20
3194.29      9.81E-20      9.81E-20
3195.29      9.83E-20      9.83E-20
3196.29      9.85E-20      9.85E-20
3197.29      9.87E-20      9.87E-20
3198.29      9.89E-20      9.89E-20
3199.29      9.91E-20      9.91E-20
3200.29      9.93E-20      9.93E-20
3201.29      9.95E-20      9.95E-20
3202.29      9.97E-20      9.97E-20
3203.29      9.99E-20      9.99E-20
3204.29      1.00E-19      1.00E-19
3205.29      1.00E-19      1.00E-19
3206.3      1.01E-19      1.01E-19
3207.3      1.01E-19      1.01E-19
3208.3      1.01E-19      1.01E-19
3209.3      1.01E-19      1.01E-19
3210.3      1.01E-19      1.01E-19
3211.3      1.01E-19      1.01E-19
3212.3      1.02E-19      1.02E-19
3213.3      1.02E-19      1.02E-19
3214.3      1.02E-19      1.02E-19
3215.3      1.02E-19      1.02E-19
3216.3      1.02E-19      1.02E-19
3217.3      1.03E-19      1.03E-19
3218.3      1.03E-19      1.03E-19
3219.3      1.03E-19      1.03E-19
3220.3      1.03E-19      1.03E-19
3221.3      1.03E-19      1.03E-19
3222.3      1.04E-19      1.04E-19
3223.3      1.04E-19      1.04E-19
3224.3      1.04E-19      1.04E-19
3225.3      1.04E-19      1.04E-19
3226.3      1.04E-19      1.04E-19
3227.3      1.05E-19      1.05E-19
3228.3      1.05E-19      1.05E-19
3229.3      1.05E-19      1.05E-19
3230.3      1.05E-19      1.05E-19
3231.3      1.05E-19      1.05E-19
3232.3      1.06E-19      1.06E-19
3233.3      1.06E-19      1.06E-19
3234.3      1.06E-19      1.06E-19
3235.3      1.06E-19      1.06E-19
3236.3      1.06E-19      1.06E-19
3237.3      1.07E-19      1.07E-19
3238.3      1.07E-19      1.07E-19
3239.3      1.07E-19      1.07E-19
3240.3      1.07E-19      1.07E-19
3241.3      1.07E-19      1.07E-19
3242.3      1.08E-19      1.08E-19
3243.3      1.08E-19      1.08E-19
3244.3      1.08E-19      1.08E-19
3245.3      1.08E-19      1.08E-19
3246.3      1.08E-19      1.08E-19
3247.3      1.09E-19      1.09E-19
3248.3      1.09E-19      1.09E-19
3249.3      1.09E-19      1.09E-19
3250.3      1.09E-19      1.09E-19
3251.3      1.09E-19      1.09E-19
3252.3      1.10E-19      1.10E-19
3253.3      1.10E-19      1.10E-19
3254.3      1.10E-19      1.10E-19
3255.3      1.10E-19      1.10E-19
3256.3      1.10E-19      1.10E-19
3257.3      1.11E-19      1.11E-19
3258.3      1.11E-19      1.11E-19
3259.3      1.11E-19      1.11E-19
3260.3      1.11E-19      1.11E-19
3261.3      1.11E-19      1.11E-19
3262.3      1.12E-19      1.12E-19
3263.3      1.12E-19      1.12E-19
3264.3      1.12E-19      1.12E-19
3265.3      1.12E-19      1.12E-19
3266.3      1.12E-19      1.12E-19
3267.3      1.13E-19      1.13E-19
3268.3      1.13E-19      1.13E-19
3269.3      1.13E-19      1.13E-19
3270.3      1.13E-19      1.13E-19
3271.3      1.13E-19      1.13E-19
3272.3      1.14E-19      1.14E-19
3273.3      1.14E-19      1.14E-19
3274.31      1.14E-19      1.14E-19
3275.31      1.14E-19      1.14E-19
3276.31      1.14E-19      1.14E-19
3277.31      1.15E-19      1.15E-19
3278.31      1.15E-19      1.15E-19
3279.31      1.15E-19      1.15E-19
3280.31      1.15E-19      1.15E-19
3281.31      1.15E-19      1.15E-19
3282.31      1.16E-19      1.16E-19
3283.31      1.16E-19      1.16E-19
3284.31      1.16E-19      1.16E-19
3285.31      1.16E-19      1.16E-19
3286.31      1.16E-19      1.16E-19
3287.31      1.17E-19      1.17E-19
3288.31      1.17E-19      1.17E-19
3289.31      1.17E-19      1.17E-19
3290.31      1.17E-19      1.17E-19
3291.31      1.17E-19      1.17E-19
3292.31      1.18E-19      1.18E-19
3293.31      1.18E-19      1.18E-19
3294.31      1.18E-19      1.18E-19
3295.31      1.18E-19      1.18E-19
3296.31      1.18E-19      1.18E-19
3297.31      1.18E-19      1.18E-19
3298.31      1.19E-19      1.19E-19
3299.31      1.19E-19      1.19E-19
3300.31      1.19E-19      1.19E-19
3301.31      1.19E-19      1.19E-19
3302.31      1.19E-19      1.19E-19
3303.31      1.20E-19      1.20E-19
3304.31      1.20E-19      1.20E-19
3305.31      1.20E-19      1.20E-19
3306.31      1.20E-19      1.20E-19
3307.31      1.20E-19      1.20E-19
3308.31      1.21E-19      1.21E-19
3309.31      1.21E-19      1.21E-19
3310.31      1.21E-19      1.21E-19
3311.31      1.21E-19      1.21E-19
3312.31      1.21E-19      1.21E-19
3313.31      1.22E-19      1.22E-19
3314.31      1.22E-19      1.22E-19
3315.31      1.22E-19      1.22E-19
3316.31      1.22E-19      1.22E-19
3317.31      1.22E-19      1.22E-19
3318.31      1.23E-19      1.23E-19
3319.31      1.23E-19      1.23E-19
3320.31      1.23E-19      1.23E-19
3321.31      1.23E-19      1.23E-19
3322.31      1.23E-19      1.23E-19
3323.31      1.24E-19      1.24E-19
3324.31      1.24E-19      1.24E-19
3325.31      1.24E-19      1.24E-19
3326.31      1.24E-19      1.24E-19
3327.31      1.24E-19      1.24E-19
3328.31      1.25E-19      1.25E-19
3329.31      1.25E-19      1.25E-19
3330.31      1.25E-19      1.25E-19
3331.31      1.25E-19      1.25E-19
3332.31      1.25E-19      1.25E-19
3333.31      1.26E-19      1.26E-19
3334.31      1.26E-19      1.26E-19
3335.31      1.26E-19      1.26E-19
3336.31      1.26E-19      1.26E-19
3337.31      1.26E-19      1.26E-19
3338.31      1.27E-19      1.27E-19
3339.31      1.27E-19      1.27E-19
3340.31      1.27E-19      1.27E-19
3341.31      1.27E-19      1.27E-19
3342.32      1.27E-19      1.27E-19
3343.32      1.28E-19      1.28E-19
3344.32      1.28E-19      1.28E-19
3345.32      1.28E-19      1.28E-19
3346.32      1.28E-19      1.28E-19
3347.32      1.28E-19      1.28E-19
3348.32      1.29E-19      1.29E-19
3349.32      1.29E-19      1.29E-19
3350.32      1.29E-19      1.29E-19
3351.32      1.29E-19      1.29E-19
3352.32      1.29E-19      1.29E-19
3353.32      1.30E-19      1.30E-19
3354.32      1.30E-19      1.30E-19
3355.32      1.30E-19      1.30E-19
3356.32      1.30E-19      1.30E-19
3357.32      1.30E-19      1.30E-19
3358.32      1.31E-19      1.31E-19
3359.32      1.31E-19      1.31E-19
3360.32      1.31E-19      1.31E-19
3361.32      1.31E-19      1.31E-19
3362.32      1.31E-19      1.31E-19
3363.32      1.32E-19      1.32E-19
3364.32      1.32E-19      1.32E-19
3365.32      1.32E-19      1.32E-19
3366.32      1.32E-19      1.32E-19
3367.32      1.32E-19      1.32E-19
3368.32      1.33E-19      1.33E-19
3369.32      1.33E-19      1.33E-19
3370.32      1.33E-19      1.33E-19
3371.32      1.33E-19      1.33E-19
3372.32      1.33E-19      1.33E-19
3373.32      1.34E-19      1.34E-19
3374.32      1.34E-19      1.34E-19
3375.32      1.34E-19      1.34E-19
3376.32      1.34E-19      1.34E-19
3377.32      1.34E-19      1.34E-19
3378.32      1.35E-19      1.35E-19
3379.32      1.35E-19      1.35E-19
3380.32      1.35E-19      1.35E-19
3381.32      1.35E-19      1.35E-19
3382.32      1.35E-19      1.35E-19
3383.32      1.35E-19      1.35E-19
3384.32      1.36E-19      1.36E-19
3385.32      1.36E-19      1.36E-19
3386.32      1.36E-19      1.36E-19
3387.32      1.36E-19      1.36E-19
3388.32      1.36E-19      1.36E-19
3389.32      1.37E-19      1.37E-19
3390.32      1.37E-19      1.37E-19
3391.32      1.37E-19      1.37E-19
3392.32      1.37E-19      1.37E-19
3393.32      1.37E-19      1.37E-19
3394.32      1.38E-19      1.38E-19
3395.32      1.38E-19      1.38E-19
3396.32      1.38E-19      1.38E-19
3397.32      1.38E-19      1.38E-19
3398.32      1.38E-19      1.38E-19
3399.32      1.39E-19      1.39E-19
3400.32      1.39E-19      1.39E-19
3401.32      1.39E-19      1.39E-19
3402.32      1.39E-19      1.39E-19
3403.32      1.39E-19      1.39E-19
3404.32      1.40E-19      1.40E-19
3405.32      1.40E-19      1.40E-19
3406.32      1.40E-19      1.40E-19
3407.32      1.40E-19      1.40E-19
3408.32      1.40E-19      1.40E-19
3409.32      1.41E-19      1.41E-19
3410.33      1.41E-19      1.41E-19
3411.33      1.41E-19      1.41E-19
3412.33      1.41E-19      1.41E-19
3413.33      1.41E-19      1.41E-19
3414.33      1.42E-19      1.42E-19
3415.33      1.42E-19      1.42E-19
3416.33      1.42E-19      1.42E-19
3417.33      1.42E-19      1.42E-19
3418.33      1.42E-19      1.42E-19
3419.33      1.43E-19      1.43E-19
3420.33      1.43E-19      1.43E-19
3421.33      1.43E-19      1.43E-19
3422.33      1.43E-19      1.43E-19
3423.33      1.43E-19      1.43E-19
3424.33      1.44E-19      1.44E-19
3425.33      1.44E-19      1.44E-19
3426.33      1.44E-19      1.44E-19
3427.33      1.44E-19      1.44E-19
3428.33      1.44E-19      1.44E-19
3429.33      1.45E-19      1.45E-19
3430.33      1.45E-19      1.45E-19
3431.33      1.45E-19      1.45E-19
3432.33      1.45E-19      1.45E-19
3433.33      1.45E-19      1.45E-19
3434.33      1.46E-19      1.46E-19
3435.33      1.46E-19      1.46E-19
3436.33      1.46E-19      1.46E-19
3437.33      1.46E-19      1.46E-19
3438.33      1.46E-19      1.46E-19
3439.33      1.47E-19      1.47E-19
3440.33      1.47E-19      1.47E-19
3441.33      1.47E-19      1.47E-19
3442.33      1.47E-19      1.47E-19
3443.33      1.47E-19      1.47E-19
3444.33      1.48E-19      1.48E-19
3445.33      1.48E-19      1.48E-19
3446.33      1.48E-19      1.48E-19
3447.33      1.48E-19      1.48E-19
3448.33      1.48E-19      1.48E-19
3449.33      1.49E-19      1.49E-19
3450.33      1.49E-19      1.49E-19
3451.33      1.49E-19      1.49E-19
3452.33      1.49E-19      1.49E-19
3453.33      1.49E-19      1.49E-19
3454.33      1.50E-19      1.50E-19
3455.33      1.50E-19      1.50E-19
3456.33      1.50E-19      1.50E-19
3457.33      1.50E-19      1.50E-19
3458.33      1.50E-19      1.50E-19
3459.33      1.51E-19      1.51E-19
3460.33      1.51E-19      1.51E-19
3461.33      1.51E-19      1.51E-19
3462.33      1.51E-19      1.51E-19
3463.33      1.51E-19      1.51E-19
3464.33      1.52E-19      1.52E-19
3465.33      1.52E-19      1.52E-19
3466.33      1.52E-19      1.52E-19
3467.33      1.52E-19      1.52E-19
3468.33      1.52E-19      1.52E-19
3469.33      1.53E-19      1.53E-19
3470.33      1.53E-19      1.53E-19
3471.33      1.53E-19      1.53E-19
3472.33      1.53E-19      1.53E-19
3473.33      1.53E-19      1.53E-19
3474.33      1.53E-19      1.53E-19
3475.33      1.54E-19      1.54E-19
3476.33      1.54E-19      1.54E-19
3477.33      1.54E-19      1.54E-19
3478.34      1.54E-19      1.54E-19
3479.34      1.54E-19      1.54E-19
3480.34      1.55E-19      1.55E-19
3481.34      1.55E-19      1.55E-19
3482.34      1.55E-19      1.55E-19
3483.34      1.55E-19      1.55E-19
3484.34      1.55E-19      1.55E-19
3485.34      1.56E-19      1.56E-19
3486.34      1.56E-19      1.56E-19
3487.34      1.56E-19      1.56E-19
3488.34      1.56E-19      1.56E-19
3489.34      1.56E-19      1.56E-19
3490.34      1.57E-19      1.57E-19
3491.34      1.57E-19      1.57E-19
3492.34      1.57E-19      1.57E-19
3493.34      1.57E-19      1.57E-19
3494.34      1.57E-19      1.57E-19
3495.34      1.58E-19      1.58E-19
3496.34      1.58E-19      1.58E-19
3497.34      1.58E-19      1.58E-19
3498.34      1.58E-19      1.58E-19
3499.34      1.58E-19      1.58E-19
3500.34      1.59E-19      1.59E-19
3501.34      1.59E-19      1.59E-19
3502.34      1.59E-19      1.59E-19
3503.34      1.59E-19      1.59E-19
3504.34      1.59E-19      1.59E-19
3505.34      1.60E-19      1.60E-19
3506.34      1.60E-19      1.60E-19
3507.34      1.60E-19      1.60E-19
3508.34      1.60E-19      1.60E-19
3509.34      1.60E-19      1.60E-19
3510.34      1.61E-19      1.61E-19
3511.34      1.61E-19      1.61E-19
3512.34      1.61E-19      1.61E-19
3513.34      1.61E-19      1.61E-19
3514.34      1.61E-19      1.61E-19
3515.34      1.62E-19      1.62E-19
3516.34      1.62E-19      1.62E-19
3517.34      1.62E-19      1.62E-19
3518.34      1.62E-19      1.62E-19
3519.34      1.62E-19      1.62E-19
3520.34      1.63E-19      1.63E-19
3521.34      1.63E-19      1.63E-19
3522.34      1.63E-19      1.63E-19
3523.34      1.63E-19      1.63E-19
3524.34      1.63E-19      1.63E-19
3525.34      1.64E-19      1.64E-19
3526.34      1.64E-19      1.64E-19
3527.34      1.64E-19      1.64E-19
3528.34      1.64E-19      1.64E-19
3529.34      1.64E-19      1.64E-19
3530.34      1.65E-19      1.65E-19
3531.34      1.65E-19      1.65E-19
3532.34      1.65E-19      1.65E-19
3533.34      1.65E-19      1.65E-19
3534.34      1.65E-19      1.65E-19
3535.34      1.66E-19      1.66E-19
3536.34      1.66E-19      1.66E-19
3537.34      1.66E-19      1.66E-19
3538.34      1.66E-19      1.66E-19
3539.34      1.66E-19      1.66E-19
3540.34      1.67E-19      1.67E-19
3541.34      1.67E-19      1.67E-19
3542.34      1.67E-19      1.67E-19
3543.34      1.67E-19      1.67E-19
3544.34      1.67E-19      1.67E-19
3545.34      1.68E-19      1.68E-19
3546.35      1.68E-19      1.68E-19
3547.35      1.68E-19      1.68E-19
3548.35      1.68E-19      1.68E-19
3549.35      1.68E-19      1.68E-19
3550.35      1.69E-19      1.69E-19
3551.35      1.69E-19      1.69E-19
3552.35      1.69E-19      1.69E-19
3553.35      1.69E-19      1.69E-19
3554.35      1.69E-19      1.69E-19
3555.35      1.70E-19      1.70E-19
3556.35      1.70E-19      1.70E-19
3557.35      1.70E-19      1.70E-19
3558.35      1.70E-19      1.70E-19
3559.35      1.70E-19      1.70E-19
3560.35      1.70E-19      1.70E-19
3561.35      1.71E-19      1.71E-19
3562.35      1.71E-19      1.71E-19
3563.35      1.71E-19      1.71E-19
3564.35      1.71E-19      1.71E-19
3565.35      1.71E-19      1.71E-19
